V1,V2,V3,V4,W1,W2,W3,W4
1.0464478522681187,0.0,0.0,3.905526481850376,0.7707896591371718,0.5515908305494996,0.5515908305494995,1.3273626374546468
1.0258705883383286,0.0,0.0,4.2507135767649356,0.8516911696042733,0.6914731133611215,0.6914731133611215,1.4288460578091948
1.0381847142611935,0.0,0.0,4.237003875864499,0.83779102543059,0.6524258958932546,0.6524258958932547,1.2676313340178769
1.0109644928757249,0.0,0.0,4.211460989439323,0.8360652627182368,0.6640114821476435,0.6640114821476435,1.2518776695538005
1.0299023033013581,0.0,0.0,4.274715292265124,0.7487521072563389,0.5652490775717858,0.5652490775717859,1.0985222533843955
1.0049722481883723,0.0,0.0,4.205315267537518,0.7239292473869585,0.5587451817950664,0.5587451817950664,1.1140060359055906
1.0433521511276842,0.0,0.0,3.9551487744881255,0.7081127802112077,0.5489921298510094,0.5489921298510094,1.1056770114516123
0.9909175187369479,0.0,0.0,3.8597727629476295,0.7767157446802816,0.5790378542775252,0.5790378542775253,1.1140847353223358
0.9873272890345428,0.0,0.0,3.6456987141112407,0.7341978937283147,0.5718867880505106,0.5718867880505106,1.1478135021601692
1.0750237429595277,0.0,0.0,3.5990679927652707,0.7519914901648006,0.5869864323062279,0.5869864323062278,1.2308696775724606
1.0524847608757404,0.0,0.0,3.79318245349897,0.818976961470506,0.6582157024767431,0.658215702476743,1.2766600660166958
1.0750846784307388,0.0,0.0,3.8228539526643064,0.710549944990617,0.579543457329945,0.579543457329945,1.2660346135561216
1.0697819726135016,0.0,0.0,3.5522921818366857,0.6762773544659818,0.5517544225202964,0.5517544225202964,1.2513433528122402
1.058688428072526,0.0,0.0,3.7288309944579128,0.6494904537598757,0.5017587516156783,0.5017587516156783,1.1687887740944207
1.048515196501437,0.0,0.0,3.764403553917038,0.6782435167227598,0.5375651422303576,0.5375651422303576,1.1558623013412719
1.0665768404111662,0.0,0.0,4.0847960285736065,0.7155887193531352,0.5552003163148376,0.5552003163148377,1.1542908933549474
1.0398188651283604,0.0,0.0,3.970900503608668,0.7188876284800698,0.5357317397739049,0.5357317397739049,1.051353103278866
1.0935369970225188,0.0,0.0,3.6099301986078376,0.7311829629379831,0.5338973864009637,0.5338973864009636,0.9741554431496647
1.11161559926069,0.0,0.0,4.133527825400148,0.7484287908715257,0.5505252067952373,0.5505252067952372,1.0010421861882501
1.0884841977581459,0.0,0.0,4.3917457818731895,0.6736757208180582,0.47147534749832354,0.4714753474983234,0.9042202987006118
1.0964269352215428,0.0,0.0,4.43595924756519,0.635673932404105,0.4665029673542939,0.466502967354294,0.8912619816373756
1.022967565429296,0.0,0.0,3.886094569517883,0.6505806621683994,0.46244861240171975,0.46244861240171975,0.8960214313228001
0.992875490181527,0.0,0.0,4.048094016729759,0.6269984165988208,0.4203977122695598,0.42039771226955985,0.8249871549764278
0.9570247871971528,0.0,0.0,3.8571858226322258,0.7143113990454455,0.4608585038916077,0.4608585038916077,0.8228120045216495
0.9480182843942816,0.0,0.0,3.9598311034718807,0.7004237508027983,0.45845586442951375,0.45845586442951375,0.8739920231033237
0.9044913352054313,0.0,0.0,3.8457280551686757,0.7331476552963656,0.5255145628037534,0.5255145628037534,1.0064164258554538
0.9275585350429517,0.0,0.0,3.876528317492603,0.7616200895553191,0.5732576023208337,0.5732576023208336,1.0676763979940793
0.9875205962610717,0.0,0.0,3.576181152382569,0.7296555369563216,0.5319598656430534,0.5319598656430534,0.9949597976280141
1.0198295646453632,0.0,0.0,3.819544430616829,0.7320313983535018,0.5319541749313956,0.5319541749313957,0.9963497001190755
0.9524178194927432,0.0,0.0,4.065519216617212,0.8205065486580932,0.5950600153924485,0.5950600153924483,1.077149150604111
1.0771370580288449,0.0,0.0,4.334650434509178,0.8102171587134595,0.6196556177975749,0.6196556177975749,1.051783686937556
1.1535251581432142,0.0,0.0,4.379693850732401,0.7031390371850486,0.4955838515903578,0.4955838515903578,0.9751996466751579
1.1141382854038873,0.0,0.0,4.269960445844562,0.7331812547148131,0.5266544387533806,0.5266544387533807,0.978216269412009
1.0214516765725876,0.0,0.0,3.922834967709963,0.6923448111688132,0.5269923811142982,0.5269923811142982,1.0304189693062422
1.018252128994959,0.0,0.0,4.302509133533885,0.729154890365928,0.5726175401177527,0.5726175401177528,1.0591962974338816
1.1006206465842598,0.0,0.0,4.225836366499449,0.6894433098109722,0.5101399960345747,0.5101399960345746,0.9337111450172473
1.2074282226792743,0.0,0.0,4.024556285101827,0.721893340121293,0.5085544935967063,0.5085544935967062,0.8859461881432272
1.1494845831342455,0.0,0.0,4.1637957908700605,0.6145772806391296,0.43408123793949777,0.43408123793949777,0.8166081743096355
1.248266475857839,0.0,0.0,3.7285726650789632,0.6556245718999877,0.48631090173688163,0.48631090173688146,0.8972147177109389
1.0831447773719614,0.0,0.0,3.891536010013544,0.6684329110213668,0.5184326467866235,0.5184326467866236,0.9376202890567698
1.2039795358114378,0.0,0.0,3.79011562394682,0.6362910287790442,0.49399741434198957,0.49399741434198957,0.9090782830204447
1.1507458523954783,0.0,0.0,3.983741470975679,0.6672272276986693,0.5320408748692493,0.5320408748692494,1.0147344836857253
1.0717042379579065,0.0,0.0,4.067700081383923,0.6574141377893206,0.5021607131958561,0.5021607131958561,0.941727002560093
1.1000128501490098,0.0,0.0,4.259372359643596,0.5966840446567062,0.49495678749217326,0.4949567874921733,1.006411941901817
1.0376993485966004,0.0,0.0,4.347648252932442,0.5501034428258479,0.4450156991415251,0.4450156991415251,0.9620592543807419
1.0311258298705634,0.0,0.0,4.0263862481726385,0.5966606831117172,0.4529338289607918,0.4529338289607919,0.9508555924247775
1.0391741297566985,0.0,0.0,3.6256261804967975,0.627350963686329,0.44882311964996063,0.4488231196499606,0.9313323736070933
1.0195996531855887,0.0,0.0,3.933842576776749,0.6460560537382892,0.4685948812545469,0.46859488125454696,0.9801906729084588
1.0050974233714278,0.0,0.0,3.9832127512956843,0.6493006224914774,0.46938728953586784,0.4693872895358679,0.9505565916888083
0.9963772823136161,0.0,0.0,3.995250623626862,0.6644977828026175,0.4419743913445838,0.44197439134458383,0.9104070688912836
0.9881606136140564,0.0,0.0,4.020036164357535,0.6508725323039993,0.4555020558723818,0.4555020558723818,1.0097769250996707
1.206123309527925,0.0,0.0,4.151422146703684,0.6803438131010228,0.47676958715404166,0.4767695871540416,1.1487310611265595
1.0420220736216481,0.0,0.0,3.9332996474308715,0.7162098273512276,0.4460387323494974,0.4460387323494974,1.142383319034276
1.0524519543852129,0.0,0.0,3.9299446613041877,0.6222565680847615,0.359971194447647,0.359971194447647,1.011907845923464
1.1413328334841955,0.0,0.0,4.083609156628938,0.6346545023280783,0.3701061869966771,0.370106186996677,0.9543337436330951
1.1437537933839748,0.0,0.0,4.269907671233712,0.6565384692542722,0.4230947854673607,0.42309478546736057,1.0078945640394612
1.1378607099313844,0.0,0.0,4.371149055726706,0.6536826098133761,0.40039159814816677,0.4003915981481668,0.9370045850698766
1.0844840177510386,0.0,0.0,3.8795735468552612,0.7821988547718266,0.5302668116069768,0.5302668116069768,1.0579262910079155
1.1201879763768399,0.0,0.0,4.0415719186195895,0.7720574299868863,0.5643570522944585,0.5643570522944585,1.1764015863002943
1.104674223494411,0.0,0.0,4.1055378236981275,0.7907877536601058,0.5988590920856017,0.5988590920856018,1.226735376744194
1.1384631900461988,0.0,0.0,3.930870775409455,0.6709885718200124,0.4944012524353249,0.49440125243532485,1.1658262823153274
1.0760125975019275,0.0,0.0,4.174292702233565,0.6560346542489545,0.5047291778549186,0.5047291778549186,1.1127921333919888
0.9743040504924928,0.0,0.0,4.143153283678299,0.7093682699020842,0.5497781861342846,0.5497781861342846,1.1673732776479162
1.0359154479276909,0.0,0.0,4.0407173008288835,0.6495842092175295,0.4928064125624377,0.4928064125624376,1.1290230512434338
0.9813103931821179,0.0,0.0,3.629425832422916,0.7105635157201012,0.5372300902468673,0.5372300902468673,1.194755659606664
0.974003295009216,0.0,0.0,3.7362491860889437,0.7075774373304962,0.5432703251123683,0.5432703251123684,1.192115966842521
1.0096424847456684,0.0,0.0,3.8717368694934797,0.710416766666974,0.5602879010347968,0.5602879010347966,1.1941777198889827
1.0738743081050879,0.0,0.0,3.7555278163786827,0.7184838832318967,0.5410923293564412,0.5410923293564412,1.2153709214111323
1.1289270692217381,0.0,0.0,4.0979788172845915,0.7173984390583746,0.5100837716442819,0.5100837716442818,1.0748827437410828
1.043421718600425,0.0,0.0,4.251325321683148,0.7165123199043959,0.5724604369125341,0.5724604369125342,1.230050460681601
1.1127660304278506,0.0,0.0,4.257466640081301,0.663271590247839,0.4981652037207908,0.4981652037207908,1.0824448844386323
1.0738863150494706,0.0,0.0,3.5722344640490995,0.7642279458622315,0.5445780251821473,0.5445780251821474,1.1101331958347251
1.132383635062113,0.0,0.0,4.241357313877155,0.7319546600221623,0.5582314265167959,0.5582314265167959,1.0984497382344798
0.9719855012647532,0.0,0.0,4.206281491255313,0.7686062691720297,0.6211784319295043,0.6211784319295042,1.2129816705901173
0.961069499458091,0.0,0.0,4.374466831601192,0.7534946877830242,0.559573784606074,0.5595737846060739,1.0924166214877662
0.9980926449275078,0.0,0.0,3.9011653349135806,0.8162800368044165,0.5997112950327935,0.5997112950327933,1.1316545268559302
1.0229095773108143,0.0,0.0,4.0403315892423075,0.7948286947643697,0.548154194154918,0.548154194154918,1.0695445786519826
1.1631624112164514,0.0,0.0,3.713595084863872,0.7425812543972121,0.4946351802588212,0.4946351802588212,0.9957925862917398
1.0399386831451531,0.0,0.0,4.015009552136737,0.7321868212768761,0.478003445093416,0.4780034450934161,0.9965496292317976
1.0704909536098408,0.0,0.0,4.203770012228297,0.6753952524877922,0.40531436901194307,0.4053143690119432,0.9157147205425452
1.006788971059878,0.0,0.0,4.171015903346682,0.6567052669528379,0.3853151509839523,0.3853151509839523,0.9590273628862083
1.0111302424768414,0.0,0.0,3.965188347343169,0.7039133256303213,0.41667330765718896,0.4166733076571889,0.9671271489698172
1.0266204013024078,0.0,0.0,4.034772194071666,0.7546122424837405,0.422220210093275,0.422220210093275,0.97488615981038
0.9876531486099968,0.0,0.0,4.14061369189576,0.7026256651664138,0.3854473876199801,0.3854473876199802,0.9627558308431062
1.0101588562335013,0.0,0.0,3.9872383204183612,0.7573405648111761,0.43670174886276764,0.43670174886276764,0.9901589895807119
1.0399124013659797,0.0,0.0,4.288620480883948,0.7754989667836831,0.4291857435538204,0.4291857435538204,1.0105517724938096
0.9436423149243286,0.0,0.0,3.992127492807668,0.6897703041878491,0.3508533840788586,0.35085338407885863,0.93794659657071
1.0540938535839197,0.0,0.0,3.8794986900542257,0.6481575793494667,0.3141952071819202,0.3141952071819202,0.9582206229316492
1.22765494797537,0.0,0.0,3.9344085626004346,0.6990449419537174,0.3901393161814791,0.3901393161814791,0.9886622231205757
1.2107711336865865,0.0,0.0,3.924555763923946,0.7006979557634134,0.41043753025294394,0.41043753025294394,1.035821987910884
1.1024699659767294,0.0,0.0,4.446648946074102,0.6858595916745026,0.38060861379641864,0.3806086137964187,0.9987021803038981
0.9328253430969063,0.0,0.0,4.155365917538974,0.7936340232817252,0.4894447786925107,0.4894447786925107,1.1276162033552477
0.9850692527953672,0.0,0.0,4.114854389173403,0.829886531445732,0.4732663951944809,0.4732663951944809,1.104280361928289
1.0750057702132227,0.0,0.0,4.475100982380532,0.8164740139219184,0.44951814323421946,0.44951814323421957,1.1227151258321073
1.0948420586661143,0.0,0.0,3.8447853195862507,0.7672350158588663,0.48966282344090384,0.4896628234409039,1.1774132314208152
1.0674401911574056,0.0,0.0,3.7712668623195023,0.7369647491934952,0.43176807606025214,0.43176807606025225,1.142896035210467
1.1271225320527996,0.0,0.0,3.3877989286259838,0.7132306866540042,0.48130466967566093,0.4813046696756609,1.2602626477921286
1.014946427582158,0.0,0.0,3.8808853097851497,0.7765783809705846,0.4865811017004833,0.48658110170048324,1.28119648930385
1.0275767844539947,0.0,0.0,3.7033001844150015,0.7731670093568691,0.5144003808605313,0.5144003808605313,1.2999945245629552
1.0343857121772089,0.0,0.0,4.121447508734976,0.7848655576438578,0.4899513359572647,0.48995133595726476,1.2285476608716628
1.0559339756311612,0.0,0.0,3.839686409685117,0.8632284296931442,0.5218675115912067,0.5218675115912067,1.2873661202633877
0.9969752039645838,0.0,0.0,4.053349728737791,0.8724044820066138,0.4794553813116398,0.47945538131163984,1.3099209522656734
0.9602061813531874,0.0,0.0,3.8141358345121548,0.9134487676189798,0.5509819805043893,0.5509819805043892,1.453650403416868
1.005760202150203,0.0,0.0,3.6475357393400842,0.8207195415032346,0.5172916589864882,0.5172916589864883,1.4320666589718183
1.1428322750126128,0.0,0.0,3.6658154049820166,0.8281356313109814,0.5225090233170214,0.5225090233170213,1.282051310578017
1.1631878663967872,0.0,0.0,3.4506843524616166,0.8295605054571888,0.5451918277773968,0.5451918277773968,1.4220511043003636
1.049652674846301,0.0,0.0,3.6643140943220285,0.7828477465234656,0.5142778534401956,0.5142778534401956,1.4001343639834822
1.1631849078750562,0.0,0.0,3.991284265254,0.7368335160070572,0.4952164198562552,0.4952164198562552,1.2752577811577837
1.1787005300069797,0.0,0.0,4.108134011878611,0.6894979656211965,0.494048686549749,0.494048686549749,1.283904738543109
1.0567885709487477,0.0,0.0,3.8024944856497918,0.7259240580668298,0.5303127335821418,0.5303127335821418,1.257475942560707
1.0759500069754928,0.0,0.0,3.780783082010848,0.7026880993148634,0.4463003225245251,0.44630032252452506,1.131919531614568
1.1160148083030035,0.0,0.0,3.5359848423653335,0.6787534233488736,0.41415812925942086,0.4141581292594209,1.1596124520510964
1.1364503299133426,0.0,0.0,3.5766626120691556,0.7166137742679177,0.4723192207222653,0.4723192207222653,1.2360363784194444
1.1628960867957916,0.0,0.0,3.5895200196818795,0.7342903846499815,0.47494131617266727,0.4749413161726674,1.2354636247907849
1.1041499452886685,0.0,0.0,3.72346447866426,0.6861999141908797,0.47065403604415623,0.4706540360441563,1.2314094411976217
1.0535282843687808,0.0,0.0,3.3583091510977288,0.674515281257958,0.45151770364286636,0.45151770364286636,1.2111610923562646
1.0422458733007074,0.0,0.0,3.83863663143043,0.6415205485683257,0.41214012083928303,0.4121401208392831,1.1348931125058963
1.1529200622804812,0.0,0.0,4.346044012764396,0.6128247684103089,0.41527420155354205,0.4152742015535421,1.14412770668131
1.1093008277186256,0.0,0.0,4.009492537641712,0.6226282959488486,0.4217686794381975,0.42176867943819757,1.2087538062970953
1.1073303799113299,0.0,0.0,4.021785473512185,0.7158549626235217,0.5139268516776851,0.5139268516776851,1.2769173838221042
1.157930556608083,0.0,0.0,3.816904271210524,0.6642891281273595,0.47518459402031393,0.47518459402031393,1.2972174072622
1.0722501736394012,0.0,0.0,3.576471300210172,0.6237581778420188,0.41752632470790396,0.41752632470790396,1.2696994159009205
1.2209466401008855,0.0,0.0,3.563075975690446,0.631032205853093,0.44472857772729846,0.44472857772729846,1.3358734076801297
1.1750987140863611,0.0,0.0,3.8083616312303947,0.5881901355870258,0.45378084944849256,0.45378084944849256,1.3868078119902563
1.1472372459635312,0.0,0.0,3.45920198026623,0.6612468645257841,0.49229171300189395,0.4922917130018939,1.4246479937109344
