time,state_mean_1,state_mean_2,state_variance_1,state_variance_2
0.0,0.0,0.0,100.0,100.0
1.0,5.1768618345455115,2.562802888388867,2.9560975609756097,52.21951219512194
2.0,0.12376632470360072,-4.239645116848509,2.8573747680890538,7.550015460729751
3.0,5.319092870515988,1.2032104921597169,2.5612271048466124,3.574606165674231
4.0,5.203479852340365,0.6024585969053642,2.361288987005179,2.7632209590374006
5.0,8.713708561845287,1.8058616113713555,2.2668468640061317,2.562749824560005
6.0,11.663952494582752,2.2660518088477004,2.231156983305953,2.515729700605875
7.0,12.045615003163736,1.5130863612394907,2.220192911468197,2.5064696552527916
8.0,7.727143139111549,-0.8148954209119146,2.217456268625562,2.5051069030238082
9.0,8.088270431596712,-0.3454382940486747,2.216914528532084,2.5049936413448712
10.0,6.825153538960313,-0.711777547657053,2.2168363292585953,2.5049926463493137
11.0,-1.5586565977242293,-3.774495982692951,2.216830184026773,2.5049876300631024
12.0,-2.746896993937825,-2.7420480969075447,2.216830139130547,2.5049824177559907
13.0,-7.547628909794113,-3.5638855941156247,2.2168297961286823,2.5049797765024486
14.0,-9.483836017771432,-2.914108025667142,2.216829464101016,2.504978826437307
15.0,-18.094900062984678,-5.188361607975941,2.216829300297078,2.5049785585563082
16.0,-23.519634451328024,-5.28272281048886,2.2168292423484552,2.5049784982147942
17.0,-33.51034705998171,-7.162175997960093,2.2168292262324973,2.504978487759111
18.0,-37.267049980259856,-5.802694032102296,2.216829222654017,2.5049784865539015
19.0,-44.41979999419274,-6.341643164421314,2.216829222045673,2.504978486505044
20.0,-48.51133355043091,-5.443388101417989,2.2168292219779913,2.5049784864976834
21.0,-55.38225055890807,-6.013264814843939,2.216829221975586,2.5049784864798674
22.0,-64.24463650545961,-7.1506482882411415,2.216829221975024,2.5049784864683136
23.0,-70.78264320432925,-6.906078687071592,2.216829221973864,2.504978486463542
24.0,-72.87768818921167,-4.985489856392073,2.21682922197314,2.5049784864620452
25.0,-72.66485477975105,-2.910293085662153,2.216829221972847,2.504978486461671
26.0,-73.40828919922163,-2.0452722170588515,2.2168292219727563,2.5049784864615967
27.0,-75.77845721890618,-2.174972254157627,2.216829221972734,2.504978486461586
28.0,-77.42331568483858,-1.9633481659308105,2.2168292219727297,2.504978486461585
29.0,-79.15422919757306,-1.870559084326895,2.216829221972729,2.504978486461585
30.0,-78.05712638390304,-0.685853541330838,2.216829221972729,2.504978486461585
31.0,-72.28259324905693,1.8931652850154872,2.216829221972729,2.504978486461585
32.0,-66.99156194941199,3.2496104732650375,2.216829221972729,2.504978486461585
33.0,-62.68285754085529,3.6724060944712273,2.216829221972729,2.504978486461585
34.0,-57.767483909479274,4.168604981456697,2.216829221972729,2.504978486461585
35.0,-54.45119474289584,3.8283562250383545,2.216829221972729,2.504978486461585
36.0,-54.28280304009586,2.3672799954343757,2.216829221972729,2.504978486461585
37.0,-51.580219228540486,2.5011349638235982,2.216829221972729,2.504978486461585
38.0,-47.37148599365783,3.182816774780439,2.216829221972729,2.504978486461585
39.0,-40.668663238155155,4.588020851281081,2.216829221972729,2.504978486461585
40.0,-37.86131945056294,3.877165619065429,2.216829221972729,2.504978486461585
41.0,-35.89773013693607,3.1132563416881247,2.216829221972729,2.504978486461585
42.0,-31.02219491897179,3.816766925032683,2.216829221972729,2.504978486461585
43.0,-28.141664369426493,3.443016659093325,2.216829221972729,2.504978486461585
44.0,-26.354147218969295,2.7821329359063016,2.216829221972729,2.504978486461585
45.0,-24.4812707244046,2.4191531952595158,2.216829221972729,2.504978486461585
46.0,-21.032386723628708,2.830226907501622,2.216829221972729,2.504978486461585
47.0,-23.556605654134163,0.6927052214090144,2.216829221972729,2.504978486461585
48.0,-24.57254648099196,0.010605132525470906,2.216829221972729,2.504978486461585
49.0,-22.975208530984244,0.6440368470323649,2.216829221972729,2.504978486461585
50.0,-20.470197291490557,1.3869471764101027,2.216829221972729,2.504978486461585
51.0,-19.827816232663288,1.0897126406219038,2.216829221972729,2.504978486461585
52.0,-21.31302448431096,0.06179128074356477,2.216829221972729,2.504978486461585
53.0,-22.68929327129521,-0.5122895249399806,2.216829221972729,2.504978486461585
54.0,-20.83673789910842,0.4317684419878063,2.216829221972729,2.504978486461585
55.0,-17.70462196945931,1.5097607290495956,2.216829221972729,2.504978486461585
56.0,-14.710977556126949,2.1021345527381294,2.216829221972729,2.504978486461585
57.0,-13.214555328388755,1.8603311487274488,2.216829221972729,2.504978486461585
58.0,-7.308802146403847,3.475283953760051,2.216829221972729,2.504978486461585
59.0,-2.1502920698955617,4.147236280634475,2.216829221972729,2.504978486461585
60.0,-1.6502126592019417,2.6912729301896348,2.216829221972729,2.504978486461585
61.0,-0.5010989767993483,2.0756352086994903,2.216829221972729,2.504978486461585
62.0,5.2820530937435795,3.55569457123737,2.216829221972729,2.504978486461585
63.0,10.872310416441913,4.3679022458569206,2.216829221972729,2.504978486461585
64.0,17.549582694531875,5.289814367942707,2.216829221972729,2.504978486461585
65.0,25.542591039963096,6.368942988047912,2.216829221972729,2.504978486461585
66.0,32.87285562037765,6.752707398625567,2.216829221972729,2.504978486461585
67.0,38.3538294301823,6.24502495915787,2.216829221972729,2.504978486461585
68.0,43.633360476913566,5.85959493744522,2.216829221972729,2.504978486461585
69.0,52.50041592235137,7.060188285550487,2.216829221972729,2.504978486461585
70.0,63.65592879945732,8.695062442629705,2.216829221972729,2.504978486461585
71.0,73.54103986647878,9.170135833807915,2.216829221972729,2.504978486461585
72.0,78.17697290608521,7.360059292748955,2.216829221972729,2.504978486461585
73.0,85.30244001085019,7.26640891241561,2.216829221972729,2.504978486461585
74.0,94.46090079691334,8.021725528455756,2.216829221972729,2.504978486461585
75.0,103.112983025647,8.273367090922148,2.216829221972729,2.504978486461585
76.0,111.78482440374417,8.432440028805095,2.216829221972729,2.504978486461585
77.0,120.16108640340966,8.410013477262547,2.216829221972729,2.504978486461585
78.0,133.5188983895963,10.38519950607078,2.216829221972729,2.504978486461585
79.0,140.4970131837453,9.025074167535646,2.216829221972729,2.504978486461585
80.0,149.3312269133239,8.94888172157709,2.216829221972729,2.504978486461585
81.0,157.5050904910168,8.6394905838596,2.216829221972729,2.504978486461585
82.0,162.54496698472005,7.202506550020242,2.216829221972729,2.504978486461585
83.0,168.10185595657202,6.545567743135402,2.216829221972729,2.504978486461585
84.0,173.11180749737017,5.932542038269417,2.216829221972729,2.504978486461585
85.0,179.08067367397751,5.947042816832685,2.216829221972729,2.504978486461585
86.0,185.34956392794788,6.075525931109769,2.216829221972729,2.504978486461585
87.0,196.2132670847822,7.9869903415239545,2.216829221972729,2.504978486461585
88.0,209.3109920696157,10.027221293977666,2.216829221972729,2.504978486461585
89.0,218.42229836049128,9.661583422014994,2.216829221972729,2.504978486461585
90.0,234.53300693064412,12.236106589775847,2.216829221972729,2.504978486461585
91.0,242.72875839505286,10.623176519835672,2.216829221972729,2.504978486461585
92.0,254.67198013974874,11.15014520718948,2.216829221972729,2.504978486461585
93.0,263.33123681047056,10.155769986032915,2.216829221972729,2.504978486461585
94.0,269.42717377433183,8.5350642418066,2.216829221972729,2.504978486461585
95.0,276.19650235969834,7.830173694449326,2.216829221972729,2.504978486461585
96.0,286.626598993758,8.868075997268258,2.216829221972729,2.504978486461585
97.0,295.6292066332982,8.92178170492166,2.216829221972729,2.504978486461585
98.0,303.8466425779501,8.64060333789117,2.216829221972729,2.504978486461585
99.0,314.50560784273017,9.446343561927971,2.216829221972729,2.504978486461585
100.0,327.79280423533345,10.97963131327339,2.216829221972729,2.504978486461585
101.0,335.4891567350909,9.668929911540502,2.216829221972729,2.504978486461585
102.0,344.63458267103096,9.45994449372964,2.216829221972729,2.504978486461585
103.0,351.3982370800336,8.383571942308784,2.216829221972729,2.504978486461585
104.0,355.5909254556576,6.71055016214786,2.216829221972729,2.504978486461585
105.0,362.05768052158896,6.61322593460095,2.216829221972729,2.504978486461585
106.0,370.87649896731335,7.493709548749249,2.216829221972729,2.504978486461585
