V,W1,W2
3.074214170981054,1.883146298072971,1.008501900654913
3.1377093031382652,1.7794733574241324,1.0859775641984573
3.110772669689222,1.8406165442328783,1.0991098585084917
3.1555456362711225,1.982623637401162,1.1051877634310554
3.076731989818361,2.1393237613838987,1.1132508413761164
3.098823200299266,2.038616629052907,1.1497703392983756
3.037316461966666,1.9443964935430575,1.126311884851631
2.9738089080852554,1.9167007633924686,1.1183383707772625
2.923024400780137,1.9072534409349924,1.097971902901707
3.210544158791309,1.8369634516587006,0.9758345669119368
3.208805054535271,2.1332474374432615,1.0194270375799996
2.9117393270444922,2.1758693360802885,0.9567676723098305
2.7697114816127413,2.2988302752832737,1.0213786090401145
2.8002073285987787,2.695110736285226,1.05687242252973
2.8432319195769513,2.3611242040006855,1.0552840375667778
2.874937383498375,2.5420959957387796,1.0267971477577298
2.9254447087765687,2.3875173109125223,1.0338240506477074
2.78348443581146,2.6455712846487005,1.0082097590940282
2.9999105314851633,2.627829130968044,1.0038757379056285
2.8415370381893337,2.4632796961308556,0.9281669743751327
2.8232701723709215,2.7057053947576,0.8501483777322918
3.412760136416889,2.5800121231046,0.8417519960041109
3.0824490313523083,2.725673926791742,0.8826302811499848
2.915038859959888,2.778790926707143,0.7990408338189905
2.627231992961982,2.754208704828077,0.8051326371328046
2.6013799932880692,2.641680707836534,0.8747042258922696
2.703567416702163,2.4691943583490423,0.9227591352158708
2.746561939001538,2.636592069042825,1.006743568659895
2.784472239322671,2.7508110132505714,1.026061877170806
2.7756913246244457,2.6348014452347392,0.9838955641404652
2.782596964894956,2.48909996110544,0.9462720872515172
2.871475390185195,2.411159019302478,0.9233639292712642
2.91027028560779,2.623316408903692,0.890259355519689
3.1475192714116935,2.6750263814080273,0.8918803759333885
2.928884482052675,2.415656365001126,0.9567405534022202
2.803733211599759,2.593134585561419,1.0378721570280331
2.9177120343374083,2.5558941451929496,1.0633529757644784
2.726045513119174,2.3612733484219253,1.0595223120915744
2.7346700761547185,2.3505958614439266,0.9626160627906993
