V,W,m0,c0
3.165609926646201,1.299509182902348,0.0,1.0
3.478779790656276,0.8595457140273014,0.0,1.0
3.3516656094793777,0.8618350153941636,0.0,1.0
3.2610437507913104,0.613413829560127,0.0,1.0
3.7382017431757744,0.6663841658209724,0.0,1.0
3.5845287796251775,0.9795582159909586,0.0,1.0
2.9810680250211883,1.0154579833466746,0.0,1.0
2.9346850671366176,0.7320053117551939,0.0,1.0
3.3174758303339718,1.327451831534996,0.0,1.0
3.414222328282428,0.9795951400461316,0.0,1.0
3.516711032175273,0.8831500286121841,0.0,1.0
3.6818907966158188,1.1316832235532566,0.0,1.0
3.1705942179009714,1.294371372590855,0.0,1.0
2.6947097599261696,1.787000804580588,0.0,1.0
3.0639425053732507,1.9047006828162178,0.0,1.0
3.0150752468647446,1.710690447688515,0.0,1.0
2.869415798014276,1.9404225668912052,0.0,1.0
1.97740740381501,1.7817478385313381,0.0,1.0
2.1427383292219715,1.327896460886292,0.0,1.0
2.13070739407275,1.3859782244143175,0.0,1.0
3.175153415545731,1.4652173984707828,0.0,1.0
3.939456095690886,1.3299435370839532,0.0,1.0
2.630020914371857,1.5756528068114841,0.0,1.0
4.015190511021203,1.2666417127928604,0.0,1.0
3.3214677238933734,1.2223620083931586,0.0,1.0
2.4620946254549385,1.1118925272532998,0.0,1.0
3.8716195273662373,1.0818152227308333,0.0,1.0
3.6344025262064834,1.2330743451664874,0.0,1.0
3.7706122640515205,0.9617231578589298,0.0,1.0
2.9096519501008102,1.3042793428227677,0.0,1.0
3.717523376626932,0.915849860928561,0.0,1.0
3.684143914933491,0.8359911193624453,0.0,1.0
4.035103442228787,0.795492634735175,0.0,1.0
2.8216020179691665,0.7484293558999119,0.0,1.0
3.134576341393782,0.6761974224905046,0.0,1.0
3.027716618401739,1.202644046108714,0.0,1.0
2.6590209694356184,1.2132621269743578,0.0,1.0
2.9538326182191477,1.0797499941691517,0.0,1.0
2.3587125561681406,0.9199664354288304,0.0,1.0
2.857631927845342,0.7838290984240824,0.0,1.0
2.8646330079486524,0.9396029806398138,0.0,1.0
3.0461513321272187,0.8351561155992999,0.0,1.0
2.799735385863805,0.8651269666849376,0.0,1.0
3.10408789345857,0.7399427839681996,0.0,1.0
2.9291096140653816,0.9355921740232154,0.0,1.0
2.7195509371945854,0.594545464466492,0.0,1.0
3.008395672690171,0.5347812986015636,0.0,1.0
3.3329819698375998,0.8522345148067728,0.0,1.0
3.3583512032466736,0.7442830168066591,0.0,1.0
3.4992775227030934,0.7738712677897459,0.0,1.0
3.242750624587754,0.8011437215391609,0.0,1.0
3.8690136098221033,0.7701346557321684,0.0,1.0
4.573731156151063,0.6395750508803922,0.0,1.0
3.0265569263325487,0.5946723734362196,0.0,1.0
2.274198679492264,0.6235530283679194,0.0,1.0
2.819278954399467,0.6408520039673418,0.0,1.0
2.9208914361755265,0.6679609189984319,0.0,1.0
3.7828585977170577,0.6675066858525422,0.0,1.0
3.6296185262276857,0.7830992382572495,0.0,1.0
3.393310194608758,0.8708524110453916,0.0,1.0
3.9780817242047486,0.7201590936516469,0.0,1.0
3.7145241805605824,0.669902837235728,0.0,1.0
3.0690635872434866,0.6386679387059871,0.0,1.0
2.664266177667467,0.7699273671429456,0.0,1.0
3.9607151867379735,0.9317729179709197,0.0,1.0
4.146457582839455,0.9144015629552833,0.0,1.0
3.82184125606845,0.7190889509913181,0.0,1.0
3.5376746679624063,0.7781267848980539,0.0,1.0
3.7783810745037694,0.9151797238019473,0.0,1.0
2.7928827960612486,1.2679847375917306,0.0,1.0
3.1552954747482573,1.1385345569476144,0.0,1.0
2.691795931815007,1.032270811766006,0.0,1.0
3.266752644312788,1.0038615098475443,0.0,1.0
3.3500705392096988,0.7861417904588818,0.0,1.0
3.5600333238876973,0.768942750464863,0.0,1.0
3.296153204090798,0.7796049812913349,0.0,1.0
3.117681640188664,0.8095015358218834,0.0,1.0
2.813871605476606,0.7247247976794199,0.0,1.0
3.387028810417067,0.6528677457543427,0.0,1.0
3.100838262599687,0.6738150164294945,0.0,1.0
3.1087534604730176,0.7854964288216056,0.0,1.0
2.9431198827838685,0.8239155496990768,0.0,1.0
3.5064889903156717,1.1786414637365588,0.0,1.0
2.4895634427105304,0.9918689073428724,0.0,1.0
2.476256119560494,0.9919743279334429,0.0,1.0
2.506261761615443,1.4471416862664659,0.0,1.0
2.600193932263187,1.1580190978455223,0.0,1.0
3.050701630628414,1.0889024279252173,0.0,1.0
2.8437104859907936,0.8671146689546902,0.0,1.0
2.8761897681788167,0.759244969350253,0.0,1.0
3.1217948752203406,0.8228696262712115,0.0,1.0
3.244788745538136,0.7853253361098615,0.0,1.0
3.4764627711044422,0.8912439134606484,0.0,1.0
2.8205555130465854,0.8485505814404585,0.0,1.0
2.738291433765272,0.7893541784162484,0.0,1.0
2.90118685155982,0.793772925656919,0.0,1.0
2.873980173466171,0.8560344991353616,0.0,1.0
3.715236948077123,0.7961532633132099,0.0,1.0
3.7972963898556524,0.7202055952720509,0.0,1.0
2.5411655041963455,0.8270350752360003,0.0,1.0
2.948779699061926,0.7011973430509358,0.0,1.0
3.3563511208100554,0.7892898133162617,0.0,1.0
3.6072740500584755,0.7665823252756969,0.0,1.0
3.172575581885724,0.6691707150586546,0.0,1.0
2.671894280943589,0.6896916442376321,0.0,1.0
3.1580254313524363,0.9344897228665368,0.0,1.0
3.1830696493234965,1.0685493563146187,0.0,1.0
2.8832368215506725,1.0023381942241536,0.0,1.0
2.969251235829171,1.2168280539035095,0.0,1.0
3.219077394062582,0.9738964788501372,0.0,1.0
3.1488084996040198,0.7645814453725426,0.0,1.0
3.108202950253292,0.894804742832807,0.0,1.0
3.2134024291070338,0.9494711883909783,0.0,1.0
2.630102007873929,1.2040359400478589,0.0,1.0
2.855549427508578,0.8405044168856717,0.0,1.0
3.39065423071293,0.8485122336326237,0.0,1.0
3.0896851423788942,0.7669566678862237,0.0,1.0
2.719790640108239,0.8191263737474418,0.0,1.0
2.4599876746517646,1.206431387888796,0.0,1.0
2.2649172534598163,1.107681542597741,0.0,1.0
2.8334603957961546,1.2300855432545739,0.0,1.0
3.564404488419744,1.3356142630027021,0.0,1.0
3.6720210481215485,1.8688671950813716,0.0,1.0
2.975143866052855,1.5914533574861467,0.0,1.0
3.5508584821851894,1.2421219557180612,0.0,1.0
3.5206220713134826,1.1633171526385617,0.0,1.0
2.802326186437605,1.5974723489086058,0.0,1.0
2.7698820103388413,1.2964450424805876,0.0,1.0
3.355814241512643,0.8389809896400884,0.0,1.0
3.105425954789182,1.1521342105105479,0.0,1.0
3.3648175016992363,1.1026922228728997,0.0,1.0
3.248221156320721,1.092814965501081,0.0,1.0
3.504630726400195,0.9873268273393693,0.0,1.0
4.096909554116131,1.0989070727123256,0.0,1.0
3.7002917118298977,0.8254171767453738,0.0,1.0
3.159181100720255,0.5660171871924259,0.0,1.0
3.8942655189379636,0.6523446977223809,0.0,1.0
4.158546243274559,0.7186209596952599,0.0,1.0
3.2876327146364828,0.6467941286531467,0.0,1.0
2.816001804468082,0.9329220826775788,0.0,1.0
3.3369252899438058,1.228726370238608,0.0,1.0
4.2133027905769875,1.1747520772443616,0.0,1.0
3.6873605150255626,0.8927807767287319,0.0,1.0
3.617660132739424,1.1487252543636757,0.0,1.0
2.924932344575661,0.8807114343339609,0.0,1.0
2.4777110736871357,0.9257656738670708,0.0,1.0
3.144069130193146,0.9679029825020964,0.0,1.0
2.5973312022574704,1.0567176916161405,0.0,1.0
2.7989113765235505,0.9530564989694658,0.0,1.0
3.618295834138743,0.8780837466156408,0.0,1.0
3.452435614882821,1.0457176721330574,0.0,1.0
3.0832942122521843,1.2398617307110507,0.0,1.0
3.2936024947984457,1.4088873197234018,0.0,1.0
3.5960737423173668,1.477574368764177,0.0,1.0
3.2242750141570236,1.20451987822205,0.0,1.0
3.9410560367926766,0.8589511490973397,0.0,1.0
3.1153974934866056,0.8456410481308482,0.0,1.0
2.9633731982215457,1.031849218963846,0.0,1.0
3.542889105256416,1.082878734608809,0.0,1.0
