time,state_mean,state_variance,one_step_forecast,one_step_variance
0,0.0,1.0,,
1,0.07030124731963623,1.2000000000000002,0.0,5.0
2,-0.2855811518987167,1.2692307692307692,0.07030124731963623,5.2
3,0.799005488600438,1.2919708029197077,-0.2855811518987167,5.269230769230769
4,-0.1346493571702876,1.2993103448275862,0.799005488600438,5.291970802919708
5,2.9386986949507983,1.301665799062988,-0.1346493571702876,5.299310344827586
6,2.5745236050208824,1.3024203446413671,2.9386986949507983,5.301665799062988
7,2.4021559604869247,1.3026619138002873,2.5745236050208824,5.302420344641368
8,4.517941065940256,1.3027392380839302,2.4021559604869247,5.3026619138002875
9,4.7462776100959045,1.302763987457165,4.517941065940256,5.30273923808393
10,5.458432141784369,1.3027719088973124,4.7462776100959045,5.3027639874571655
11,4.112228389545618,1.3027744442676754,5.458432141784369,5.302771908897313
12,3.7495151496821633,1.3027752557476695,4.112228389545618,5.302774444267675
13,3.974135767315675,1.3027755154727871,3.7495151496821633,5.30277525574767
14,4.524280155325971,1.302775598601297,3.974135767315675,5.302775515472787
15,3.869107664279574,1.3027756252076907,4.524280155325971,5.302775598601297
16,3.4971895476311574,1.3027756337234233,3.869107664279574,5.3027756252076905
17,1.8601392289557466,1.3027756364489977,3.4971895476311574,5.3027756337234235
18,2.703585439096824,1.3027756373213542,1.8601392289557466,5.302775636448998
19,0.03472294482756633,1.3027756376005635,2.703585439096824,5.302775637321354
20,-0.46485067350207954,1.3027756376899284,0.03472294482756633,5.302775637600563
21,-1.1200842538721605,1.3027756377185309,-0.46485067350207954,5.302775637689928
22,-0.6993474506914626,1.3027756377276853,-1.1200842538721605,5.302775637718531
23,-1.5341995254464433,1.3027756377306154,-0.6993474506914626,5.302775637727685
24,-0.11266011569181966,1.3027756377315534,-1.5341995254464433,5.302775637730615
25,-0.04581042436324427,1.3027756377318531,-0.11266011569181966,5.302775637731553
26,-1.0599729535845595,1.3027756377319493,-0.04581042436324427,5.302775637731854
27,0.3951710720956507,1.3027756377319801,-1.0599729535845595,5.3027756377319495
