V,W1,W2
0.20763624491630955,0.3122392230855832,0.22752646396217407
0.26134611491335097,0.2672212245188016,0.23661965452514178
0.20639145610416748,0.2724507573103339,0.23131056833764826
0.237270682564941,0.28289733257935473,0.24263749135742863
0.23396948362635145,0.22955350515119224,0.20862724535743427
0.26033078763000067,0.2808787716238737,0.2562161028218407
0.1981053193363177,0.23318962977017027,0.20357885540806067
0.2189182804567795,0.246511086210672,0.20975991434042568
0.23792512740502086,0.18014110922625096,0.21826129064308206
0.21249835776553622,0.2644351125348918,0.25247995550674945
0.16907776234789038,0.25148115588467695,0.19554625483873742
0.23978497395597256,0.21242000836380226,0.22276731353310683
0.23526836524076575,0.21269376957013017,0.18488946104580814
0.24500377768811704,0.1987824891055277,0.22195360592642524
0.3041260934824394,0.27006693334653914,0.23943328038632786
0.18620517413382817,0.23294479472819343,0.27678323133509214
0.22015432989786174,0.2358366449082521,0.2255395660946928
0.20520662974789233,0.27215241406224994,0.25314978617235945
0.19032803498125409,0.2557055714526781,0.21042150945153087
0.18678166730496695,0.2276938442272668,0.1978505930562116
0.18169221553127293,0.20569728720217598,0.2074801499612015
0.21413775141327582,0.24100150132103543,0.2501214633322301
0.23007121260927535,0.23879638478602933,0.23168450231586632
0.2711542610319624,0.22344741598574744,0.24487098714831412
0.24129341297948073,0.23436858564306112,0.2355353818355136
0.18773418822518492,0.24817271519707587,0.242582497186531
0.2070212281912971,0.21197563519687618,0.21625556817960648
0.20083201027424935,0.23104815786674365,0.33710957822040116
0.23298486427854076,0.22417681360398647,0.3868981713447948
0.23327618551713095,0.24543951542413966,0.23124958015175728
0.23791594326951584,0.2632051821516056,0.2532550439173235
0.23395218712919472,0.27156802542626207,0.25759196866146944
0.2535493267586884,0.31467353910668255,0.2525592645827291
0.267516657339164,0.24987145228538052,0.2161017526168837
0.2307906010916892,0.2770380157138563,0.2170308742359295
0.2624124962063582,0.2828759633569285,0.29534599540152684
0.2585796701345427,0.2289296597970068,0.22464395556591227
0.2272918608899428,0.292785634616187,0.2670451511454337
0.2238927674000111,0.33740357782901886,0.21922849983825188
0.19660963781613175,0.19581382743018988,0.2739603302997655
0.2644736336431181,0.24554414726326135,0.31836361840673677
0.18912270814474932,0.2466487692922327,0.2836779242602963
0.2320774831257159,0.23836249852039215,0.26250508089807817
0.20248214019334165,0.25493767957622515,0.22581199230922686
0.19353379859183956,0.25229599899961597,0.22831510751183032
0.25718608999776804,0.21712111317509597,0.2410121026160931
0.31347674495370637,0.2049563411854037,0.2339351496724179
0.23368209050076216,0.2754076556816467,0.22053168382677205
0.21069229067318748,0.31379523037625257,0.19863857796299403
0.2195642064037692,0.2284552096983706,0.24282421427361847
0.21987233254755925,0.20698381140472152,0.20787486189768578
0.19191307187932383,0.2047994820715972,0.18530436624836152
0.20092733256289724,0.16952488737952878,0.21773193180125075
0.1787355190765344,0.19876268455606813,0.2769128982758451
0.2522461713320067,0.1861411288838084,0.2938165275721435
0.2245045262672141,0.2082306601179187,0.22069274909085254
0.22546463754515594,0.2728199832577168,0.19859598074916962
0.2768099236550142,0.23332734911630543,0.20126391691890735
0.21650563560821773,0.253937564644881,0.19642634614297622
0.16871490258852137,0.24542220116448352,0.2346958863745045
0.21768071146850174,0.26939430579110535,0.2147068668808444
0.22672346673335642,0.2485417704642192,0.21068400005299348
0.26632916466001816,0.2201121354565441,0.29483111011186847
0.2591902275858438,0.22280770175586806,0.25056436941968596
0.22226242994955872,0.2533305916755869,0.34759531370013
0.25004156418941176,0.2200479806608362,0.2831370503368131
0.28411736289472056,0.23034495767651636,0.22219810159199924
0.20213138033649464,0.1935295522616426,0.26595380976011956
