time,sampled_mean
130.0,-4.130060297050505
131.0,-2.7666323202515826
132.0,-6.722146765872173
133.0,-7.853857664758831
134.0,-6.2381570366303025
135.0,-9.049048020178045
136.0,-13.00829571769955
137.0,-11.848824806977568
138.0,-12.041263555006774
139.0,-11.492557747954802
140.0,-11.514317904880915
141.0,-10.815858895259911
142.0,-14.01067098666862
143.0,-12.685308144173186
144.0,-14.774926567607073
145.0,-14.618005588550668
146.0,-16.96794320675368
147.0,-14.444290754808607
148.0,-15.154751501616795
149.0,-14.77323899658808
150.0,-16.961945638044266
151.0,-19.459241205448123
152.0,-18.278582246104637
153.0,-14.931763299180508
154.0,-14.865596515641329
155.0,-14.98776889800671
156.0,-15.744775325998518
157.0,-16.374668034777528
158.0,-15.345658259660947
159.0,-17.913122650810696
160.0,-17.557186489297777
161.0,-18.552085948920954
162.0,-16.156888396509675
163.0,-16.307505160770685
164.0,-18.32256995480932
165.0,-19.31264163904447
166.0,-20.76643600629788
167.0,-22.241945615133197
168.0,-22.113141709254446
169.0,-22.601541338521198
170.0,-20.631234436532036
171.0,-19.75331474233063
172.0,-22.631217413580902
173.0,-22.399626768631716
174.0,-20.12413833675936
175.0,-20.185437486161685
176.0,-18.220881546749318
177.0,-18.53752795934422
178.0,-20.15053694243752
179.0,-18.31674893485656
180.0,-20.812574583845663
181.0,-19.64192106879991
182.0,-16.027764120266156
183.0,-16.970496435654738
184.0,-17.555073109750076
185.0,-16.91385412694539
186.0,-15.099067014858512
187.0,-14.696205910440769
188.0,-11.574759956470604
189.0,-8.121213603995047
190.0,-9.085656711262303
191.0,-9.196520170006705
192.0,-8.471025503209615
193.0,-11.750674604564978
194.0,-11.014063754012177
195.0,-11.32904887415994
196.0,-13.286976731433137
197.0,-11.665190301713633
198.0,-11.514672643557656
199.0,-11.396900663570829
200.0,-10.410289040942427
201.0,-10.28070998736017
202.0,-9.747753118911824
203.0,-10.55366575541613
204.0,-11.01122529875842
205.0,-12.390339911352815
206.0,-15.408494147217054
207.0,-15.75335971476855
208.0,-18.549252557971982
209.0,-18.278119197279036
210.0,-19.009445487915755
211.0,-22.10687610003406
212.0,-23.255996772083495
213.0,-19.349155573268558
214.0,-19.571518859306106
215.0,-18.127193218438656
216.0,-20.311664860691664
217.0,-24.39972463376764
218.0,-22.937828192107776
219.0,-24.18121382968099
220.0,-26.42468704380707
221.0,-26.07179582728262
222.0,-21.381240887781956
223.0,-22.845754646893642
224.0,-23.085242994160044
225.0,-21.849566642216555
226.0,-25.799282478984434
227.0,-24.670948646703437
228.0,-23.852777622641362
229.0,-22.002054434570333
230.0,-22.96740490827746
231.0,-23.3423073349428
232.0,-23.945010634876752
233.0,-22.917833997249605
234.0,-24.47245728457809
235.0,-22.983970550882322
236.0,-21.3946141989506
237.0,-23.654334822618758
238.0,-22.4504526874054
239.0,-22.16196840332249
240.0,-21.066272246756785
241.0,-21.99144284909928
242.0,-21.723152492660706
243.0,-23.010911635022545
244.0,-20.497579417436558
245.0,-20.27118494305623
246.0,-20.19106267312963
247.0,-17.92003151350351
248.0,-18.116727895388703
249.0,-16.46590217190569
250.0,-12.579374462493908
251.0,-12.942889576963918
252.0,-13.358485724563637
253.0,-12.451257279625992
254.0,-13.105674967137011
255.0,-12.939396887597928
256.0,-11.93743998583645
257.0,-12.302125954725824
258.0,-11.7796196626988
259.0,-15.435692230529098
260.0,-18.406928285197356
261.0,-17.764217564604966
262.0,-17.656825508287042
263.0,-15.646374785575498
264.0,-17.407453053018337
265.0,-20.741131092915328
266.0,-19.83556618012033
267.0,-22.53201501688059
268.0,-23.82509182591488
269.0,-25.846305913223038
270.0,-29.35428306933313
271.0,-29.466671558556403
272.0,-30.423105748457832
273.0,-30.171042025270925
274.0,-30.683234938903418
275.0,-31.69704852748351
276.0,-29.25652150727189
277.0,-31.71966763569457
278.0,-30.67700720425249
279.0,-30.40445099854333
280.0,-32.75199525171479
281.0,-33.90374974186129
282.0,-31.504474603865894
283.0,-30.690291038071155
284.0,-32.71862253561631
285.0,-32.41872767845144
286.0,-35.89695113508771
287.0,-35.19469281148029
288.0,-35.78676688156784
289.0,-35.4736286972793
290.0,-37.65512403230949
291.0,-36.03090395178549
292.0,-37.42024202947929
293.0,-34.021268737269516
294.0,-28.732839617591043
295.0,-30.367760602155858
296.0,-27.612879441479887
297.0,-28.281213047747062
298.0,-24.1269216146441
299.0,-27.434293952244094
300.0,-24.74395954532769
