time,state_mean,state_variance,one_step_forecast,one_step_variance
0.0,0.0,10.0
1.0,2.611862881640419,1.7333333333333334,0.0,15.0
2.0,3.1832939194426397,1.4059405940594059,2.611862881640419,6.733333333333333
3.0,3.1441396236803376,1.3755795981452859,3.1832939194426397,6.405940594059405
4.0,1.4509254366736903,1.3726060606060606,3.1441396236803376,6.375579598145286
5.0,0.4194020800291933,1.3723133107619736,1.4509254366736903,6.372606060606061
6.0,0.4734610924257317,1.3722844742670544,0.4194020800291933,6.372313310761974
7.0,-0.29843899445264394,1.3722816336663808,0.4734610924257317,6.372284474267055
8.0,-0.9165794568746519,1.3722813538455387,-0.29843899445264394,6.372281633666381
9.0,-2.9376423402481002,1.372281326281037,-0.9165794568746519,6.372281353845539
10.0,-6.034115087194344,1.3722813235657216,-2.9376423402481002,6.372281326281037
11.0,-6.2476888893801705,1.3722813232982423,-6.034115087194344,6.372281323565722
12.0,-5.907662155732945,1.3722813232718936,-6.2476888893801705,6.3722813232982425
13.0,-3.664998530460631,1.372281323269298,-5.907662155732945,6.372281323271894
14.0,-2.2015790977767917,1.3722813232690423,-3.664998530460631,6.3722813232692985
15.0,-1.4064188620196836,1.3722813232690172,-2.2015790977767917,6.372281323269043
16.0,0.4443431825987805,1.3722813232690145,-1.4064188620196836,6.372281323269017
17.0,-1.449582036147333,1.3722813232690143,0.4443431825987805,6.372281323269014
18.0,0.022022064118570883,1.3722813232690143,-1.449582036147333,6.372281323269014
19.0,2.7844737508723103,1.3722813232690143,0.022022064118570883,6.372281323269014
20.0,7.873703257611568,1.3722813232690143,2.7844737508723103,6.372281323269014
21.0,4.762330617523325,1.3722813232690143,7.873703257611568,6.372281323269014
22.0,6.4013243689822605,1.3722813232690143,4.762330617523325,6.372281323269014
23.0,11.939028919422318,1.3722813232690143,6.4013243689822605,6.372281323269014
24.0,12.96728460272018,1.3722813232690143,11.939028919422318,6.372281323269014
25.0,14.595455825560474,1.3722813232690143,12.96728460272018,6.372281323269014
