time,sampled_mean
193.0,-10.594131259518523
194.0,-12.033872961988882
195.0,-12.07595110149292
196.0,-11.810733682801464
197.0,-11.827093124507726
198.0,-11.728786244149372
199.0,-11.776747022926903
200.0,-12.1318021417992
201.0,-12.626712586252886
202.0,-11.186223315613617
203.0,-11.415966327705942
204.0,-11.528296565299145
205.0,-11.10895807322582
206.0,-15.075736450180072
207.0,-15.692586100437985
208.0,-17.4988366489541
209.0,-17.868332820636613
210.0,-18.312898504096673
211.0,-21.270730737582287
212.0,-22.607472905223133
213.0,-22.12353505700562
214.0,-20.601140292965304
215.0,-18.008900521987204
216.0,-20.532640668217933
217.0,-25.081330829576544
218.0,-23.53745002225694
219.0,-25.19754733526022
220.0,-27.36239541496165
221.0,-26.447824445541933
222.0,-24.34320423927321
223.0,-24.207213798686027
224.0,-19.776623288089475
225.0,-22.616140521997565
226.0,-23.46850035007548
227.0,-24.305988171581646
228.0,-23.09681337947429
229.0,-23.170999143756493
230.0,-22.097519562103113
231.0,-23.374362706697863
232.0,-22.829731713576617
233.0,-24.9331736617375
234.0,-24.774928475930434
235.0,-23.68382994957699
236.0,-23.946891321403857
237.0,-25.024965809055395
238.0,-26.5161311486447
239.0,-21.320009978156968
240.0,-21.63499368217397
241.0,-21.341144929078677
242.0,-18.925561389682038
243.0,-21.40719973166805
244.0,-19.546196549837674
245.0,-18.759962232985014
246.0,-22.27438975552259
247.0,-18.34569932034951
248.0,-17.774199838331278
249.0,-16.6597135925675
250.0,-12.803176643845871
251.0,-14.445760622697078
252.0,-13.659953171893429
253.0,-13.301974341458415
254.0,-13.58240776964285
255.0,-12.558615617897745
256.0,-9.689645528823196
257.0,-11.50672500393181
258.0,-12.680495401325935
259.0,-13.860037344811648
260.0,-17.70023082892824
261.0,-18.86061274102181
262.0,-16.762200773953886
263.0,-16.328108898180293
264.0,-18.808459574700137
265.0,-21.38477906434136
266.0,-19.6817112084333
267.0,-21.48994460261713
268.0,-23.563517033354284
269.0,-25.148617081366915
270.0,-27.697356611817685
271.0,-27.983136731278904
272.0,-27.344820954723257
273.0,-28.854600248014272
274.0,-31.480016807711774
275.0,-29.185862567045742
276.0,-28.835109535717557
277.0,-32.20461040939317
278.0,-32.13803087138508
279.0,-31.99618783098119
280.0,-32.28921649334376
281.0,-33.21020366458832
282.0,-33.02463694538548
283.0,-32.4230030444678
284.0,-34.43644636115986
285.0,-36.220334308762865
286.0,-34.60425844766319
287.0,-33.576484971861476
288.0,-35.39070961422096
289.0,-33.378041098739175
290.0,-36.87349593916992
291.0,-35.86963323465423
292.0,-36.76145772831643
293.0,-33.802837136933114
294.0,-30.66359277448931
295.0,-28.075800527808642
296.0,-27.09624965380478
297.0,-24.766703974750214
298.0,-25.72634121935791
299.0,-28.500335320946775
300.0,-26.305523508003713
