time,state_mean,v_mean,w_mean,m0_mean,c0_mean,v_variance,w_variance,m0_variance,c0_variance
97.0,-0.7633107718576673,1.744157660537065,6.0871044493690425,0.0,1.0,0.1372724677286538,0.9130695322580288,0.0,0.0
98.0,-0.2208527446384299,1.728460546224233,6.105959106654065,0.0,1.0,0.09441473808227191,0.8456741937182781,0.0,0.0
99.0,2.021165593064186,1.7109453060117548,6.1118060755854255,0.0,1.0,0.09402714021912903,0.894930164935249,0.0,0.0
100.0,2.2993500710334165,1.6942590852536963,6.0406304699803615,0.0,1.0,0.10433162620295974,0.8786939601814937,0.0,0.0
101.0,-0.43021292333863764,1.681625709538169,6.180179692967749,0.0,1.0,0.08555764422425362,0.8765130901903646,0.0,0.0
102.0,4.352505900788677,1.7655112658112477,6.072411515811398,0.0,1.0,0.09037624259614803,1.0705415940837981,0.0,0.0
103.0,6.622630498391757,1.7584383237786725,6.238299044793809,0.0,1.0,0.08677906215988711,0.7842840646635881,0.0,0.0
104.0,3.295995438783007,1.7534008216130317,6.256395462367772,0.0,1.0,0.08651138831362289,0.8849336925134569,0.0,0.0
105.0,3.3200337734889382,1.7225459318069156,6.179013318381161,0.0,1.0,0.09283366530734596,0.7091972874986444,0.0,0.0
106.0,4.243054566824736,1.799426256076219,6.273929578269452,0.0,1.0,0.11912158814378242,0.8355730043225985,0.0,0.0
107.0,4.0247318124692,1.7478140164158882,6.090161277838694,0.0,1.0,0.10089062778902837,0.7484496420957346,0.0,0.0
108.0,5.48896089261642,1.747682038279331,6.067662504243134,0.0,1.0,0.11237303133129521,0.6780514412657154,0.0,0.0
109.0,5.500968940516902,1.714507865754571,6.171634407143184,0.0,1.0,0.11249161350990444,0.8166323659868301,0.0,0.0
110.0,3.9738404138570997,1.7634480777588863,6.109122331431405,0.0,1.0,0.09624429005103126,0.8292275474776801,0.0,0.0
111.0,6.6159372750388075,1.7213804928199565,6.087515008993091,0.0,1.0,0.09753476222058337,0.7571324757880079,0.0,0.0
112.0,5.525885170805586,1.7420774494477662,6.1278760435272135,0.0,1.0,0.10484518421102662,0.7232801278691704,0.0,0.0
113.0,6.328173344709203,1.7213029091440086,6.118927262603962,0.0,1.0,0.09250398583967964,0.813475130755769,0.0,0.0
114.0,8.055639447010666,1.7594932628793263,6.110307846123357,0.0,1.0,0.10831196780943647,0.6906131559682263,0.0,0.0
115.0,6.863048087647464,1.7685292152265515,6.021009113271455,0.0,1.0,0.08919327101744248,0.6016408519619717,0.0,0.0
116.0,9.85501358640706,1.7882433553099388,6.124296909192074,0.0,1.0,0.07529293924996289,1.1264959585953256,0.0,0.0
117.0,14.344256912513243,1.7410773910631552,6.158982460777048,0.0,1.0,0.07900075701143748,0.883920392109544,0.0,0.0
118.0,14.388479713909925,1.771232508366452,6.261538759944338,0.0,1.0,0.08290595485995166,0.9968392662918321,0.0,0.0
119.0,18.535766755630043,1.7706874120233886,6.2928618784831345,0.0,1.0,0.09153871930777663,0.6138977127639024,0.0,0.0
120.0,16.811753291079775,1.8189017405687231,6.228911186187902,0.0,1.0,0.09406857360432243,0.5874823212967106,0.0,0.0
121.0,16.62434319503169,1.8086532842878313,6.20104005808743,0.0,1.0,0.0730345240066597,0.7480813492992842,0.0,0.0
122.0,16.08879532230929,1.8194543623733168,6.1232792714405875,0.0,1.0,0.0991020652116121,0.6963301158666575,0.0,0.0
123.0,16.79365380255342,1.7905240331847536,6.161651159082246,0.0,1.0,0.07256301203172837,0.6705126200586837,0.0,0.0
124.0,21.322855736010116,1.8512012234078516,6.203707326574739,0.0,1.0,0.08602474523916509,0.5882073828785026,0.0,0.0
125.0,20.41226432035243,1.8014924618799126,6.186212926547761,0.0,1.0,0.09775736332317626,0.783009871674076,0.0,0.0
126.0,19.611365448138887,1.8083608126413449,6.1263412231134815,0.0,1.0,0.0757577516564802,0.5478535441676023,0.0,0.0
127.0,17.116171181968536,1.7984175183349567,6.330102595677261,0.0,1.0,0.07744380117306196,0.8520887384211546,0.0,0.0
128.0,19.430313592162015,1.8160109731175438,6.155416314415146,0.0,1.0,0.07702717084845977,0.5854216693253729,0.0,0.0
129.0,19.870411707356382,1.7879625897456684,6.262588856132478,0.0,1.0,0.07642353231227461,0.7185951142589155,0.0,0.0
130.0,18.539197635076356,1.7792460715843226,6.1461594165491205,0.0,1.0,0.07654402157937899,0.7064016495492257,0.0,0.0
131.0,17.53187750233467,1.7727654368371202,6.073877787372859,0.0,1.0,0.07030865795092346,0.6245205831486693,0.0,0.0
132.0,16.600639070257877,1.8012426862761706,6.075571171955208,0.0,1.0,0.07673696883085586,0.6262098195014756,0.0,0.0
133.0,14.994656788094204,1.74481099913789,6.131129491696228,0.0,1.0,0.05624198616556777,0.752568413546846,0.0,0.0
134.0,14.623769796827126,1.794582134141446,6.045901062632655,0.0,1.0,0.0579036160778427,0.6735039692109999,0.0,0.0
135.0,15.771805251206057,1.7700923589227764,6.030287686931144,0.0,1.0,0.06257805239349028,0.7680740620300834,0.0,0.0
136.0,14.210435984025338,1.7614251192663046,6.182710440493023,0.0,1.0,0.05917844664617407,0.8007055825568067,0.0,0.0
137.0,13.623658863298925,1.7886529903920612,6.11334405168911,0.0,1.0,0.07157740874369489,0.6348204927436074,0.0,0.0
138.0,10.793817026949615,1.7654296439677069,6.240692877366965,0.0,1.0,0.06403707274252873,0.6549675985996873,0.0,0.0
139.0,9.433734757554701,1.7423513018894767,6.132550752724794,0.0,1.0,0.06807399506068444,0.5992713609057633,0.0,0.0
140.0,6.36412766160929,1.7377081213676113,6.1527311894877235,0.0,1.0,0.08113615291954543,0.7675063316233135,0.0,0.0
141.0,10.171168788169155,1.7700166066787828,6.204373991300735,0.0,1.0,0.06975508878232382,0.5523293219212952,0.0,0.0
142.0,9.397531385265301,1.7338437430786613,6.190941072559268,0.0,1.0,0.05700140642470594,0.7168650966941672,0.0,0.0
143.0,10.76094693492439,1.7707847280129785,6.174842636983361,0.0,1.0,0.06646891725328447,0.7827820358277197,0.0,0.0
144.0,15.027211641210346,1.786632661262529,6.275324431176947,0.0,1.0,0.05667917001408441,0.6832701278226961,0.0,0.0
145.0,15.198060030550616,1.7868181114396091,6.2566700639445205,0.0,1.0,0.07250718798580212,0.7487949812055502,0.0,0.0
146.0,10.249098267498482,1.800277497840019,6.0711617269018925,0.0,1.0,0.05879665438012489,0.6533597385893529,0.0,0.0
147.0,10.037892301186444,1.8148823098424962,6.266408570179644,0.0,1.0,0.06799419193125168,0.5979091215626825,0.0,0.0
148.0,8.390689971303349,1.823550054129751,6.259723372358496,0.0,1.0,0.06585147845802766,0.8983373853661087,0.0,0.0
149.0,8.89331358492592,1.832762398765727,6.131635030657991,0.0,1.0,0.056845540217910946,0.6512550238912324,0.0,0.0
150.0,10.08016379676403,1.8412646742115224,6.2618012634464195,0.0,1.0,0.05508207215532332,0.6504177909519515,0.0,0.0
151.0,8.45862618232532,1.8346701442136137,6.235939756412172,0.0,1.0,0.05969829429834984,0.5982694572988821,0.0,0.0
152.0,9.067381319958022,1.8431414291522805,6.160741763031114,0.0,1.0,0.05888693151196778,0.43714284358228356,0.0,0.0
153.0,9.890944321465065,1.8362203642155497,6.034206894592549,0.0,1.0,0.06189948084029947,0.5034463134974,0.0,0.0
154.0,8.56726207394658,1.8142847663834627,6.080171009519153,0.0,1.0,0.0706828367305871,0.556285107844994,0.0,0.0
155.0,6.7998618840380685,1.8386880896942344,6.122833891076985,0.0,1.0,0.06161413172281517,0.7087197967735248,0.0,0.0
156.0,8.635934432012673,1.8004637363631812,6.0710028812265815,0.0,1.0,0.0636431359140977,0.7172339146317283,0.0,0.0
157.0,8.602703082105927,1.8465485296171653,6.170745257990459,0.0,1.0,0.05813079793080193,0.5324000023753505,0.0,0.0
158.0,10.440732755898326,1.8252156141044704,6.009519514332294,0.0,1.0,0.057569687829416835,0.6335569178525771,0.0,0.0
159.0,12.791761790065019,1.8091576734790782,6.086313124922935,0.0,1.0,0.050543347081140506,0.5084073499723,0.0,0.0
160.0,11.12329481367413,1.8584063381835167,6.010362801171512,0.0,1.0,0.04690144999058914,0.6355502094469521,0.0,0.0
161.0,11.264510253135454,1.8319221413127054,5.964821709186095,0.0,1.0,0.04469104458137547,0.47026004486278644,0.0,0.0
162.0,11.100191172613826,1.8263009532009786,5.954535920549799,0.0,1.0,0.0643563208798476,0.5603121043890802,0.0,0.0
163.0,8.884445598690373,1.8163454561649708,5.923724331677476,0.0,1.0,0.04799970482182189,0.4852300538391938,0.0,0.0
164.0,10.144528216936402,1.8047482676292015,6.089165682628355,0.0,1.0,0.053152405042955646,0.6661361369692428,0.0,0.0
165.0,9.194214743212036,1.7936322834472542,5.9314518022125435,0.0,1.0,0.05124597307460389,0.5225238169693841,0.0,0.0
166.0,10.180867911113257,1.8286870522603513,5.958082194596621,0.0,1.0,0.05094580044915565,0.5082488197795797,0.0,0.0
167.0,7.945134074979031,1.8020104794107874,5.904227129283797,0.0,1.0,0.047933267415782535,0.4463524609491714,0.0,0.0
168.0,8.158881023542445,1.7737669915183014,5.892862900023467,0.0,1.0,0.05737710228071522,0.580827039363854,0.0,0.0
169.0,4.429536564386147,1.7723834261122082,5.9079531079773675,0.0,1.0,0.05187070218804613,0.5008254964594531,0.0,0.0
170.0,6.693724776927164,1.784223998323737,6.0001196338672775,0.0,1.0,0.07061199454645063,0.5749403973033586,0.0,0.0
171.0,7.089027412045427,1.7824318013249478,6.011928576593066,0.0,1.0,0.054700573609299315,0.5763998316301954,0.0,0.0
172.0,7.268396891602556,1.735836850123216,5.938723889774505,0.0,1.0,0.06663351776605178,0.4776568676009414,0.0,0.0
173.0,7.971335598140112,1.7405695284575367,5.9411974094585736,0.0,1.0,0.05793439901787321,0.5572244331283468,0.0,0.0
174.0,7.853230926714405,1.7468258655905036,5.934922068024842,0.0,1.0,0.053127795825895364,0.6359555638358207,0.0,0.0
175.0,7.353347247196008,1.7516844881709577,5.951238077282208,0.0,1.0,0.05569283171702473,0.42539384951611076,0.0,0.0
176.0,7.019363493581198,1.728141163044641,5.8994087548418275,0.0,1.0,0.04597867302220287,0.5532391221924761,0.0,0.0
177.0,4.331736429360474,1.7667126111344424,5.9665054851533394,0.0,1.0,0.07015975850659123,0.6128558759763577,0.0,0.0
178.0,8.223046316034097,1.8018045364239457,5.846882254939259,0.0,1.0,0.059817239404403116,0.6018894402337144,0.0,0.0
179.0,8.516345033990648,1.7735210224660354,5.88289090878643,0.0,1.0,0.05155973430666346,0.4366763922018726,0.0,0.0
180.0,10.366792337666222,1.7381553763335267,6.01964103680443,0.0,1.0,0.05356527908233444,0.4838771945893428,0.0,0.0
181.0,10.764202178658811,1.7582903730054804,5.918205332505484,0.0,1.0,0.07167786442367063,0.6281631785174717,0.0,0.0
182.0,12.06181595343961,1.7550126344268313,5.849011074016522,0.0,1.0,0.06435156068215422,0.4761757224344531,0.0,0.0
183.0,12.473676114640584,1.7452583562655002,5.88321127550994,0.0,1.0,0.06756815538883446,0.49463872863955,0.0,0.0
184.0,13.040227827057462,1.7696211741466266,5.824017822887601,0.0,1.0,0.06458498832276331,0.42746210372511034,0.0,0.0
185.0,11.83358236654564,1.7045134720191553,5.8962727401452275,0.0,1.0,0.055555513002390526,0.43998526305493535,0.0,0.0
186.0,11.946811360926752,1.7296126963319194,5.885844915698319,0.0,1.0,0.06394263294833159,0.5407504122818686,0.0,0.0
187.0,13.132234430027156,1.7378252433500225,5.822918408161865,0.0,1.0,0.05926918179502254,0.5186193030303212,0.0,0.0
188.0,13.956531264864495,1.7326656437792727,5.880391449801597,0.0,1.0,0.05432425871559579,0.467752626651814,0.0,0.0
189.0,14.213582063283788,1.7477179888038472,5.728428956170677,0.0,1.0,0.04817576242434031,0.5379141020704136,0.0,0.0
190.0,15.48469384905649,1.7430890220867772,5.8058230107917215,0.0,1.0,0.05966359574078981,0.4321961417187557,0.0,0.0
191.0,13.21530994260845,1.7217074986879033,5.814391693900042,0.0,1.0,0.056083045926233366,0.4870732372372422,0.0,0.0
192.0,10.62491880967711,1.752540127341431,5.6632017876392196,0.0,1.0,0.06429772027781473,0.40292414945133925,0.0,0.0
193.0,13.988846648825108,1.739895434020572,5.805129259601321,0.0,1.0,0.05028005320398632,0.5644210143679014,0.0,0.0
194.0,12.258927360135742,1.8059616371124492,5.68953369596587,0.0,1.0,0.05990329441966162,0.390839711858326,0.0,0.0
195.0,14.572549185212443,1.7832322671965397,5.644440116211983,0.0,1.0,0.05212233504441141,0.46303455936519883,0.0,0.0
196.0,15.528976672415919,1.7777277886866876,5.734533087271594,0.0,1.0,0.04988550704417228,0.30619901322705967,0.0,0.0
197.0,15.498704627658817,1.7991637080594027,5.703061574737446,0.0,1.0,0.04576267599003948,0.4205049529150784,0.0,0.0
198.0,14.158719832259974,1.749054282421959,5.732822109063854,0.0,1.0,0.055462490789620095,0.4583752590211606,0.0,0.0
199.0,11.186686926310651,1.811146642947102,5.628797647354403,0.0,1.0,0.06678891845635714,0.3947842715492886,0.0,0.0
200.0,9.188917377719179,1.7702927076559543,5.706624334863985,0.0,1.0,0.047477548412790345,0.3717783159086702,0.0,0.0
201.0,8.73283138813566,1.7843871434409557,5.806017521012242,0.0,1.0,0.05506454771193747,0.42830156537903386,0.0,0.0
202.0,6.989072865967777,1.8136079533216256,5.824268457930427,0.0,1.0,0.04364839028137878,0.4152361899168486,0.0,0.0
203.0,5.665507261467202,1.806101611406161,5.70249714702227,0.0,1.0,0.05011523132042319,0.4249289027249778,0.0,0.0
204.0,3.1928438419940597,1.8247577054926978,5.8685880220925615,0.0,1.0,0.04599284238193705,0.4173696366961042,0.0,0.0
205.0,4.957316033723872,1.7989665302627111,5.710023972776687,0.0,1.0,0.04604325024476517,0.3796566492433294,0.0,0.0
206.0,8.122784610307507,1.8059023806464345,5.791405497966038,0.0,1.0,0.03951904941546208,0.4126276989208025,0.0,0.0
207.0,9.282640866680723,1.7859602657440548,5.783712285203473,0.0,1.0,0.04592402150144817,0.44433593549864736,0.0,0.0
208.0,10.417774788001935,1.7955435380632097,5.868181706083473,0.0,1.0,0.04362560276271295,0.3483690497422005,0.0,0.0
209.0,6.130334076681741,1.802474290547773,5.853734356527913,0.0,1.0,0.03898908482273309,0.3836432935231433,0.0,0.0
210.0,5.895688010142184,1.7887863384161635,5.864140175542263,0.0,1.0,0.039668520387400284,0.37254022839751133,0.0,0.0
211.0,6.4285402790505515,1.801750829173394,5.856390004676681,0.0,1.0,0.04419378687903087,0.39965821067324425,0.0,0.0
212.0,8.049702344536373,1.788717971480868,5.950547728770614,0.0,1.0,0.04515930613902766,0.40013826109773504,0.0,0.0
213.0,9.566923786101617,1.7770817417054192,5.924850311259488,0.0,1.0,0.03829384351609427,0.3900710064891054,0.0,0.0
214.0,9.936767206389321,1.7760976427352153,5.932617831181462,0.0,1.0,0.03767083027273833,0.40989951440354333,0.0,0.0
215.0,9.258931058924377,1.752419491187542,5.879458892232334,0.0,1.0,0.03470591140030124,0.4296638171834311,0.0,0.0
216.0,7.616805898573459,1.7553488681615554,5.761860101711639,0.0,1.0,0.037193822607859355,0.4223568993047241,0.0,0.0
217.0,8.557130363349476,1.7688038171445974,5.852032422167997,0.0,1.0,0.03257363417886341,0.3938373698881365,0.0,0.0
218.0,8.460026177763117,1.7487797952611768,5.9105782298051865,0.0,1.0,0.03840906961292165,0.508860117558707,0.0,0.0
219.0,7.963439401091931,1.7601620506051172,5.870755172868754,0.0,1.0,0.02997475920181414,0.4887215968017416,0.0,0.0
