time,state_mean_1,state_mean_2,state_variance_1,state_variance_2
302.0,-4002.1315943755976,-19.97427262553896,4.72180770843431,4.72180770843431
303.0,-4020.389900310692,-19.289250099509893,4.72180770843431,4.72180770843431
304.0,-4036.396825846232,-17.978929638990966,4.72180770843431,4.72180770843431
305.0,-4054.776448633294,-18.13888835729406,4.72180770843431,4.72180770843431
306.0,-4072.9480509217888,-18.15194792302598,4.72180770843431,4.72180770843431
307.0,-4094.9889650965215,-19.704442793830335,4.72180770843431,4.72180770843431
308.0,-4117.268082961827,-20.73226602081233,4.72180770843431,4.72180770843431
309.0,-4136.16637932301,-20.00013611648777,4.72180770843431,4.72180770843431
310.0,-4157.860936990459,-20.676557714564858,4.72180770843431,4.72180770843431
311.0,-4178.069806002141,-20.489854034109847,4.72180770843431,4.72180770843431
312.0,-4201.111967286003,-21.508747914255178,4.72180770843431,4.72180770843431
313.0,-4221.900197545884,-21.221113645830265,4.72180770843431,4.72180770843431
314.0,-4243.854745635661,-21.51390436156335,4.72180770843431,4.72180770843431
315.0,-4266.690846590568,-22.04173188602698,4.72180770843431,4.72180770843431
316.0,-4292.304549781987,-23.467680781275455,4.72180770843431,4.72180770843431
317.0,-4316.682989630238,-23.831260377626396,4.72180770843431,4.72180770843431
318.0,-4338.108624834609,-22.870922719536107,4.72180770843431,4.72180770843431
319.0,-4364.008629867731,-24.080147601089628,4.72180770843431,4.72180770843431
320.0,-4387.633598516742,-23.898437876020957,4.72180770843431,4.72180770843431
321.0,-4415.476660618763,-25.473151689859993,4.72180770843431,4.72180770843431
322.0,-4440.527314795232,-25.304488559348375,4.72180770843431,4.72180770843431
323.0,-4459.841254286555,-22.913031267239354,4.72180770843431,4.72180770843431
324.0,-4483.775646948279,-23.32076386853889,4.72180770843431,4.72180770843431
325.0,-4504.420540448539,-22.252542970538922,4.72180770843431,4.72180770843431
326.0,-4526.522001062083,-22.192230134396226,4.72180770843431,4.72180770843431
327.0,-4548.192254783679,-21.983854527331555,4.72180770843431,4.72180770843431
328.0,-4572.0951344734,-22.749939015785724,4.72180770843431,4.72180770843431
329.0,-4594.8433586683295,-22.749254450682304,4.72180770843431,4.72180770843431
330.0,-4624.072869459537,-25.336205346887056,4.72180770843431,4.72180770843431
331.0,-4653.090414608024,-26.805814695428413,4.72180770843431,4.72180770843431
332.0,-4676.355555097032,-25.39235975936566,4.72180770843431,4.72180770843431
333.0,-4700.696381378386,-24.972582310698915,4.72180770843431,4.72180770843431
334.0,-4722.964101373716,-23.892787681728162,4.72180770843431,4.72180770843431
335.0,-4745.515447498003,-23.35727747088524,4.72180770843431,4.72180770843431
