time,smoothed_mean,smoothed_variance
0.0,2.108624485189098,3.0421623574750107
1.0,2.741211830745827,1.2412543841327695
2.0,2.9650850118898027,1.063851110078833
3.0,2.49947023028058,1.0463755243682271
4.0,1.0935114745626806,1.0446540448884523
5.0,0.312339135967883,1.0444844659313652
6.0,0.07828993622238783,1.0444677611010005
7.0,-0.7856078129984667,1.0444661155468449
8.0,-1.8506271354043946,1.0444659534471157
9.0,-3.8925866998456025,1.0444659374790466
10.0,-5.9802293893780565,1.044465935906069
11.0,-5.862427674326791,1.0444659357511186
12.0,-5.0201924667658195,1.044465935735855
13.0,-3.0800588937507274,1.0444659357343513
14.0,-1.8012985693377541,1.0444659357342032
15.0,-0.9262290300566443,1.0444659357341888
16.0,0.1235334869011952,1.0444659357341872
17.0,-0.5778016335098886,1.044465935734187
18.0,1.3280329527119312,1.044465935734187
19.0,4.18315646080329,1.044465935734187
20.0,7.240873605708547,1.044465935734187
21.0,5.857418971795342,1.044465935734187
22.0,8.251436151151811,1.044465935734187
23.0,12.296040746721747,1.044465935734187
24.0,13.076518819065464,1.044465935734187
25.0,13.315320181059668,1.044465935734187
26.0,10.516763596208762,1.044465935734187
27.0,8.823313236952531,1.044465935734187
28.0,9.406403741968314,1.044465935734187
29.0,8.967597903269624,1.044465935734187
30.0,11.753759380912593,1.044465935734187
31.0,11.246260394236057,1.044465935734187
32.0,12.290679903970647,1.044465935734187
33.0,11.685333266218981,1.044465935734187
34.0,12.819986647819876,1.044465935734187
35.0,12.67080291266342,1.044465935734187
36.0,11.330628485712007,1.044465935734187
37.0,9.051361544846614,1.044465935734187
38.0,10.104922420259873,1.044465935734187
39.0,10.47199423388987,1.044465935734187
40.0,10.045372739010554,1.044465935734187
41.0,9.262394867031638,1.044465935734187
42.0,10.308912338782642,1.044465935734187
43.0,10.636769496315047,1.044465935734187
44.0,8.862621447726497,1.044465935734187
45.0,6.26939615509972,1.044465935734187
46.0,5.069986938294741,1.044465935734187
47.0,6.52346375615422,1.044465935734187
48.0,8.501961478497766,1.044465935734187
49.0,7.420094857876419,1.044465935734187
50.0,5.9986391184646894,1.044465935734187
51.0,4.2026150127655555,1.044465935734187
52.0,5.200805786118804,1.044465935734187
53.0,4.946737522215922,1.044465935734187
54.0,4.954985743747052,1.044465935734187
55.0,5.068694254282959,1.044465935734187
56.0,8.361561530918781,1.044465935734187
57.0,9.672818144990469,1.044465935734187
58.0,10.034202877482532,1.044465935734187
59.0,8.867519833723325,1.044465935734187
60.0,10.0925051847995,1.044465935734187
61.0,9.619815065579177,1.044465935734187
62.0,9.208717315603067,1.044465935734187
63.0,9.764983764472525,1.044465935734187
64.0,10.51311201342167,1.044465935734187
65.0,10.257343015420524,1.044465935734187
66.0,10.682514124164157,1.044465935734187
67.0,11.144439522150885,1.044465935734187
68.0,12.030994405696735,1.044465935734187
69.0,14.61587330263275,1.044465935734187
70.0,14.84426266197826,1.044465935734187
71.0,15.24272890950463,1.044465935734187
72.0,12.96989582812895,1.044465935734187
73.0,11.097403266099464,1.044465935734187
74.0,9.369956417707757,1.044465935734187
75.0,10.730028697602346,1.044465935734187
76.0,10.560012885000418,1.044465935734187
77.0,10.988349145195718,1.044465935734187
78.0,10.929164054044639,1.044465935734187
79.0,10.273053323705323,1.044465935734187
80.0,10.173209635289515,1.044465935734187
81.0,10.954233506456236,1.044465935734187
82.0,12.645558120455721,1.044465935734187
83.0,13.976439302329222,1.044465935734187
84.0,15.190495627932815,1.044465935734187
85.0,14.753403101110703,1.044465935734187
86.0,13.758739983648612,1.044465935734187
87.0,13.884866010568047,1.044465935734187
88.0,13.635895022700883,1.044465935734187
89.0,14.318463513516484,1.044465935734187
90.0,15.780157649659175,1.044465935734187
91.0,16.844106393947467,1.044465935734187
92.0,16.382963193760844,1.044465935734187
93.0,19.46663432908688,1.044465935734187
94.0,20.621482366694593,1.044465935734187
95.0,20.20943393163203,1.044465935734187
96.0,19.054431340517723,1.044465935734187
97.0,16.698391609541208,1.044465935734187
98.0,18.287702323898046,1.044465935734187
99.0,16.166852474738857,1.044465935734187
100.0,15.847545014575578,1.044465935734187
101.0,16.22943804864187,1.044465935734187
102.0,15.969298950371432,1.044465935734187
103.0,15.642029780292411,1.044465935734187
104.0,15.485109056343667,1.044465935734187
105.0,15.24247344980395,1.044465935734187
106.0,15.377107451571208,1.044465935734187
107.0,15.277113151458837,1.044465935734187
108.0,16.37596017725835,1.044465935734187
109.0,14.12952201330515,1.044465935734187
110.0,14.416666407884236,1.044465935734187
111.0,15.860680931369362,1.044465935734187
112.0,15.615501540139507,1.044465935734187
113.0,13.898265271362156,1.044465935734187
114.0,13.482969241685845,1.044465935734187
115.0,16.39893428728972,1.044465935734187
116.0,17.06798944315469,1.044465935734187
117.0,19.810822333408726,1.044465935734187
118.0,22.506708626661247,1.044465935734187
119.0,25.573960638016466,1.044465935734187
120.0,25.536461124531208,1.044465935734187
121.0,25.197839786002664,1.044465935734187
122.0,23.907297818710664,1.044465935734187
123.0,25.092488164616135,1.044465935734187
124.0,25.408714595618683,1.044465935734187
125.0,26.272586428464464,1.044465935734187
126.0,28.911858760971388,1.044465935734187
127.0,29.87071126772887,1.044465935734187
128.0,31.639339870327596,1.044465935734187
129.0,30.361957765740407,1.044465935734187
130.0,29.08461585100354,1.044465935734187
131.0,29.900337901506553,1.044465935734187
132.0,31.419388916932842,1.044465935734187
133.0,31.330328090722873,1.044465935734187
134.0,30.887668926945395,1.044465935734187
135.0,33.228339249235944,1.044465935734187
136.0,35.20136310352281,1.044465935734187
137.0,35.905931326800975,1.044465935734187
138.0,37.805600435624065,1.044465935734187
139.0,37.126281892625926,1.044465935734187
140.0,36.1111412791203,1.044465935734187
141.0,35.226780861811854,1.044465935734187
142.0,34.99267754446473,1.044465935734187
143.0,34.781716600377315,1.044465935734187
144.0,34.85640196307414,1.044465935734187
145.0,33.54404183079763,1.044465935734187
146.0,35.409069354068144,1.044465935734187
147.0,35.15416959818586,1.044465935734187
148.0,34.277001216157146,1.044465935734187
149.0,33.40083344642456,1.044465935734187
