time,state_mean,state_variance,v_mean,v_variance
101.0,-0.06278364519503432,1.3393064174071836,1.9472773953287743,0.03717538484665113
102.0,3.7973268722781275,1.3441057257367062,2.021700394420483,0.03968225713397997
103.0,6.016973171747604,1.379633638435302,2.034445935719594,0.03979779101313437
104.0,3.7289565856269307,1.3891514367171685,2.048851357202197,0.039978970322945576
105.0,3.478954929021508,1.3968181074070805,2.0301031607079496,0.038880366444494406
106.0,4.1133236163066975,1.3888445127200053,2.013820711283889,0.03790162483360699
107.0,4.044901165031525,1.3804166966570137,1.9953740428489657,0.036865903434031726
108.0,5.258131501105679,1.3708997253019741,1.9861062752552947,0.036189157216591376
109.0,5.435521546652767,1.3655911874509625,1.96840077387211,0.03522365096891202
110.0,4.108308787840083,1.356685187518417,1.9611146440743898,0.03464838420903622
111.0,6.312789248300447,1.3523630612890587,1.97183275871632,0.034715396681667975
112.0,5.634788005188363,1.3570313611935743,1.9571904712925972,0.03389906673379237
113.0,6.236286288670911,1.3505290896460997,1.942219482891252,0.03308961859405581
114.0,7.704026593132491,1.3427649716805274,1.937468304368081,0.03264159504722545
115.0,6.934446904265469,1.3397542919368852,1.9241746174802883,0.031917654815132875
116.0,9.408967953434212,1.3331002275731545,1.9410774748920323,0.03220326293618144
117.0,13.45210160103106,1.3405554714982122,2.0138687194083786,0.034370061178063925
118.0,14.05102647116981,1.3756256469966646,1.9991168734481994,0.033583767005926926
119.0,17.899814257702687,1.3721945686040486,2.0640812606561116,0.035503595421597686
120.0,16.873126865519215,1.4021407901711087,2.0531670929868753,0.03483880257623286
121.0,16.558004463800945,1.4001393539502167,2.0370268400143776,0.03401211759786033
122.0,16.150872847918592,1.3924142539933022,2.0215045335241384,0.0332234193419402
123.0,16.72978521368562,1.384377573480363,2.0071342999482162,0.03248861369377916
124.0,20.6801342177739,1.3768314580217766,2.073858786143823,0.034407122118927436
125.0,20.25701577394765,1.4071254441179954,2.058513621838974,0.03363078040711596
126.0,19.66514849552456,1.4031293221480312,2.044306880529165,0.03290701276991249
127.0,17.545345667520053,1.3961127006404919,2.0521411646067738,0.032900651245887855
128.0,19.252519394353733,1.3990522125463916,2.0517060086703256,0.032631763922588514
129.0,19.661627856580523,1.399147440877664,2.0369179332587213,0.031915651283315236
130.0,18.564909058890038,1.3922640297256619,2.027659414278232,0.03138475343748964
131.0,17.751185446171107,1.3872463725695918,2.015773165496535,0.030782889808605465
132.0,16.63928190153122,1.3811754681790047,2.0069169647056824,0.030283576715965932
133.0,15.27885614183792,1.376413297838003,2.0012075338496262,0.029886802936839575
134.0,14.831836259291473,1.3732568137882777,1.9874718768279653,0.0292595886013487
135.0,15.576123070419321,1.3664668547132137,1.9756375306329494,0.028699585679746013
136.0,14.392153599467322,1.3602040064759013,1.9679967926563444,0.02827015602850846
137.0,13.724549072103262,1.3559726962596648,1.9559390040369014,0.02772244483704975
138.0,11.338475464860593,1.3498314459522223,1.968427750541836,0.027875595748943827
139.0,9.81676120869547,1.35517215456166,1.9652621835260264,0.02758753892855347
140.0,7.132119801973176,1.3541878105635425,1.9846607764835054,0.027935307785192272
141.0,9.826425602308243,1.3632737306151268,2.004467303779658,0.028294994168462612
142.0,9.445982713024403,1.3734917113019767,1.9912212616047513,0.027727007780886836
143.0,10.572934333710768,1.3682611800512166,1.9832921247763518,0.02731560869583261
144.0,14.233540499754545,1.3640030369857736,2.030298161772652,0.02842834914274076
145.0,14.914063950024087,1.3856443524560382,2.018634201161403,0.027910164644510523
146.0,10.985013177143326,1.3823589354959447,2.0751039122565853,0.029292899637160454
147.0,10.265761877075107,1.4082698400851479,2.063599524362036,0.028773263492886628
148.0,8.68643918897915,1.4056067934919236,2.061270169934881,0.028515669217874993
149.0,8.946259109074918,1.404255240241227,2.047926407769692,0.027960017144269832
150.0,9.842030530515016,1.3979133113570386,2.0380492665625143,0.027507581542622533
151.0,8.657798398155617,1.392668756242847,2.030944770490911,0.027136425399897236
152.0,9.02259735816407,1.3888238453110144,2.0183410786667877,0.026625494835515108
153.0,9.783773953283918,1.3825371375837932,2.0078291164491775,0.02617777766792912
154.0,8.725997056103846,1.376976736381466,1.9997498436347485,0.02579999636849807
155.0,7.073687803309239,1.3726256621386317,1.9985872372283,0.025604813748793906
156.0,8.431570188067148,1.371649947907966,1.9937098624920002,0.02531770073756606
157.0,8.519374946040514,1.369255136570056,1.9812030050671308,0.024842818653715373
158.0,10.03770492887102,1.3631113241612398,1.9783162867165633,0.024614687611874287
159.0,12.264465614103006,1.3611468462620884,1.9863246517131226,0.024659285137520363
160.0,11.212200680627017,1.3647408252616238,1.978594291305485,0.02431574763718419
161.0,11.323796056928469,1.3614370234571975,1.966506010118597,0.023871270912546688
162.0,11.169178045324589,1.355383901826273,1.9546104817242957,0.023438663406542843
163.0,9.137621010306837,1.3491420925247595,1.9590277225396366,0.023401156205358754
164.0,10.062686614647117,1.3506437173224821,1.9505943635895535,0.02305950528040809
165.0,9.391745751222148,1.346773602905547,1.9406645599376695,0.022687824904807637
166.0,10.167236559443959,1.3416640073032113,1.9314246996228224,0.022337732756365927
167.0,8.313952650142218,1.3367572965946422,1.933059183172151,0.022242367890751093
168.0,8.274079224266238,1.3370739868422623,1.9216942736164493,0.02185153184171747
169.0,4.880892931781843,1.3316566292158567,1.9535088378059535,0.02244821634932922
170.0,6.481746168719692,1.3463336091807871,1.9519010941415913,0.022280221528135326
171.0,7.021572765745427,1.3469827224427129,1.941714636902779,0.021920091460247038
172.0,7.270240664219607,1.3421857494838927,1.9307850042189882,0.02154873255790126
173.0,7.824778376995281,1.3365002739233218,1.9208807405766233,0.02120564838803561
174.0,7.882641419274376,1.331211866175651,1.909978804634626,0.020845823052305795
175.0,7.389188508499385,1.3254719009735811,1.9000621327382303,0.020512705160600865
176.0,7.152482246601402,1.320154274437881,1.8895866372984695,0.020172529151734113
177.0,4.61893432971479,1.3145968413299038,1.9015751187669943,0.02031453894558263
178.0,7.735288057518622,1.3198685708262996,1.9252699996011706,0.020707623303711124
179.0,8.282279093150121,1.3317420050557147,1.915698209813379,0.020388331283789918
180.0,9.980095715296583,1.3282736799478967,1.915274554748804,0.02026672165783552
181.0,10.694880152522822,1.3277437978495699,1.9065906739819993,0.019973010978654587
182.0,11.791705438530531,1.323515124452301,1.9003781324116722,0.019734628667478007
183.0,12.285812300969722,1.320124439569876,1.8909408407977055,0.019432919909764857
184.0,12.94991581481679,1.3152493769357898,1.8822666341212604,0.019150960442844207
185.0,11.954028985694636,1.3105976500306658,1.8755235400968144,0.01891176639493165
186.0,11.888001551509163,1.306897669159941,1.8655618306669417,0.018611341946745408
187.0,12.99393992349623,1.3017151267494835,1.8597084754679107,0.018396359647485008
188.0,13.761824570689386,1.2983908584674309,1.851842215870469,0.01814454810836005
189.0,14.07499337787496,1.2942504057667144,1.842463231419339,0.01786668820595891
190.0,15.255029206079188,1.2892891777105537,1.8373138843018486,0.017673938792923283
191.0,13.398087709740146,1.2863197566784532,1.8387254173906418,0.017608912294574945
192.0,10.927571509869344,1.2867439928500084,1.8485329434523465,0.017705046855070447
193.0,13.62571058154661,1.2915778005133518,1.8620942340865005,0.01787316977638243
194.0,12.352184411712937,1.298626613920477,1.857742027833196,0.017698489446039974
195.0,14.328951067343352,1.2971509322040198,1.8605889474814863,0.017662200160664616
196.0,15.203532260199635,1.2984035841616137,1.853588909995618,0.017440567752582452
197.0,15.438276961865114,1.2951045083124497,1.8444452973060437,0.01718170936744636
198.0,14.289132433257716,1.2903365169454506,1.8392760478897525,0.016999680303220844
199.0,11.559048597318702,1.2873755248863221,1.8528373033691372,0.017165030363781083
200.0,9.551675555265136,1.2937351730718731,1.8560113018566564,0.017138198769251944
201.0,8.934871290753014,1.295861714119436,1.848028677616905,0.01690698016482419
202.0,7.192956383488758,1.2921577594299507,1.8481208552962114,0.016825372885619704
203.0,5.722235750855309,1.2918674814526658,1.8456050366453103,0.016697342898483025
204.0,3.4889754673561537,1.2906114393222632,1.8515341599468635,0.016722823148537257
205.0,4.812837485802093,1.2933938993418288,1.847819874120529,0.016574943141722365
206.0,7.705385800490337,1.2918323424782652,1.8636995255913449,0.016779593824586495
207.0,8.809686020365769,1.2994305077170758,1.8584162953705385,0.016604380417782484
208.0,10.142631614768666,1.297552857656072,1.85480457427077,0.01646076559203719
209.0,6.647492903812211,1.295620546554371,1.8817860656884078,0.01686247046199551
210.0,6.111565600963137,1.3085489422002046,1.8737632104146047,0.01663975624977842
211.0,6.525769452769036,1.3058545571418525,1.8654688344726384,0.016414971567871244
212.0,7.983081737126724,1.3015745525561786,1.8629139369146015,0.01629318467770263
213.0,9.395926855937761,1.2999396784212423,1.8600113844723476,0.016166553039096913
214.0,9.900909061274978,1.2983766709748674,1.8521318085929057,0.015955312727449433
215.0,9.500363860969292,1.2943905669057307,1.8440524840789265,0.015743192426100273
216.0,7.8863053718175,1.2900798340447805,1.842928702589639,0.015651549321791382
217.0,8.398361263816676,1.2891407561778527,1.8352487647880988,0.015450174443377259
218.0,8.489041113703346,1.2852938644464542,1.8269295607387586,0.015240509679913758
219.0,7.905772901648557,1.2808645058933568,1.8195989721367423,0.015049729179095861
220.0,7.217410361285987,1.2768630912770433,1.812695456844419,0.01486816660300632
221.0,2.3984384829619163,1.2731054696066681,1.8674107865451983,0.015708211917591697
222.0,3.98141754640243,1.2995069002536042,1.8660993499270206,0.015615815173982283
223.0,5.066483912326696,1.3013005868376597,1.8610624668527997,0.01546229243539388
224.0,3.0412127116677192,1.2990128966876653,1.8640780413299656,0.01544349752963805
225.0,2.548505450586071,1.3002721557581665,1.8565310227092946,0.015250917868504507
226.0,1.7948122483581577,1.2967100671951755,1.8499283400385487,0.01507592450783163
227.0,4.1765396590660195,1.293163058506729,1.8571070487039698,0.015126520133096356
228.0,4.69513902923809,1.2963436138911681,1.8497572938649032,0.014941493651556375
229.0,6.059997166800767,1.2930462834926981,1.8467165184741325,0.01482766043306618
230.0,7.197805125737426,1.291261526220566,1.842189508440262,0.014691178290075215
231.0,5.3919677149609,1.2888856398955546,1.842870692063413,0.014638674084768462
232.0,3.5855861274778125,1.2890045232521556,1.8435614896504113,0.014586776678635381
233.0,4.1407718786721315,1.2893531926714088,1.836522659559283,0.014413741363567103
234.0,8.707196617706714,1.2859376394847224,1.8827691048616673,0.015084338307325971
235.0,8.452771757782363,1.308123616085527,1.8749976226342404,0.014896678325779886
236.0,8.49756755702279,1.3064148714391544,1.8671247479560997,0.014709514027131346
237.0,7.517275006841341,1.3024317129462062,1.861811643379282,0.014564464686649842
238.0,7.961709989924478,1.2994810546841347,1.8545643563364544,0.014390832434283045
239.0,7.617067518199262,1.2956784979977436,1.8471733609301852,0.014216872605542151
240.0,9.743076078117655,1.291722976696827,1.8510253552670708,0.014216991144570897
241.0,8.577347153152424,1.2932465434585518,1.8468602039480213,0.01409459757407821
242.0,9.296567774573878,1.2913498922799707,1.8405953904205765,0.013941528359001955
243.0,10.335325670510851,1.2881130646576386,1.835781933026189,0.013811866006661358
244.0,8.306441139052206,1.2854630090570478,1.8385498828513844,0.01379700274176669
245.0,6.7604440862543065,1.2865808175675515,1.8370388424187574,0.013718340278679872
246.0,5.34878339330182,1.2859413060046827,1.8345508429349966,0.013625816985074925
247.0,4.769744516210785,1.2846642139820352,1.8280062445270768,0.013474221088830594
248.0,4.723881694756761,1.2813373454408648,1.8206993405705063,0.013313036501019586
249.0,4.789815411536706,1.2774469382450282,1.8134560560707196,0.013154491469198275
250.0,5.169101769158771,1.2735323583253062,1.806604432102649,0.013003265235430023
251.0,7.28506393608888,1.2698040793159795,1.81010752758292,0.013001941513541075
252.0,9.082027611290941,1.2712034327117863,1.8106552760031787,0.01295838944078319
253.0,11.062379325026324,1.2715976152554407,1.8128382594681605,0.012938513996029723
254.0,12.351425090339673,1.2727088830301452,1.8096805565752039,0.012842916536652312
255.0,15.463284631093774,1.2712501010174564,1.825357327037018,0.013015349106905183
256.0,14.587619994918938,1.2788354440574212,1.82009523281462,0.012890064811340491
257.0,15.539345482467413,1.276926793619716,1.8151882502030443,0.012770962727423217
258.0,16.162773822965914,1.2743402261631607,1.80911046023348,0.01263660485454129
259.0,14.797228785427125,1.2711130594088518,1.8064827665486094,0.012551461483988913
260.0,17.091155325951092,1.2695303137548262,1.8116754259889174,0.012575355743801246
261.0,16.756221557152063,1.2719522214800638,1.8050447197992472,0.012435826108683752
262.0,20.337061167607057,1.2688939742980918,1.8274011883714114,0.012697319784263295
263.0,23.671226941982873,1.2796266771059561,1.8461500368038606,0.012910113478753394
264.0,21.50793600821956,1.2897683537020705,1.8500729940309517,0.012916113521670375
265.0,22.247057319665092,1.2926041785693894,1.8444068676423604,0.012788859749647758
266.0,21.85086529351703,1.2900919629126082,1.83788454207222,0.012651009700329641
267.0,21.928938667703815,1.286671660097181,1.8310661236740031,0.012510459512188581
268.0,22.292211358708098,1.2830198902835037,1.8245823560682137,0.012375839308830612
269.0,22.16377513105552,1.2795074412660878,1.8178865575407237,0.01223967235587875
270.0,23.81545051343042,1.275899023729729,1.8172733643957306,0.012186282217498812
271.0,25.20076064932118,1.2752761467594553,1.814874043899311,0.012109440423600876
272.0,24.564501025011772,1.2740388112524204,1.8091438537869025,0.011989016423790935
273.0,21.453221384755807,1.2711028867606775,1.8237718167899413,0.01213921036393169
274.0,16.807954027890382,1.2780438401705678,1.8648034882816833,0.012645425636027397
275.0,16.216683570102703,1.2986992268587119,1.8588613054041427,0.012519439683799977
276.0,14.615414683029925,1.297703143072773,1.8578877680092705,0.012461180355662342
277.0,15.431231452523903,1.2971378727710712,1.8527057297301632,0.012347188924370419
278.0,15.98014770853492,1.2945584429310453,1.8467529205159812,0.01222400125245271
279.0,14.723429674386903,1.2914160962452694,1.8436370730082183,0.012139277346322537
280.0,17.636029766898268,1.2896080266089514,1.8555752324063004,0.012253236452383258
281.0,18.10627508379637,1.2952730741153444,1.8495026472202059,0.012130000149200529
282.0,16.67707587622998,1.2928248778107347,1.8474207515922172,0.012059941460825273
283.0,16.76376814224447,1.2915857509416955,1.840954805854103,0.011933502102807456
284.0,18.821621406589717,1.288310340512303,1.8435942406362567,0.011925753417919915
285.0,19.280069007417325,1.2893064693365697,1.8376207469418504,0.011807167865703233
286.0,20.73212826340683,1.2864717140923514,1.8357203527848656,0.011741704577103104
287.0,18.507005110322947,1.2852852836434492,1.8398474750656706,0.0117536067066164
288.0,16.10018486771135,1.2872000689025225,1.8457613863733533,0.01178835673158091
289.0,16.52692582388522,1.2902654615626477,1.8398039834782545,0.01167199550904294
290.0,14.966447189408077,1.2876277433932828,1.83861305571777,0.011616831507408372
291.0,13.904177122938009,1.2868068046238916,1.8346976026490018,0.011527792099883544
292.0,11.723496253601446,1.2848139352997225,1.8383424774077217,0.011534140150995085
293.0,10.73251281525694,1.286420750040437,1.8341518343687366,0.01144256105958572
294.0,9.64591853645911,1.2845115997136412,1.8303925175967228,0.011357073791437522
295.0,11.103021861305361,1.2824956570409252,1.828588264853174,0.011296402170130882
296.0,7.338047930021235,1.2814291871682504,1.851435373597497,0.011541457719219205
297.0,5.896287811293553,1.2925101097759024,1.849549631091586,0.01147930818077524
298.0,6.207399812437208,1.292597406236171,1.8435833816221796,0.011367223026734017
299.0,7.278369622617481,1.2896884097336931,1.8397979419186077,0.011282854890293147
300.0,5.658319303749089,1.2875728005451381,1.8390317929732813,0.01123600643045356
301.0,3.2353576933515313,1.2870069505108652,1.8448374602672422,0.011269620049024135
302.0,4.3566019632409505,1.2897964274545053,1.8413143846214575,0.01118956654460032
303.0,4.7025635687936065,1.2883250867708922,1.835518029086303,0.011082652747042322
304.0,0.5191971966042663,1.2853526555846881,1.864476888332368,0.011397619892214914
305.0,1.1723860688551002,1.2992134054503073,1.85927140673992,0.01129702667947922
306.0,2.488936981114536,1.2979498691633387,1.856721099245514,0.011229359089196972
307.0,1.153236970462072,1.296591523175793,1.854284101884481,0.011163537436693299
308.0,2.4801324752063834,1.2952792154106396,1.8518114874981113,0.011097753350258796
309.0,1.9287223941817047,1.2939531523986638,1.8464603253862488,0.01099811526846933
310.0,1.9129320191527122,1.2912182809278028,1.840542674738225,0.010892595940619098
311.0,4.511960188139588,1.2880753880932287,1.8478889256980822,0.010944530390120553
312.0,3.7136885999465665,1.2913841438754952,1.8432553562333622,0.010854921112725173
313.0,6.113653040531704,1.2894183608854384,1.8486311423984212,0.01088355764536717
314.0,7.342475234163863,1.291868428311974,1.8457280079726632,0.010814958347348367
315.0,9.896186506610787,1.2906716573669574,1.8525574747607665,0.010860662016746797
316.0,7.834879755510696,1.2938986451000671,1.8549917448336288,0.010854871840381423
317.0,6.430135506786623,1.295379496901199,1.8530035521665962,0.010797553975918313
318.0,6.6222403369586225,1.2945441756216325,1.8472841292953213,0.010697362552809947
319.0,10.162094323918115,1.2916745477616813,1.865543260498163,0.010875786427469116
320.0,7.992403992675456,1.3003120529678083,1.8688671509073194,0.010880574541247481
321.0,7.589027664308582,1.3027198058040117,1.8633952528426658,0.010783359839492494
322.0,8.661846966005715,1.3002786331734473,1.8598486777079513,0.01070909320115175
323.0,11.052438148421059,1.298328285448868,1.8650204175844458,0.010735497401255742
324.0,11.510399105303257,1.3006679323364503,1.8596997544764395,0.010641486697845322
325.0,11.316964554028608,1.2982911904709036,1.854083475067348,0.01054486359668041
326.0,11.18832812538838,1.2953357200300553,1.848461929856318,0.010448964850544782
327.0,7.354913710331962,1.2923219492058589,1.8703369286812006,0.010665122642648251
328.0,7.35427040175194,1.3026987880499261,1.864669241803094,0.010568362861174848
329.0,7.549654496092932,1.300896921990782,1.8591074423975287,0.010473577219326912
330.0,11.456062050667482,1.2980233460356767,1.8819644162245523,0.01070027209648163
331.0,13.909469873920026,1.3088580930107232,1.8876932508207627,0.010733089786729693
332.0,13.3782758301632,1.3126337360244362,1.882573726274358,0.01064289439897454
333.0,14.52584465994165,1.3105050979957735,1.8794192079450236,0.010575498680217663
334.0,16.257793077891538,1.3087795062926715,1.8794153315060773,0.0105438865322391
335.0,19.764065045475483,1.3086185028857675,1.8966912357805426,0.010706659654424768
336.0,18.562439862320836,1.3169558486055086,1.893788076819566,0.010642235251940507
337.0,20.47771624666865,1.3163317651493842,1.895031088332659,0.01062468291641202
338.0,20.73005816473349,1.3168741024251147,1.8895757916597082,0.010532438561729833
339.0,19.29915909107074,1.3142877069481336,1.887813126813081,0.010481877652258182
340.0,19.3395212597915,1.3131951872968477,1.8822962018083471,0.010390143669625014
341.0,18.54258290159602,1.3104224360611163,1.877969160069531,0.010312187620386723
342.0,19.061100022775708,1.3080685467377233,1.8729988184610347,0.010227768437190764
343.0,20.009576950767432,1.3054391452388638,1.8691963968633807,0.010156672005950712
344.0,20.441595228711922,1.3033500167452923,1.8641299560770783,0.010072407226504144
345.0,18.885492247921256,1.3006939159996422,1.8630901162838132,0.010032094743914545
346.0,17.035568584253422,1.2999450152851146,1.863842068510032,0.010011260104748575
347.0,13.057449645280109,1.3002425785989022,1.886676359311401,0.01022858530110495
348.0,13.206732342288818,1.3113418963085939,1.8813260471691426,0.010141512022226564
349.0,10.480000713991636,1.3097811608516325,1.8892429804214739,0.010197825825919469
350.0,13.362433174608235,1.3134686395364599,1.8987583277124072,0.010271462071388082
351.0,10.963092657560615,1.3184055482559534,1.9037182720850605,0.01029586153258673
352.0,11.487712792994595,1.321257465435298,1.8988343710104425,0.010214084896687316
353.0,13.037772307844145,1.3191689796726027,1.897766411299202,0.010173777830100147
354.0,12.300357877489034,1.3184589027982205,1.8934016398237108,0.010098506393484839
355.0,8.691432352647373,1.3162847285393573,1.9111068212599285,0.01025935191647817
356.0,7.669160402746295,1.3246125799617485,1.9076332849536934,0.01019345868309025
357.0,8.409303583045167,1.3237242369571423,1.9032895663432678,0.010118746294276941
358.0,12.140700411386305,1.3215482553747329,1.9225220089577546,0.010295517757456714
