scale,W
2.598699135064938,0.13598283563115468
2.9034869385725015,0.11901369101129305
2.86596595851287,0.11378182334171083
2.953828777130897,0.0785947233513001
2.8119943788736452,0.08089495951150186
3.0190053743379033,0.07884065567886112
2.898170700234595,0.07216407301528562
2.9015116942770023,0.07102132884040196
3.1148092783887904,0.06572172554809311
2.9016870447332277,0.06354494976275384
2.957516862327238,0.06600372807742674
2.9553675089039477,0.0650312673310734
3.157835501232308,0.06683073993672865
3.1689663281538105,0.06628170281042178
2.8919438097446615,0.0681023518020079
3.107270021115533,0.06391919146686756
2.964175294882769,0.06248338358893415
3.209375443012101,0.06069390379175221
3.1338928400467387,0.05641096823694626
3.0553275479395077,0.06084474049198426
3.0571926767805695,0.05808434421491502
2.8582521645609624,0.060666663680697196
2.9694895452761605,0.06024880082297969
3.1263128901124517,0.06137165844616896
3.168008061018783,0.0561382654769634
2.9973092661326093,0.056537758548513964
2.8970106517852208,0.059211768778378686
3.1041465045393495,0.06213727832060196
3.069586104578966,0.06214615614105696
2.9947948434673552,0.06028640203584666
2.997329734320027,0.05931406687719342
3.2286802157929246,0.05788548531527619
2.9799597618619864,0.06365252017707977
3.2133957945096485,0.062489863232090284
3.1987467611079645,0.05747814416885308
3.166205684687494,0.06568731894534206
3.100310353082474,0.05843758821948656
3.0046075875785703,0.06022169611694871
2.9954655646459485,0.06332436606633991
3.102289575481647,0.06256521414889003
2.937007615925433,0.05449814412385531
3.003945947387645,0.057574547471118856
3.046236337007289,0.06489151415504261
2.975995101182459,0.058712566339444695
3.062802924764581,0.06219998555132769
2.9842948010351806,0.058357185018022645
2.9238439519552775,0.06170793946326512
2.7761247688774486,0.06181502177258789
2.845074631985433,0.06220448836862535
3.202428291121101,0.05896286338934385
3.037494883743565,0.054828044718049675
2.9438233052889067,0.06325239002685318
3.2996426071172125,0.06120516575296771
3.0511838185633655,0.05504815963842514
3.03878378018585,0.061023212174181114
3.1278628783512725,0.06023691737281426
3.1576205453316586,0.05892548637085866
3.0654182599213007,0.05894402021572905
2.798841597551808,0.056427194051763906
2.9676072878767874,0.06365441124256628
3.2211121756971184,0.06286866021708923
3.0728793690522727,0.059225751956778386
3.118892861879443,0.05194629647139574
2.987908304767582,0.05894252427390281
3.1135771984317726,0.06487781855389527
3.0955438001479494,0.05628109638457075
2.9237856934744793,0.06166434123344025
3.136272473565086,0.0589719669525483
2.9727885380239814,0.05449146950797048
3.1397393371958175,0.05513848726048903
3.1273395428591826,0.05788985676422796
3.1644834480826503,0.06324729340830858
3.1120856359984854,0.05357620459071197
3.1809460083339016,0.06150318026732272
3.084678947729522,0.05570546993145007
3.2269350256620726,0.05768799237070651
2.8659821538653745,0.06019838945234935
2.85314268478145,0.058811513625004454
3.0962889057614853,0.060655623854168846
2.9347671131435016,0.056768413533841336
3.016198393047106,0.05914261156168622
3.240532629787869,0.05601481083621297
2.868182470361604,0.06193479296762944
2.8174829685863365,0.06241036123538919
3.3331127588800418,0.055858689424444365
2.92636411866365,0.05846338862515634
3.0362112901654634,0.06036084603980173
3.1105857416215534,0.059759297702711184
3.000361532359314,0.05930642023991514
2.9399874930982914,0.05974804088858724
3.0420487458046455,0.05666723450812203
2.971977962915351,0.056207565606069
3.0104106065529,0.054241802706353884
2.8602239995000827,0.05845392245186902
3.114905528382203,0.05777755388071694
3.1516429162723933,0.0587025273362562
3.064021164381929,0.06038635656618324
3.0833428636965152,0.05275124818066759
2.933049478246023,0.06126546254125409
3.147602636857671,0.06052775127366203
3.1792269901477463,0.05649645769200498
3.0461037379183895,0.059021933482352726
3.1592377812657415,0.06105860237235801
3.0402398804501014,0.06132719451207927
3.059400255663448,0.06588317970837898
3.229314783297848,0.059220982818709154
2.9908827759219485,0.062194594343289854
3.007543303827655,0.0566520918101098
2.8032996765076272,0.059167504310032766
2.8184548967674607,0.056931846030996526
3.039864762767816,0.059670401350685985
3.046999935853296,0.061348646078357154
2.919520739017569,0.06488246136331162
3.2758707799365565,0.059825600133003976
