time,smoothed_mean,smoothed_variance
0.0,-0.9457172877291421,0.8138593383654928
1.0,-3.7828691509165684,1.0217494138478855
2.0,-5.421953155930589,1.0422281837682892
3.0,-4.785775139939735,1.0442454999700352
4.0,-5.104038645035078,1.0444442211175282
5.0,-4.591979760808227,1.044463796677585
6.0,-6.024340515001077,1.0444657250206746
7.0,-5.026924655537353,1.044465914977287
8.0,-4.999024666068159,1.0444659336894728
9.0,-4.889807452170188,1.044465935532767
10.0,-1.611160362055287,1.0444659357143455
11.0,-1.172053291999499,1.0444659357322323
12.0,-4.023272169801663,1.0444659357339945
13.0,-5.006204266038776,1.0444659357341681
14.0,-4.497605117011024,1.044465935734185
15.0,-3.606709740761119,1.0444659357341868
16.0,-3.358033868389115,1.044465935734187
17.0,-1.6209015059203566,1.044465935734187
18.0,-1.4911036951007548,1.044465935734187
19.0,-1.9831865399009554,1.044465935734187
20.0,-3.70515352694304,1.044465935734187
21.0,-5.791559344370045,1.044465935734187
22.0,-6.014221326236018,1.044465935734187
23.0,-5.516206316248821,1.044465935734187
24.0,-7.779766326740075,1.044465935734187
25.0,-8.905872710826149,1.044465935734187
26.0,-8.776191576430088,1.044465935734187
27.0,-8.650373788230368,1.044465935734187
28.0,-9.083815137279347,1.044465935734187
29.0,-8.846618583647187,1.044465935734187
30.0,-8.046894658654477,1.044465935734187
31.0,-7.444589553337843,1.044465935734187
32.0,-8.087133581714616,1.044465935734187
33.0,-6.63468387488012,1.044465935734187
34.0,-6.392011801900531,1.044465935734187
35.0,-5.722166810761735,1.044465935734187
36.0,-5.116646152070959,1.044465935734187
37.0,-3.9698890608274184,1.044465935734187
38.0,-1.9788773198354017,1.044465935734187
39.0,-3.263596394477737,1.044465935734187
40.0,-3.770797339962915,1.044465935734187
41.0,-4.676750435594642,1.044465935734187
42.0,-4.389091424224529,1.044465935734187
43.0,-5.692251002568908,1.044465935734187
44.0,-5.3723193121162325,1.044465935734187
45.0,-4.405652623721538,1.044465935734187
46.0,-6.731839990837944,1.044465935734187
47.0,-7.672800259324988,1.044465935734187
48.0,-6.937473692596434,1.044465935734187
49.0,-6.013828235285461,1.044465935734187
50.0,-4.213675932772256,1.044465935734187
51.0,-1.103750078380319,1.044465935734187
52.0,0.9472362582456559,1.044465935734187
53.0,0.17195935690854414,1.044465935734187
54.0,-1.4291103851671092,1.044465935734187
55.0,-0.5524183381499532,1.044465935734187
56.0,1.1747668877539894,1.044465935734187
57.0,1.332679114538128,1.044465935734187
58.0,1.2033509003808978,1.044465935734187
59.0,-0.15993828492246015,1.044465935734187
60.0,0.4119315486603097,1.044465935734187
61.0,0.9151251077879812,1.044465935734187
62.0,2.2448002259556015,1.044465935734187
63.0,3.3656412689870248,1.044465935734187
64.0,2.1649997549011597,1.044465935734187
65.0,2.3259899768007872,1.044465935734187
66.0,2.194133750518031,1.044465935734187
67.0,0.7496755770550614,1.044465935734187
68.0,0.21393315556768544,1.044465935734187
69.0,0.9966515666803477,1.044465935734187
70.0,0.002850965960995433,1.044465935734187
71.0,0.9312746720156664,1.044465935734187
72.0,1.5980753999399209,1.044465935734187
73.0,1.7713751245314873,1.044465935734187
74.0,2.2869653615798557,1.044465935734187
75.0,1.012551964956116,1.044465935734187
76.0,-2.167271073358947,1.044465935734187
77.0,-2.8061890775462235,1.044465935734187
78.0,-5.424934387431454,1.044465935734187
79.0,-7.898570830018248,1.044465935734187
80.0,-7.562026035011313,1.044465935734187
81.0,-9.869072304293073,1.044465935734187
82.0,-10.142488514968283,1.044465935734187
83.0,-8.72337617267008,1.044465935734187
84.0,-7.748416786199489,1.044465935734187
85.0,-5.740790645436326,1.044465935734187
86.0,-5.853719276052938,1.044465935734187
87.0,-4.306322855709784,1.044465935734187
88.0,-2.0161098109030595,1.044465935734187
89.0,-0.7712886381210242,1.044465935734187
90.0,0.8220394270376532,1.044465935734187
91.0,0.21638903595250247,1.044465935734187
92.0,1.2824414553960826,1.044465935734187
93.0,-0.3367765815228134,1.044465935734187
94.0,-0.5181708970793533,1.044465935734187
95.0,0.26567261480053017,1.044465935734187
96.0,0.4921941249241093,1.044465935734187
97.0,-0.3086412896924663,1.044465935734187
98.0,-0.6603795229884819,1.044465935734187
99.0,-0.05594565560710868,1.044465935734187
100.0,0.9111422685366949,1.044465935734187
101.0,2.0125167829928645,1.044465935734187
102.0,2.7831344463657377,1.044465935734187
103.0,3.0927089195202453,1.044465935734187
104.0,3.4079492687702904,1.044465935734187
105.0,3.7933273504974028,1.044465935734187
106.0,2.796180432987262,1.044465935734187
107.0,2.123057557809234,1.044465935734187
108.0,2.4653890472819886,1.044465935734187
109.0,1.7948737033393354,1.044465935734187
110.0,1.335071736528415,1.044465935734187
111.0,1.097953213420548,1.044465935734187
112.0,1.4364040314941182,1.044465935734187
113.0,1.2261638833876949,1.044465935734187
114.0,-0.7121734918291366,1.044465935734187
115.0,-1.0668459017648297,1.044465935734187
116.0,-2.3303766152504877,1.044465935734187
117.0,-3.107094718525394,1.044465935734187
118.0,-3.0632394736676876,1.044465935734187
119.0,-3.6181111746988512,1.044465935734187
120.0,-4.047094892018442,1.044465935734187
121.0,-3.713392364039266,1.044465935734187
122.0,-4.377773140966358,1.044465935734187
123.0,-4.577371277512407,1.044465935734187
124.0,-3.3821264495248324,1.044465935734187
125.0,-3.938348238192418,1.044465935734187
126.0,-4.458386918136484,1.044465935734187
127.0,-4.632610628508556,1.044465935734187
128.0,-5.247424876505636,1.044465935734187
129.0,-6.011944132402384,1.044465935734187
130.0,-5.815739745182457,1.044465935734187
131.0,-5.481003309502928,1.044465935734187
132.0,-6.764525967320321,1.044465935734187
133.0,-7.196702038571842,1.044465935734187
134.0,-8.165512459231085,1.044465935734187
135.0,-9.101514204160726,1.044465935734187
136.0,-11.273013916322288,1.044465935734187
137.0,-10.963273805231426,1.044465935734187
138.0,-11.256304212572514,1.044465935734187
139.0,-11.605907600533778,1.044465935734187
140.0,-10.867877769740158,1.044465935734187
141.0,-10.081478312332099,1.044465935734187
142.0,-12.097525128110085,1.044465935734187
143.0,-13.514205577820453,1.044465935734187
144.0,-14.08319724732732,1.044465935734187
145.0,-13.853232382844817,1.044465935734187
146.0,-15.213753901265424,1.044465935734187
147.0,-14.848988761621092,1.044465935734187
148.0,-14.949831829330208,1.044465935734187
149.0,-14.608556029665168,1.044465935734187
150.0,-15.82577256046776,1.044465935734187
151.0,-17.433568890499554,1.044465935734187
152.0,-17.974630520896376,1.044465935734187
153.0,-17.35833963466826,1.044465935734187
154.0,-16.14095271900922,1.044465935734187
155.0,-15.788021168213437,1.044465935734187
156.0,-15.793172242266703,1.044465935734187
157.0,-16.094044497325825,1.044465935734187
158.0,-15.662134830751663,1.044465935734187
159.0,-16.298428442466268,1.044465935734187
160.0,-15.873767665330133,1.044465935734187
161.0,-16.883853964090132,1.044465935734187
162.0,-17.39105241611701,1.044465935734187
163.0,-17.37331967234943,1.044465935734187
164.0,-18.405450790395108,1.044465935734187
165.0,-20.163971831982394,1.044465935734187
166.0,-21.375149880732177,1.044465935734187
