time,sampled_mean
78.0,-4.543309755763013
79.0,-9.128737243906187
80.0,-8.524082616153631
81.0,-11.467461593452745
82.0,-11.394464612271548
83.0,-8.57019809602834
84.0,-6.449586842378263
85.0,-7.304316753377913
86.0,-4.9765836208695085
87.0,-4.155600649299259
88.0,-1.672480662914037
89.0,0.01419556322294693
90.0,1.6447493130561348
91.0,-0.7774017658040223
92.0,2.645787621204537
93.0,1.1774531958121708
94.0,-1.5026737893613256
95.0,0.8958719688381583
96.0,0.8605824794072967
97.0,-0.07859219422441163
98.0,0.12072179144635788
99.0,0.1781826979560885
100.0,-0.4228771029445408
101.0,1.5650711590044422
102.0,1.9426344178660224
103.0,2.6137350498711043
104.0,4.854620071910151
105.0,4.1092946391914005
106.0,1.3998217552278391
107.0,2.6322911863253906
108.0,4.153333043185711
109.0,2.4451225401248378
110.0,-0.6362124407752368
111.0,0.11528616708970593
112.0,-0.07753501068463203
113.0,0.45578340127174366
114.0,1.9748399850897735
115.0,-0.26832519550143535
116.0,-3.0873649224558806
117.0,-3.5756070114399483
118.0,-5.855478425826807
119.0,-3.7125328369680854
120.0,-3.728955573891661
121.0,-4.791484638802721
122.0,-5.095187944776904
123.0,-4.937502675876293
124.0,-4.3333846825967655
125.0,-2.039447974149414
126.0,-2.3124943735039967
127.0,-2.545198951139346
128.0,-4.161554831759526
129.0,-6.858680747596095
130.0,-5.938767110872206
131.0,-4.7409054149285
132.0,-6.577767209094348
133.0,-8.360439073104514
134.0,-9.586870871322402
135.0,-12.018118466960594
136.0,-11.228961795872278
137.0,-11.904684474179987
138.0,-10.911741092540328
139.0,-11.408473347832144
140.0,-9.118413445498597
141.0,-8.893337719739023
142.0,-11.228951544916125
143.0,-13.49691877207582
144.0,-13.360992418996299
145.0,-13.578905073084073
146.0,-14.119180159488703
147.0,-15.135732316079626
148.0,-14.336183960647634
149.0,-14.495407195454904
150.0,-16.364515139827283
151.0,-18.522886179789804
152.0,-16.803732013881067
153.0,-15.211825980190165
154.0,-17.150789361472672
155.0,-16.97714416703994
156.0,-14.89273681919936
157.0,-16.698950833437294
158.0,-15.619424418513965
159.0,-16.099272727592954
160.0,-17.74823456540617
161.0,-18.46971246816094
162.0,-16.398886554299587
163.0,-17.258238849196047
164.0,-18.195804519444188
165.0,-19.7418428607841
166.0,-21.372017279667833
167.0,-22.386511787215586
168.0,-22.3929374359431
169.0,-21.64083628135605
170.0,-20.659440685714706
171.0,-20.252419706907016
172.0,-21.47495726004629
173.0,-21.21880115125869
174.0,-18.913200610226344
175.0,-19.81978383767991
176.0,-19.071766403696216
177.0,-18.68685962191406
178.0,-18.233596461747066
179.0,-17.49864989817765
180.0,-20.534059034929673
181.0,-20.493197751424383
182.0,-17.887885010386114
183.0,-16.67841125782443
184.0,-16.371372307863574
185.0,-15.609766347786746
186.0,-15.651388027872622
187.0,-14.35185283879221
188.0,-13.210341047596932
189.0,-10.878695620542159
190.0,-8.279171089411586
191.0,-9.22155621199819
192.0,-10.387956201950693
193.0,-10.38683955747018
194.0,-10.330377179745474
195.0,-12.518540201517228
196.0,-11.439344962113081
197.0,-10.184209494943072
198.0,-12.168606280755297
199.0,-11.148150465141944
200.0,-12.128365562308923
201.0,-13.014031724336308
202.0,-10.727214145470356
203.0,-11.701318001667428
204.0,-11.031150059528965
205.0,-11.380776371860257
206.0,-14.358458586285844
207.0,-15.429586173162903
208.0,-16.64317408242642
209.0,-19.182083723278343
210.0,-19.329621949584546
211.0,-21.9196180181061
212.0,-24.703184918693292
213.0,-24.507657177502306
214.0,-20.230983317276785
215.0,-18.035659041188236
216.0,-20.709311025456113
217.0,-22.44516294205102
218.0,-24.616060605745606
219.0,-25.614973008693397
220.0,-27.732052136303523
221.0,-27.189276263070234
222.0,-23.547860764104023
223.0,-21.862029526822884
224.0,-22.52513729549543
225.0,-22.566415659177125
226.0,-23.391411161337622
227.0,-25.570625096690204
228.0,-24.44393209658309
229.0,-24.79487131128919
230.0,-24.148696815972453
231.0,-20.800512938156224
232.0,-23.159963948372027
233.0,-21.944352656398095
234.0,-23.017776502682032
235.0,-21.648466939994336
236.0,-20.6203888811444
237.0,-22.86125356619695
238.0,-25.64128181950939
239.0,-23.41011802798669
240.0,-22.022716330665975
241.0,-19.39908549988102
242.0,-19.377409863036217
243.0,-20.722751041897467
244.0,-20.19844443886316
245.0,-19.371588789516032
246.0,-21.347959954588763
247.0,-16.670862262403165
248.0,-17.85589474877958
249.0,-13.767289293578354
250.0,-11.07781809648076
251.0,-14.342815748443297
252.0,-13.909049674003278
253.0,-13.863101741827045
254.0,-13.140547481009545
255.0,-14.184458334954309
256.0,-10.86114655460538
257.0,-12.269587438157062
258.0,-13.400695482883297
259.0,-14.700715619089754
260.0,-16.25952535350541
261.0,-18.65932553994541
262.0,-17.14896613510794
263.0,-17.012146712669722
264.0,-19.392020272436344
265.0,-19.824574790896133
266.0,-18.564127201208667
267.0,-22.917150755652717
268.0,-22.905445079262254
269.0,-26.693317703830854
270.0,-29.40756016995434
271.0,-28.824330064580927
272.0,-28.583643221641193
273.0,-30.27383298474985
274.0,-31.787968993300478
275.0,-31.78658570278634
276.0,-30.892772668433995
277.0,-32.33397379250453
278.0,-33.21464303570992
279.0,-30.305467085886434
280.0,-33.58475910475659
281.0,-33.712697149377895
282.0,-33.103512664617256
283.0,-32.98036049621356
284.0,-33.75201137204219
285.0,-35.05297278052199
286.0,-34.24569878794399
287.0,-33.28365992179527
288.0,-34.08838705924043
289.0,-34.89998426549301
290.0,-35.30932236533803
291.0,-36.294795525169675
292.0,-35.41193478351571
293.0,-33.048304759512384
294.0,-28.820903229214053
295.0,-29.08935323979697
296.0,-27.470331526193853
297.0,-26.987081735951232
298.0,-25.117474290386152
299.0,-26.851217096609883
300.0,-24.394774861303887
