V,W1,W2
2.976831897155358,1.9213553699366508,0.908362453774158
2.715585021653795,1.9665413035016996,0.8787755555109684
2.920549268463998,1.8949753413118526,0.8867399251337976
2.8256546670406544,2.024648125982464,1.0046046331728289
2.710211846486864,2.1453980796092167,0.8887751756664649
2.909134735722647,2.09749482712559,0.9227988632969726
2.8280907386037475,2.2281933081950718,0.9179088471738809
2.650388295707686,2.1614732146355626,0.8988565455345313
2.6799532006768394,2.0121179848987607,0.9965650840226857
2.6919865900623745,1.7656881233218573,0.959120172804269
2.792930619052563,1.8207219354595157,1.1353836766054086
2.546450312736002,1.8450956755872447,1.0510850707930441
2.5726962482336977,1.7323671576060165,1.065816971066578
2.8836937769466098,1.7620826432879833,1.1169525396989575
3.0028650645818034,1.8382473605483918,1.0773167860898072
2.9266879349872412,1.7673317307854088,1.1029338965990534
3.0815328640543815,1.8127379093984297,1.0674871965932904
2.9539375386084283,2.0810683212726238,1.0251628384345044
2.9914491496311033,1.9447925796475651,1.0515705853202122
2.823846792591872,1.93182044325116,1.1062143438790837
3.307499020289871,1.8079180539986448,1.0681860818826536
3.3142099943636802,1.6937641524814804,1.0473590348226605
3.0126425101506666,1.7824009573015356,0.9851784215627488
3.341068368525941,1.7135744867882619,0.9968813684491474
2.9751391129524043,1.5512924678207392,1.0775417595228352
3.0306389100392725,1.5422826345809793,1.2364005601916948
3.2077761945783325,1.652934869504557,1.077691040078406
3.116056850439918,1.6892580846705845,1.0291432283917767
3.125721073898228,1.8378668729338206,0.9971928290751433
3.2510779589497854,1.9874410489308951,0.9666080370477301
3.2603546218149613,1.7844223591478474,0.9501794071785242
3.0353835867817245,1.6094508289170395,0.863977717246956
3.0460815885819987,1.472806360159982,0.9479687251710615
3.257645357923528,1.4199827358762935,0.9238941373996864
3.2796069734191065,1.2805132259905168,0.9664884720607655
3.27258105993117,1.2760114421662025,0.9196655540423609
3.253521746646151,1.286460171622967,0.858449718493952
3.160043419645628,1.380441145170085,0.8327134842578386
3.160690610633949,1.410752130865015,0.7721717619550148
3.071203074249349,1.3531059826989618,0.8716603438322797
3.2590664182297977,1.240029409341933,0.9823759654317562
3.116290102221203,1.3346580578508327,1.0516037927802941
3.301648767059727,1.289663744453073,1.076514024975364
2.949934797179811,1.5034065930107152,1.177048032031942
3.317808742568577,1.5941065035977084,1.0470374718206634
3.2120379354528046,1.6170914173280981,0.990376756013545
2.916600621562707,1.3743465429689572,1.0122743245548882
3.4347708460230066,1.3325112646562058,1.0679869396139308
3.0209196123096747,1.3130551662580974,1.009075680425476
3.1667511915386126,1.2467353648784962,1.0630786297946826
3.1026215286954693,1.1591123796827256,0.9635771807097002
2.851388769898788,1.2576363960044232,0.9900144664390543
3.0097125506508426,1.2349458771819204,0.9456787946800373
3.493898646967248,1.129178813345369,1.0013983149329393
3.272633638472351,1.1143320527058074,1.0297697581970549
3.056380711846877,1.1286705809554247,1.0314174980406736
3.1495782573551465,1.2413460516635024,1.0355129190203212
3.389829043265405,1.3277826151662548,1.0437057056097034
3.500906456630752,1.2318721412578726,1.0005724067394919
3.5492855333531987,1.1508736970126514,1.0209372606502651
3.2232435382553453,1.1120690419303678,0.9401206239532913
3.2015292732379415,1.1422670860050108,0.8805736247658139
3.286387333501314,1.1873605408749581,0.9014583654774694
3.2571507288915087,1.2328078285589779,0.8848568083567347
3.0789681976131122,1.1888333423602488,0.8651991932952476
2.986335511769498,1.1589000600443928,0.9245957578662082
3.4507695163834833,1.1820456696173987,0.9088219970276057
3.3368890345862816,1.3369497592603836,1.0471297131394706
3.1832783292221007,1.3132380023506283,1.0353640391921115
3.552325359271936,1.2882892655210805,1.068949128247852
3.4081176075233635,1.188155067831932,1.2328392330731555
2.9746142653521472,1.1250648033589752,1.2400807612581302
3.226998299332433,1.1822933510660651,1.3067802279742404
3.062699836454483,1.1244404035424216,1.2593416833906903
3.2018328528352042,1.2243262043520187,1.1691606996031472
2.94082219691864,1.2615847217335627,1.1782609506995074
3.0132923200914328,1.3350566420788454,1.0742048686974381
3.029759861542092,1.4087396132221541,1.0840761495968299
3.0476764798642706,1.4151309176620432,1.0015459906252426
2.6984867911801613,1.3514595155370925,0.9922309294344817
2.701054893002388,1.4034877536927137,1.0409754515904632
2.810329327608134,1.3752806085376346,1.1374233364293584
2.8078163818035957,1.3807732749988944,1.1920366777678657
2.900232264065882,1.4812792237997094,1.2468582593610327
2.755088537375976,1.4392670196861725,1.1191288056905595
2.9668889992555636,1.463729089001771,1.0330022373211567
2.9184088900883354,1.4754575282235447,1.0067595217803171
3.0364384756277967,1.4285498121672984,0.9248628994196837
2.9824751800881013,1.535329158899931,0.8916082671219744
2.964177906619331,1.6406342631453523,0.9524562827787345
2.8406444072940387,1.5696416848723314,0.9644274936158999
3.037041416804351,1.5809953636747767,1.0096826093173918
2.9621176169625043,1.5617076983175362,1.0117646845006163
3.243635229087739,1.6373101701073518,1.0927475781472686
3.0428333273673505,1.479490497952129,0.9815119325719889
3.0943762102587775,1.4783100772391835,0.9464546115119834
2.819938958466007,1.5303618785045023,1.0379818660348314
3.1361850697492732,1.4313616466792214,0.9404264315445388
3.0930989420087633,1.6750012008508564,0.9324987123025094
3.0031995071961504,1.6317145574772216,0.922711128962499
3.0885891849180656,1.6238842387725587,0.9641163912168461
2.9349272099557213,1.6942741864148934,0.852166879283784
2.8543848484562324,1.7462572271049255,0.7965373283164402
2.99068150412195,1.7644363572167467,0.8336025493871846
2.947259347338531,1.7771810728855093,0.8422548877139467
2.944549218129602,1.936701619543795,0.8845316944965156
2.940137328898783,1.9860228665203297,0.8977345342667624
2.7961935735051453,1.9940974490376993,0.9907636055776767
2.8412486034995252,1.8979431786041958,0.8688553869909215
2.7328319148191094,1.7002556106233118,0.8769568895590122
3.0132386464540253,1.6278959659955836,0.9088892486274459
2.882393966482091,1.8465307998710092,0.9126590231230776
2.908461074336924,2.0038574809538434,0.9315062678638555
2.901969470185213,1.9469795439144586,0.959519482841067
2.707049124903981,2.0049004086000286,0.996814341871749
2.9241054823222417,2.0852309022442057,1.0234136267958056
2.675588993614249,2.252161475711184,0.9888204364379514
2.6070415984334985,2.255285168148696,0.9769501871132574
2.568004807128796,2.2453937797501835,0.928828936616921
2.488024305654583,2.1141539190871312,0.8781884583005217
3.0179860980025177,1.8258935555633393,0.9201297071672966
2.9279129716065784,1.6280986830947566,0.9099257509376152
2.7735159155111933,1.569817086941818,0.8516382022610768
2.93880809038877,1.6036651000161297,0.9439718614282486
2.938880738559646,1.6715183391981223,0.9690230621328721
2.822231241109234,1.5811992827773858,0.9679072421512176
2.9736455884754873,1.641418130832321,1.1126667073757295
2.9878689279946617,1.472205119518824,1.0491609354492057
3.152657692801776,1.5193689321004031,1.0240548080221785
3.4223723406265782,1.6182045092204116,1.0020685541325212
2.8089337945689805,1.6233077287686277,1.0493660192178094
2.816617801975401,1.6804962880605763,1.0193556669953852
2.9927091415858884,1.8064882014232146,0.9687712718612226
3.083194999294239,1.7171753348894514,0.9502538276103317
2.963772473163162,1.6483943296826316,0.957721446257757
2.8521592928625323,1.6197903260665234,0.9054698756696773
2.997920311478476,1.7964282425466565,0.9162683791341589
3.0278829850423716,1.6864730576611806,0.8658682202663959
2.820948398256875,1.558799074712149,0.8615471642415784
2.7909670814266647,1.567714755967644,0.8412983233321757
2.949955761634575,1.5241374864561188,0.8802573366680176
2.9922082686052525,1.457482372828359,0.8467557782246609
2.9061207241251736,1.5711619073584433,0.8519419814826776
2.766237852695974,1.718029347838929,0.8014753328591049
2.7794763559372715,1.6266561299716615,0.8894719181118138
2.9032040932327354,1.5762760368122712,0.8838131968537105
2.8191146800454385,1.672478780558745,0.9221071078438412
2.9546752139318895,1.5479123191708273,0.9330924118728372
3.0610479682949188,1.4860842814499957,1.0099583338811344
3.1096157320711915,1.6190363808870196,0.9942788597579377
3.1933673837516907,1.6918630990860255,1.0506845918782164
3.037656444307478,1.457232595962044,0.9544689204919524
2.9169492656454086,1.4465673554955212,0.9764419659525095
2.80836270387247,1.4436708120082549,0.9912347678898873
2.810321497384908,1.5886004877318145,1.0671874903039573
2.823646016302068,1.5388582011732876,0.9801711864539882
2.8366210990351965,1.512089201808715,0.9158739479412304
2.583997295433068,1.5420521344941276,0.8814322662142821
2.651549026105854,1.6094056964498311,0.8931533158706947
3.023547340193036,1.7302580658940059,0.8989919201240215
2.9782095090078924,1.6853046792180977,0.911325853030772
2.8899043033127185,1.7339152945447678,0.8057466330457411
2.711662055278789,1.8461177738088408,0.819713031627041
2.9534721001821382,1.9292498217487162,0.8274349677657622
3.129817553331593,1.9248214745636907,0.8304775229963919
3.311934435753345,1.9033984831974,0.8651900521450727
2.8786319463377823,2.081901139877663,0.9237679998733993
3.0124036007939847,2.1558335405503657,0.9187566403433204
2.704718369441794,2.1568116232667416,0.8964899250174903
2.437295192841688,2.1565820385181214,0.8957660630402964
2.874247502679278,1.9182632297284419,0.9382307596867503
2.9368674299012967,1.974160735224149,0.8635073923525906
3.0814804884606133,2.0990130321010163,0.8544536082343482
3.0155896030984812,2.1495426517858656,0.8766533597000435
2.857009984745022,2.141674758988609,0.8147404288568355
2.754788289423939,2.0016996248966272,0.7812728528579965
2.5945916981609165,1.9473508849609014,0.7377238195984279
2.5823871184556983,1.8809500008755031,0.7675742418995024
2.5462583544527373,2.190299498516222,0.7878196597248288
2.70590529354762,2.1689923334312318,0.7681108487239899
2.50643758660408,2.251754939552867,0.8504273600998536
2.5086985961356594,2.1511727333707045,0.852193177571473
2.6260690077875752,2.1259311988622507,0.9317196841812028
2.5029391505763834,2.0553729030866945,0.9257947859092627
2.739498446221772,1.9430176289671341,1.0578492960640913
3.04095079824991,1.7847422067272147,0.9148696896519329
2.8334744197268087,1.8719767753407779,0.9138766692831586
2.8391217822494066,1.8487312357218002,0.8410200133092564
2.6723326912966066,2.076789686777302,0.9543578531218077
2.701091174899189,2.341926807204153,0.9678554817086212
2.693706973475599,2.0811836403945336,0.9315848726099025
2.6775546167962765,2.1164578613746006,0.9411092390629008
2.600881344415145,2.0621564837534825,1.0951775842196172
2.6207185489222775,2.1804954466527775,1.0434970004863746
