time,state_mean,state_variance,one_step_forecast
66.0,-7.326844524607151,1.3678778927541473,-7.856813775744024
67.0,-8.630306511426461,1.3678778927541473,-6.594160072146436
68.0,-8.521990008944101,1.3678778927541473,-7.7672758602838154
69.0,-7.96096235465915,1.3678778927541473,-7.669791008049692
70.0,-6.716882832830158,1.3678778927541473,-7.164866119193236
71.0,-6.567098020554994,1.3678778927541473,-6.045194549547142
72.0,-7.798762987632538,1.3678778927541473,-5.910388218499494
73.0,-7.074160791124906,1.3678778927541473,-7.0188866888692845
74.0,-7.351590709859397,1.3678778927541473,-6.366744712012416
75.0,-5.442462526199673,1.3678778927541473,-6.616431638873458
76.0,-4.430381131239264,1.3678778927541473,-4.898216273579706
77.0,-4.015094425248709,1.3678778927541473,-3.9873430181153373
78.0,-4.418983562518152,1.3678778927541473,-3.6135849827238378
79.0,-5.463364712921466,1.3678778927541473,-3.9770852062663367
80.0,-4.410455177383314,1.3678778927541473,-4.917028241629319
81.0,-3.745473835298895,1.3678778927541473,-3.969409659644983
82.0,-6.545215214572158,1.3678778927541473,-3.3709264517690056
83.0,-5.630721295622518,1.3678778927541473,-5.890693693114942
84.0,-4.148131890517396,1.3678778927541473,-5.067649166060266
85.0,-5.287083393468141,1.3678778927541473,-3.7333187014656564
86.0,-4.5830889287922085,1.3678778927541473,-4.758375054121327
87.0,-6.722867531358579,1.3678778927541473,-4.124780035912988
88.0,-6.027443689970307,1.3678778927541473,-6.050580778222722
89.0,-3.731127889335596,1.3678778927541473,-5.424699320973277
90.0,-1.1778908113845046,1.3678778927541473,-3.3580151004020364
91.0,0.8361247247634263,1.3678778927541473,-1.0601017302460543
92.0,-1.1452516197980986,1.3678778927541473,0.7525122522870836
93.0,-1.4178388860395492,1.3678778927541473,-1.0307264578182889
94.0,-0.7042758698186647,1.3678778927541473,-1.2760549974355944
95.0,-2.2757685896723725,1.3678778927541473,-0.6338482828367983
96.0,1.0455629000495343,1.3678778927541473,-2.048191730705135
97.0,-0.3413716282383751,1.3678778927541473,0.941006610044581
98.0,0.0462508521383963,1.3678778927541473,-0.3072344654145376
99.0,0.32186966236025605,1.3678778927541473,0.041625766924556676
100.0,2.3135821963563536,1.3678778927541473,0.2896826961242305
101.0,0.9967243723205619,1.3678778927541473,2.0822239767207185
102.0,0.948566821782319,1.3678778927541473,0.8970519350885057
103.0,-0.2576010579291108,1.3678778927541473,0.8537101396040871
104.0,1.0961542203102765,1.3678778927541473,-0.23184095213619973
105.0,-0.7588732089967422,1.3678778927541473,0.986538798279249
106.0,-1.337837018612722,1.3678778927541473,-0.682985888097068
107.0,-1.2296941568228499,1.3678778927541473,-1.2040533167514498
108.0,-3.347687183745797,1.3678778927541473,-1.106724741140565
109.0,-3.293078987733273,1.3678778927541473,-3.012918465371217
110.0,-2.685851153020027,1.3678778927541473,-2.9637710889599456
111.0,-2.063488714965063,1.3678778927541473,-2.4172660377180244
112.0,-1.1855962053350233,1.3678778927541473,-1.8571398434685569
113.0,0.5514431727545752,1.3678778927541473,-1.067036584801521
114.0,0.07388105739589945,1.3678778927541473,0.49629885547911773
115.0,-1.3548634644125774,1.3678778927541473,0.06649295165630952
116.0,-2.8242297649160504,1.3678778927541473,-1.2193771179713198
117.0,-2.011518884505839,1.3678778927541473,-2.5418067884244455
118.0,0.47584769175462305,1.3678778927541473,-1.810366996055255
119.0,1.9296850208318004,1.3678778927541473,0.42826292257916077
120.0,4.379925299671074,1.3678778927541473,1.7367165187486204
121.0,3.3453009950507524,1.3678778927541473,3.9419327697039663
122.0,5.38634537798837,1.3678778927541473,3.010770895545677
123.0,3.8312941369471734,1.3678778927541473,4.847710840189533
124.0,3.7899827188289987,1.3678778927541473,3.448164723252456
125.0,3.379104460959722,1.3678778927541473,3.410984446946099
126.0,3.507101615696996,1.3678778927541473,3.0411940148637497
127.0,1.1627469548124727,1.3678778927541473,3.1563914541272964
128.0,0.4069031993584058,1.3678778927541473,1.0464722593312255
129.0,-0.30087187417429223,1.3678778927541473,0.36621287942256525
130.0,-0.5867374754356084,1.3678778927541473,-0.270784686756863
131.0,0.2231743395203849,1.3678778927541473,-0.5280637278920476
132.0,2.115487137625651,1.3678778927541473,0.20085690556834643
133.0,1.2022609113447191,1.3678778927541473,1.903938423863086
134.0,0.7047367159413448,1.3678778927541473,1.0820348202102472
135.0,1.9067083095751507,1.3678778927541473,0.6342630443472104
136.0,2.395365823265263,1.3678778927541473,1.7160374786176356
137.0,0.8733779462798017,1.3678778927541473,2.1558292409387367
138.0,-0.5022398379954157,1.3678778927541473,0.7860401516518215
139.0,-1.45258493312589,1.3678778927541473,-0.45201585419587414
140.0,-1.8836317372486924,1.3678778927541473,-1.307326439813301
141.0,-1.765122497760132,1.3678778927541473,-1.6952685635238232
142.0,-0.6133967127102682,1.3678778927541473,-1.5886102479841189
143.0,-0.04447888899599295,1.3678778927541473,-0.5520570414392414
144.0,0.6538416430333107,1.3678778927541473,-0.040031000096393654
145.0,0.2059771603632347,1.3678778927541473,0.5884574787299797
146.0,0.8667889732469892,1.3678778927541473,0.18537944432691125
147.0,0.1228437096362045,1.3678778927541473,0.7801100759222903
148.0,-0.18530063659414175,1.3678778927541473,0.11055933867258405
149.0,-0.39614505490464835,1.3678778927541473,-0.16677057293472758
150.0,-0.6166579992885521,1.3678778927541473,-0.35653054941418355
151.0,2.0258872572529674,1.3678778927541473,-0.5549921993596969
152.0,2.276562857255557,1.3678778927541473,1.8232985315276706
153.0,1.7049088544044138,1.3678778927541473,2.048906571530001
154.0,0.6291428673520458,1.3678778927541473,1.5344179689639723
155.0,0.8072181506831914,1.3678778927541473,0.5662285806168412
156.0,-1.4634928419879927,1.3678778927541473,0.7264963356148723
157.0,-1.0106834944492118,1.3678778927541473,-1.3171435577891935
158.0,0.7902739940766406,1.3678778927541473,-0.9096151450042906
159.0,-1.163682244105127,1.3678778927541473,0.7112465946689766
160.0,-1.3468574592665485,1.3678778927541473,-1.0473140196946145
161.0,-0.43377434582977115,1.3678778927541473,-1.2121717133398937
162.0,-1.4376256803479301,1.3678778927541473,-0.39039691124679404
163.0,0.5512727473710992,1.3678778927541473,-1.2938631123131372
164.0,-1.271756236909415,1.3678778927541473,0.4961454726339893
165.0,-2.990783074250562,1.3678778927541473,-1.1445806132184737
166.0,-2.5383775048362205,1.3678778927541473,-2.691704766825506
167.0,-0.8509132729738322,1.3678778927541473,-2.2845397543525987
168.0,-1.665166196367074,1.3678778927541473,-0.765821945676449
169.0,-2.100537288603638,1.3678778927541473,-1.4986495767303667
170.0,-1.3153089329634544,1.3678778927541473,-1.8904835597432743
171.0,-2.5010344719847373,1.3678778927541473,-1.183778039667109
172.0,-1.537414369010595,1.3678778927541473,-2.2509310247862637
173.0,-2.080331045914763,1.3678778927541473,-1.3836729321095356
174.0,-1.5362897138249179,1.3678778927541473,-1.8722979413232865
175.0,-0.7861793297903773,1.3678778927541473,-1.3826607424424262
176.0,2.9513141272313557,1.3678778927541473,-0.7075613968113396
177.0,4.61308458251864,1.3678778927541473,2.65618271450822
178.0,4.763008572375105,1.3678778927541473,4.151776124266776
179.0,3.707428108071921,1.3678778927541473,4.286707715137594
180.0,1.9001275369665196,1.3678778927541473,3.336685297264729
181.0,-0.16527648536713135,1.3678778927541473,1.7101147832698678
182.0,-0.6597409620212578,1.3678778927541473,-0.14874883683041823
183.0,-0.021662589442836944,1.3678778927541473,-0.593766865819132
184.0,2.4075440323270394,1.3678778927541473,-0.01949633049855325
185.0,3.405568883935329,1.3678778927541473,2.1667896290943354
186.0,2.134546332405916,1.3678778927541473,3.0650119955417963
187.0,3.80878163837707,1.3678778927541473,1.9210916991653244
188.0,5.975173736442243,1.3678778927541473,3.427903474539363
189.0,6.841922803672415,1.3678778927541473,5.377656362798019
190.0,7.422346001737784,1.3678778927541473,6.157730523305173
191.0,6.701467664288321,1.3678778927541473,6.680111401564006
192.0,4.644664795053753,1.3678778927541473,6.031320897859489
193.0,5.305938685011629,1.3678778927541473,4.180198315548378
194.0,5.2378162199594955,1.3678778927541473,4.775344816510466
195.0,5.069864985011364,1.3678778927541473,4.714034597963546
196.0,5.0951121662673815,1.3678778927541473,4.562878486510228
197.0,4.827033688631991,1.3678778927541473,4.585600949640644
198.0,5.295509962521483,1.3678778927541473,4.344330319768792
199.0,4.768508160046694,1.3678778927541473,4.765958966269335
200.0,4.177137973164569,1.3678778927541473,4.291657344042025
201.0,2.6383009978417493,1.3678778927541473,3.7594241758481117
202.0,2.1522885040791198,1.3678778927541473,2.3744708980575746
203.0,0.20936859083811976,1.3678778927541473,1.937059653671208
204.0,-0.5567962011630315,1.3678778927541473,0.1884317317543078
205.0,-1.9503930887606882,1.3678778927541473,-0.5011165810467284
206.0,-1.81152531970348,1.3678778927541473,-1.7553537798846195
207.0,-1.6982804523430248,1.3678778927541473,-1.630372787733132
208.0,-3.362304409650821,1.3678778927541473,-1.5284524071087224
209.0,-1.2131040647272087,1.3678778927541473,-3.026073968685739
210.0,-0.10241659714881202,1.3678778927541473,-1.0917936582544878
211.0,-0.05546526520896995,1.3678778927541473,-0.09217493743393082
212.0,-0.18331886168170533,1.3678778927541473,-0.04991873868807296
213.0,-0.014329328339338254,1.3678778927541473,-0.1649869755135348
214.0,0.6063714550963034,1.3678778927541473,-0.01289639550540443
215.0,1.4841753103133573,1.3678778927541473,0.5457343095866731
216.0,2.4709630827729177,1.3678778927541473,1.3357577792820217
217.0,0.8372600420486154,1.3678778927541473,2.223866774495626
218.0,-0.16741322305755757,1.3678778927541473,0.7535340378437538
219.0,-0.31888805945896304,1.3678778927541473,-0.1506719007518018
220.0,0.7149545518021996,1.3678778927541473,-0.28699925351306677
221.0,0.8237576288609337,1.3678778927541473,0.6434590966219796
222.0,1.6533674361868134,1.3678778927541473,0.7413818659748403
223.0,1.3183298699129262,1.3678778927541473,1.4880306925681321
224.0,1.9565383183976957,1.3678778927541473,1.1864968829216336
225.0,2.631268123660436,1.3678778927541473,1.760884486557926
226.0,1.4419325366045626,1.3678778927541473,2.3681413112943925
227.0,-0.9537339001312901,1.3678778927541473,1.2977392829441063
228.0,0.6515293440246971,1.3678778927541473,-0.8583605101181612
229.0,0.49002819885156224,1.3678778927541473,0.5863764096222274
230.0,-0.05240823815641299,1.3678778927541473,0.44102537896640603
231.0,-0.14018836412610464,1.3678778927541473,-0.04716741434077169
232.0,1.1791772170494803,1.3678778927541473,-0.12616952771349418
233.0,1.8314773603028978,1.3678778927541473,1.0612594953445322
234.0,2.499369824498262,1.3678778927541473,1.648329624272608
235.0,1.1236446741843382,1.3678778927541473,2.2494328420484355
236.0,0.487271655864317,1.3678778927541473,1.0112802067659044
237.0,0.5720427060654991,1.3678778927541473,0.4385444902778853
238.0,0.5321157873782292,1.3678778927541473,0.5148384354589493
239.0,2.350598074104469,1.3678778927541473,0.4789042086404063
240.0,4.40758435127352,1.3678778927541473,2.1155382666940223
241.0,4.55102259948502,1.3678778927541473,3.9668259161461683
242.0,4.758251215082931,1.3678778927541473,4.0959203395365185
243.0,5.276252996526954,1.3678778927541473,4.282426093574638
244.0,6.614593677824272,1.3678778927541473,4.748627696874259
245.0,5.057904935831416,1.3678778927541473,5.953134310041845
246.0,5.2608433316342005,1.3678778927541473,4.552114442248274
247.0,3.8399868588782637,1.3678778927541473,4.734758998470781
248.0,1.3933512561598311,1.3678778927541473,3.4559881729904376
249.0,0.528656741913163,1.3678778927541473,1.254016130543848
250.0,1.1541005706675675,1.3678778927541473,0.47579106772184676
251.0,-0.21119106256657338,1.3678778927541473,1.0386905136008109
252.0,-0.9084208898904734,1.3678778927541473,-0.19007195630991605
253.0,-2.4683632804937643,1.3678778927541473,-0.8175788009014261
254.0,0.0880247827970897,1.3678778927541473,-2.221526952444388
255.0,1.3144214072679221,1.3678778927541473,0.07922230451738073
256.0,0.6374365144761237,1.3678778927541473,1.1829792665411298
257.0,-0.8961197846062255,1.3678778927541473,0.5736928630285113
258.0,-0.6392576386375737,1.3678778927541473,-0.806507806145603
259.0,-0.07245381290780484,1.3678778927541473,-0.5753318747738163
260.0,-0.7685437810252796,1.3678778927541473,-0.06520843161702436
261.0,-1.5762639063563064,1.3678778927541473,-0.6916894029227517
262.0,-1.5702026466004126,1.3678778927541473,-1.4186375157206759
263.0,-1.150855919472518,1.3678778927541473,-1.4131823819403715
264.0,0.14124581921510848,1.3678778927541473,-1.0357703275252663
265.0,0.2957202839520341,1.3678778927541473,0.12712123729359764
266.0,0.6762085792894965,1.3678778927541473,0.2661482555568307
267.0,0.5944863483430934,1.3678778927541473,0.6085877213605468
268.0,-0.3529628000747782,1.3678778927541473,0.5350377135087842
269.0,-1.7016867510829055,1.3678778927541473,-0.3176665200673004
270.0,-2.715600246880793,1.3678778927541473,-1.531518075974615
271.0,-2.10954310944099,1.3678778927541473,-2.4440402221927138
272.0,-5.428367894072846,1.3678778927541473,-1.898588798496891
273.0,-4.530374217003962,1.3678778927541473,-4.885531104665561
274.0,-2.962529306697766,1.3678778927541473,-4.077336795303566
275.0,-2.5904685549251663,1.3678778927541473,-2.6662763760279895
276.0,-2.336544971937831,1.3678778927541473,-2.3314216994326498
277.0,-3.9757600099301644,1.3678778927541473,-2.102890474744048
278.0,-5.529895893088577,1.3678778927541473,-3.578184008937148
279.0,-7.211282443304645,1.3678778927541473,-4.976906303779719
280.0,-6.071870882307319,1.3678778927541473,-6.490154198974181
281.0,-7.175718909844169,1.3678778927541473,-5.4646837940765876
282.0,-6.918734486761242,1.3678778927541473,-6.458147018859752
283.0,-7.3625085905272645,1.3678778927541473,-6.226861038085118
284.0,-3.66576739408539,1.3678778927541473,-6.626257731474539
285.0,-2.9640568478956077,1.3678778927541473,-3.299190654676851
286.0,-3.1532585553468993,1.3678778927541473,-2.667651163106047
287.0,-2.9171972775195183,1.3678778927541473,-2.8379326998122094
288.0,-2.8216062877920587,1.3678778927541473,-2.6254775497675666
289.0,-3.234733533472891,1.3678778927541473,-2.539445659012853
290.0,0.7632150025494155,1.3678778927541473,-2.911260180125602
291.0,1.3581560198029479,1.3678778927541473,0.686893502294474
292.0,-0.5826619460269427,1.3678778927541473,1.2223404178226531
293.0,-0.821797189019849,1.3678778927541473,-0.5243957514242484
294.0,-0.030297522235592123,1.3678778927541473,-0.7396174701178642
295.0,0.3465343774210231,1.3678778927541473,-0.02726777001203291
296.0,-1.319922011479014,1.3678778927541473,0.31188093967892083
297.0,-2.473429282832748,1.3678778927541473,-1.1879298103311127
298.0,-3.261574807803531,1.3678778927541473,-2.2260863545494733
299.0,-4.08726022421289,1.3678778927541473,-2.935417327023178
300.0,-2.1468712316000147,1.3678778927541473,-3.6785342017916007
301.0,-1.1979287546856334,1.3678778927541473,-1.9321841084400133
302.0,-0.5532176403992808,1.3678778927541473,-1.07813587921707
303.0,-1.0329169134032834,1.3678778927541473,-0.49789587635935273
304.0,-0.4792880640340614,1.3678778927541473,-0.9296252220629551
305.0,-0.12381459395021044,1.3678778927541473,-0.43135925763065525
306.0,-0.9844386175279118,1.3678778927541473,-0.1114331345551894
307.0,-4.049700226584747,1.3678778927541473,-0.8859947557751207
308.0,-6.145813646513567,1.3678778927541473,-3.6447302039262723
309.0,-5.2809721910538885,1.3678778927541473,-5.53123228186221
310.0,-4.226435565541154,1.3678778927541473,-4.7528749719485
311.0,-5.6719986673801275,1.3678778927541473,-3.8037920089870387
312.0,-3.678016508684662,1.3678778927541473,-5.104798800642115
313.0,-3.5178320616596337,1.3678778927541473,-3.3102148578161956
314.0,-2.690694952915916,1.3678778927541473,-3.1660488554936705
315.0,-2.0877272406339675,1.3678778927541473,-2.4216254576243244
316.0,-2.8544120788675653,1.3678778927541473,-1.8789545165705708
317.0,-4.304807636787411,1.3678778927541473,-2.568970870980809
318.0,-4.4641525463488065,1.3678778927541473,-3.8743268731086697
319.0,-3.9636709023974177,1.3678778927541473,-4.017737291713926
320.0,-3.875217139329598,1.3678778927541473,-3.567303812157676
321.0,-4.931686878215392,1.3678778927541473,-3.4876954253966383
322.0,-4.135461884661394,1.3678778927541473,-4.438518190393853
323.0,-4.792387580324893,1.3678778927541473,-3.721915696195255
324.0,-6.4107714532991205,1.3678778927541473,-4.313148822292404
325.0,-6.126984823421247,1.3678778927541473,-5.769694307969209
326.0,-7.333326896089766,1.3678778927541473,-5.5142863410791225
327.0,-5.738617167523411,1.3678778927541473,-6.5999942064807895
328.0,-3.201931945861523,1.3678778927541473,-5.16475545077107
329.0,-4.095731440338126,1.3678778927541473,-2.8817387512753707
330.0,-2.864248829950995,1.3678778927541473,-3.6861582963043134
331.0,-2.8578794134134013,1.3678778927541473,-2.5778239469558955
332.0,-1.2638165891488347,1.3678778927541473,-2.5720914720720613
333.0,-0.18761197642858052,1.3678778927541473,-1.1374349302339513
334.0,-0.07492727534037641,1.3678778927541473,-0.16885077878572247
335.0,0.8554027311479854,1.3678778927541473,-0.06743454780633877
336.0,1.0149281570565156,1.3678778927541473,0.7698624580331869
337.0,0.7608832261309626,1.3678778927541473,0.9134353413508641
338.0,2.128525957720153,1.3678778927541473,0.6847949035178663
339.0,1.2410893222797978,1.3678778927541473,1.9156733619481379
340.0,1.1867551413440023,1.3678778927541473,1.116980390051818
341.0,2.3617779118928484,1.3678778927541473,1.068079627209602
342.0,2.4499724996190997,1.3678778927541473,2.1256001207035635
343.0,0.7688350363489158,1.3678778927541473,2.2049752496571897
344.0,-0.3042386927678963,1.3678778927541473,0.6919515327140242
345.0,-0.07633218304323341,1.3678778927541473,-0.27381482349110664
346.0,-0.03261176912523109,1.3678778927541473,-0.06869896473891007
347.0,2.3728287655870446,1.3678778927541473,-0.02935059221270798
348.0,2.3065640182462825,1.3678778927541473,2.1355458890283403
349.0,1.0362342546615213,1.3678778927541473,2.0759076164216546
350.0,0.7420065541880791,1.3678778927541473,0.9326108291953692
351.0,0.5126141976378148,1.3678778927541473,0.6678058987692712
352.0,-1.6008695031988007,1.3678778927541473,0.46135277787403334
353.0,-2.0472077248596574,1.3678778927541473,-1.4407825528789207
354.0,-1.7808759270391763,1.3678778927541473,-1.8424869523736918
355.0,-0.4838504715345644,1.3678778927541473,-1.6027883343352587
356.0,0.16903766795024971,1.3678778927541473,-0.43546542438110797
357.0,-0.27537701222832817,1.3678778927541473,0.15213390115522474
358.0,-0.45598430277600843,1.3678778927541473,-0.24783931100549536
359.0,-0.6354223281206418,1.3678778927541473,-0.4103858724984076
360.0,-1.3820741628287543,1.3678778927541473,-0.5718800953085776
361.0,-1.0558239729479426,1.3678778927541473,-1.2438667465458788
362.0,0.620084689190463,1.3678778927541473,-0.9502415756531484
363.0,0.9918512347771106,1.3678778927541473,0.5580762202714167
364.0,-1.0031397528565185,1.3678778927541473,0.8926661112993995
365.0,-0.9318640345574972,1.3678778927541473,-0.9028257775708667
366.0,-0.7790301095724141,1.3678778927541473,-0.8386776311017475
367.0,-0.047692429988159035,1.3678778927541473,-0.7011270986151728
368.0,0.1715129457836193,1.3678778927541473,-0.04292318698934313
369.0,-0.14601654988669452,1.3678778927541473,0.15436165120525738
370.0,0.661433638296033,1.3678778927541473,-0.13141489489802508
371.0,3.527321131360009,1.3678778927541473,0.5952902744664297
372.0,2.8415986124792503,1.3678778927541473,3.174589018224008
373.0,0.6078164917078357,1.3678778927541473,2.5574387512313255
374.0,2.2288126226995137,1.3678778927541473,0.5470348425370521
375.0,3.28022167725587,1.3678778927541473,2.0059313604295625
376.0,3.8522257906778954,1.3678778927541473,2.952199509530283
377.0,2.953604979640779,1.3678778927541473,3.467003211610106
378.0,3.7252195784988915,1.3678778927541473,2.658244481676701
379.0,3.8121045069147184,1.3678778927541473,3.3526976206490025
380.0,3.6600016536595454,1.3678778927541473,3.4308940562232464
381.0,3.5455023213138728,1.3678778927541473,3.294001488293591
382.0,2.9210379548213097,1.3678778927541473,3.1909520891824856
383.0,2.121909726239679,1.3678778927541473,2.628934159339179
384.0,1.438507655776604,1.3678778927541473,1.9097187536157112
385.0,2.6756638079083883,1.3678778927541473,1.2946568901989437
386.0,2.550117940490889,1.3678778927541473,2.4080974271175495
387.0,1.3551604214389554,1.3678778927541473,2.2951061464418
388.0,0.8186647774067703,1.3678778927541473,1.21964437929506
389.0,2.9337990876166034,1.3678778927541473,0.7367982996660933
390.0,1.5035361442709338,1.3678778927541473,2.640419178854943
391.0,2.1391066948746182,1.3678778927541473,1.3531825298438405
392.0,3.50064446989503,1.3678778927541473,1.9251960253871565
393.0,2.8718252766595085,1.3678778927541473,3.150580022905527
394.0,3.8341794146875,1.3678778927541473,2.5846427489935575
395.0,4.075041194679737,1.3678778927541473,3.4507614732187504
396.0,4.054774911137048,1.3678778927541473,3.6675370752117633
397.0,3.6192388503647637,1.3678778927541473,3.649297420023343
398.0,3.5607974495328696,1.3678778927541473,3.2573149653282876
399.0,1.8956102421049432,1.3678778927541473,3.2047177045795827
400.0,2.6443908294890117,1.3678778927541473,1.7060492178944489
401.0,2.7678804645156796,1.3678778927541473,2.3799517465401108
402.0,1.9436090011255955,1.3678778927541473,2.491092418064112
403.0,0.5386970674927016,1.3678778927541473,1.749248101013036
404.0,0.9797346979963342,1.3678778927541473,0.48482736074343147
405.0,2.9417397531841534,1.3678778927541473,0.8817612281967008
406.0,1.404853674984111,1.3678778927541473,2.647565777865738
407.0,2.351294037059579,1.3678778927541473,1.2643683074857
408.0,1.78940948233025,1.3678778927541473,2.1161646333536215
409.0,1.2027346452617786,1.3678778927541473,1.6104685340972251
410.0,2.2979357423577937,1.3678778927541473,1.0824611807356008
411.0,2.328234250942201,1.3678778927541473,2.0681421681220145
412.0,2.343840749436085,1.3678778927541473,2.095410825847981
413.0,2.386920701096283,1.3678778927541473,2.1094566744924763
414.0,3.1579931509861527,1.3678778927541473,2.148228630986655
415.0,0.2724024016869384,1.3678778927541473,2.8421938358875374
416.0,-0.31842292175346376,1.3678778927541473,0.24516216151824458
417.0,0.5497023871744551,1.3678778927541473,-0.2865806295781174
418.0,0.5045622742122664,1.3678778927541473,0.4947321484570096
419.0,-2.626809117394606,1.3678778927541473,0.4541060467910398
420.0,-3.5001745911702082,1.3678778927541473,-2.364128205655146
421.0,-1.295071196198925,1.3678778927541473,-3.1501571320531876
422.0,-1.5740520714014417,1.3678778927541473,-1.1655640765790325
423.0,-0.7274731992486873,1.3678778927541473,-1.4166468642612975
424.0,-1.1454955953986279,1.3678778927541473,-0.6547258793238185
425.0,-0.2299534009063976,1.3678778927541473,-1.0309460358587652
426.0,1.257148926802103,1.3678778927541473,-0.20695806081575785
427.0,0.685384613023001,1.3678778927541473,1.1314340341218927
428.0,0.16644853199012322,1.3678778927541473,0.6168461517207009
429.0,1.1314357518093088,1.3678778927541473,0.1498036787911109
430.0,1.486606061636882,1.3678778927541473,1.018292176628378
431.0,0.3817219347233862,1.3678778927541473,1.3379454554731938
432.0,-0.34996106810978295,1.3678778927541473,0.3435497412510476
433.0,-0.3048574154246236,1.3678778927541473,-0.31496496129880464
434.0,0.3171450079616005,1.3678778927541473,-0.2743716738821612
435.0,0.37561506313269616,1.3678778927541473,0.28543050716544044
436.0,1.4581032094997672,1.3678778927541473,0.33805355681942656
437.0,0.34236660453262013,1.3678778927541473,1.3122928885497906
438.0,0.5057980918408784,1.3678778927541473,0.3081299440793581
439.0,-1.5521904016990262,1.3678778927541473,0.4552182826567906
440.0,-2.4867114945530515,1.3678778927541473,-1.3969713615291237
441.0,-3.3913263930105852,1.3678778927541473,-2.2380403450977466
442.0,-2.150717413644689,1.3678778927541473,-3.0521937537095267
443.0,-0.41592165535200043,1.3678778927541473,-1.93564567228022
444.0,1.2115455779693618,1.3678778927541473,-0.3743294898168004
445.0,0.46822085527192936,1.3678778927541473,1.0903910201724256
