phi,mu,sigma
0.6934078001426549,0.0,0.34644163178149917
0.6934078001426549,0.0,0.3249677118420744
0.6899381960743545,0.0,0.3519696361910891
0.750228695156074,0.0,0.3426120352257036
0.7151368495168989,0.0,0.34161411349870413
0.7517598813025139,0.0,0.3482962339954925
0.777709259577419,0.0,0.3377852013856243
0.7483727597872387,0.0,0.3203769054083024
0.7178101343735713,0.0,0.35300051318557923
0.7046972613028452,0.0,0.3683176995216503
0.7046972613028452,0.0,0.40616181406197727
0.7926886483821514,0.0,0.3635850350531785
0.7622087237306647,0.0,0.3576172876613816
0.7334744462772796,0.0,0.3351789888836819
0.8070758019161217,0.0,0.35007407262082385
0.8081893273044858,0.0,0.3544193330749367
0.7668310689721631,0.0,0.3677592043917186
0.7936708971540924,0.0,0.3359065745751843
0.7676998557400834,0.0,0.3385380203346516
0.8510497554790064,0.0,0.3536703056345367
0.8510497554790064,0.0,0.32904954990527513
0.8438823951611256,0.0,0.3138434847739979
0.8312528794609769,0.0,0.3312693890469734
0.8485707056895362,0.0,0.31070376967718927
0.878807717427082,0.0,0.3095708727331582
0.8422276812847046,0.0,0.30806002537653476
0.7970569951316823,0.0,0.3017789495228275
0.7865669996990964,0.0,0.32717895383446244
0.8100654741183572,0.0,0.3246914123861076
0.8100654741183572,0.0,0.3616611961211668
0.7591117469038396,0.0,0.344931015108182
0.7537687617351865,0.0,0.3205370784331846
0.7537687617351865,0.0,0.32205641731896695
0.7537687617351865,0.0,0.3151795580225562
0.7537687617351865,0.0,0.3185497628453226
0.7690367072763815,0.0,0.3092606937311401
0.7690367072763815,0.0,0.3046675572244247
0.7661101205417724,0.0,0.30767090836070105
0.7661101205417724,0.0,0.2934673827260945
0.7490280851455396,0.0,0.28954611180606027
0.6939427149070103,0.0,0.3038731180422944
0.6939427149070103,0.0,0.3061163594446079
0.6789536464578443,0.0,0.3110179172514367
0.6821856579486623,0.0,0.31358966306603825
0.6821856579486623,0.0,0.3023162092818558
0.6170562194276523,0.0,0.3081941050172651
0.5775335492514673,0.0,0.3076982877968724
0.6010276083753665,0.0,0.3044751092422895
0.6010276083753665,0.0,0.2871245002325407
0.6010276083753665,0.0,0.2717296796795053
0.6282613520622965,0.0,0.29613293569846477
0.6282613520622965,0.0,0.31119104201972814
0.6282613520622965,0.0,0.3073600317664823
0.6395064998150084,0.0,0.2844292775250082
0.614669883113012,0.0,0.28607813349970534
0.614669883113012,0.0,0.2945078855257964
0.6403311861362958,0.0,0.29502880833827105
0.6857557040004154,0.0,0.2953447808148852
0.6857557040004154,0.0,0.30506289638438866
0.6857557040004154,0.0,0.2876937377701952
0.6857557040004154,0.0,0.2845781039974869
0.6940553318697745,0.0,0.2723572956616117
0.6415231691235816,0.0,0.26994344766866907
0.6415231691235816,0.0,0.2818314911772925
0.6626357245887555,0.0,0.2997182462771234
0.6523614491610995,0.0,0.30321714442633396
0.704520435414681,0.0,0.2939250133617424
0.6457714475576195,0.0,0.3078720366601887
0.7022659453084524,0.0,0.30831009269966625
0.719131397282011,0.0,0.2943419124704851
0.6927436537688494,0.0,0.2967328029098174
0.6927436537688494,0.0,0.2839394006843874
0.695800115194772,0.0,0.2882360994552193
0.7050553994412401,0.0,0.29365241511574997
0.7090929773347431,0.0,0.29365296105569166
0.7140804572285354,0.0,0.26987056775639207
0.8097272357898334,0.0,0.26645565006211935
0.8097272357898334,0.0,0.269899234338493
0.8097272357898334,0.0,0.23960504455459244
0.8115175024313923,0.0,0.22466748832503874
0.8271833200638161,0.0,0.22598650718121144
0.8518858126452789,0.0,0.21933443584963516
0.8475430379066007,0.0,0.22922224012587677
0.8552976961112476,0.0,0.23474305891589686
0.8571334640648922,0.0,0.26963478416662157
0.8571334640648922,0.0,0.2779031917313722
0.9073877194925651,0.0,0.3121941830295148
0.9103816563177815,0.0,0.31638826808349135
0.9103816563177815,0.0,0.27797180711261743
0.9103816563177815,0.0,0.27780874581029613
0.8657996214929441,0.0,0.2842656151935017
0.8394539159974399,0.0,0.27828614726055034
0.7967291852809404,0.0,0.2848169156933544
0.7469180446856488,0.0,0.2797951059956297
0.706171701475786,0.0,0.28345606459998474
0.7387028808423057,0.0,0.291246044095749
0.8115047620363,0.0,0.28297436514609736
0.8131758799622567,0.0,0.28321973635540904
0.8131758799622567,0.0,0.2951613208704083
0.8048721499141089,0.0,0.2915141714268622
0.8132289775533208,0.0,0.3089442715614293
0.7706008400740011,0.0,0.32117985108840863
0.729349475138051,0.0,0.3053671847892131
0.729349475138051,0.0,0.33174308063455554
0.7705692849131072,0.0,0.36071278117317834
0.7270110676510912,0.0,0.36530215983710723
0.6852458079964165,0.0,0.3518816149933627
0.6852458079964165,0.0,0.35192929854205596
0.6852458079964165,0.0,0.33717285205032477
0.6735459529125295,0.0,0.3569004774808582
0.6735459529125295,0.0,0.3589403833576904
0.6671778052310555,0.0,0.3476576221132356
0.6671778052310555,0.0,0.34691138493096985
0.6509437576066944,0.0,0.38706462157237254
0.596217934112056,0.0,0.34987312921057073
0.5857967157424191,0.0,0.36978516221904967
0.6035299722895431,0.0,0.4034988273314071
0.6301656011703239,0.0,0.39019299512624295
0.6301656011703239,0.0,0.38722445967370694
0.6301656011703239,0.0,0.39107835659109547
0.5959343223294958,0.0,0.3923218263176909
0.5959343223294958,0.0,0.36952866031284526
0.5164967961929666,0.0,0.34171845620534813
0.5435128625147374,0.0,0.31253971387719115
0.5762951438376643,0.0,0.3031542093620504
0.5323052424811603,0.0,0.30003458008063244
0.5323052424811603,0.0,0.2874083279879842
0.5323052424811603,0.0,0.2909042502990158
0.5288120686945408,0.0,0.3196083275538956
0.5288120686945408,0.0,0.3116115772530154
0.5611588074665012,0.0,0.29560157908033524
0.5611588074665012,0.0,0.2811774011510814
0.5611588074665012,0.0,0.2725996717505271
0.567150670243785,0.0,0.28337650054735086
0.567150670243785,0.0,0.3005153399700912
0.5341616143587957,0.0,0.2984711458998232
0.5341616143587957,0.0,0.30458301147295863
0.5341616143587957,0.0,0.280751052560875
0.5157306437746177,0.0,0.3004648787858382
0.5311342449702021,0.0,0.2876427858595389
0.5377183236836469,0.0,0.26601238073031347
0.5772337489475163,0.0,0.2800898737030992
0.5772337489475163,0.0,0.2909018441744794
0.6267682649324475,0.0,0.2897020590530011
0.6253933831799141,0.0,0.31469279312975756
0.6644663065072726,0.0,0.34051874562316276
0.6644663065072726,0.0,0.34087495182918615
0.6644663065072726,0.0,0.33545458796629035
0.7064391272610042,0.0,0.3450384579413692
0.6673645146294588,0.0,0.3806462227438892
0.6222262036750836,0.0,0.37774769391997537
0.6167128916049704,0.0,0.332221774717409
0.6167128916049704,0.0,0.32045828306504676
0.7069333379949377,0.0,0.30692923051019283
0.7352013348936922,0.0,0.2958553762415108
0.7688470413284576,0.0,0.29076421644230444
0.8401918295908504,0.0,0.271377307154836
0.8365336849583338,0.0,0.2678431653409385
0.8365336849583338,0.0,0.2835983743247686
0.8365336849583338,0.0,0.30315050366844615
0.8130191002726269,0.0,0.3199193600571246
0.8130191002726269,0.0,0.3113117086260886
0.8036789491201844,0.0,0.281398273857533
0.7854107488075901,0.0,0.27298223427868773
0.7690348061969958,0.0,0.29355325046549413
0.7690348061969958,0.0,0.2683427917890257
0.7690348061969958,0.0,0.27868481524195765
0.8116446528490605,0.0,0.2934499152904686
0.8116446528490605,0.0,0.2720001431901517
0.8153828694548179,0.0,0.267090916608276
0.8153828694548179,0.0,0.2919756883733593
0.8153828694548179,0.0,0.2735475347477885
0.8235116994704865,0.0,0.25232460459534606
0.7588751782337649,0.0,0.2396654155546402
0.7450907010344199,0.0,0.2547580905427822
0.735438898001174,0.0,0.26390207133481136
0.7894763081312025,0.0,0.2618646066668137
0.7894763081312025,0.0,0.26636562274938724
0.8009693606500508,0.0,0.2665101018156038
0.8009693606500508,0.0,0.2797396352984542
0.7837456703930243,0.0,0.28646459999564017
0.7630860620184313,0.0,0.3033633469737772
0.7585403401801707,0.0,0.2856851520614892
0.7269730270717384,0.0,0.3076095907793162
0.7506590781404363,0.0,0.2844107640990695
0.7289843352381694,0.0,0.31124987883518507
0.7467566634271198,0.0,0.3079332126347966
0.7467566634271198,0.0,0.3092933152044061
0.7690712758133287,0.0,0.3233384166334503
0.7690712758133287,0.0,0.3278910981248804
0.6529509072066387,0.0,0.30810444803253606
0.6648338015086978,0.0,0.33332201628218094
0.6247092547701233,0.0,0.3279281217529462
0.6211723771581895,0.0,0.3100709706754168
0.612276959681583,0.0,0.3307925499835881
0.612276959681583,0.0,0.32272459189294295
0.6292074521038246,0.0,0.3193523559777595
0.6184415990340906,0.0,0.3507705762206771
0.6184415990340906,0.0,0.32679257306638876
0.6184415990340906,0.0,0.290105713606659
0.6137134573152238,0.0,0.29931749014563747
0.6137134573152238,0.0,0.2840367935962309
0.6137134573152238,0.0,0.2910972169006094
0.6137134573152238,0.0,0.2943174678928821
0.6203909261225256,0.0,0.31271008063375916
0.635159212634738,0.0,0.30866541864170927
0.6249131009234341,0.0,0.3044500960647153
0.6249131009234341,0.0,0.291321323152688
0.6244877877129997,0.0,0.28425532235058415
0.6782514260975152,0.0,0.2822748782017693
0.6898090955426315,0.0,0.3067262140244293
0.6898090955426315,0.0,0.30978465375603487
0.7569262299709947,0.0,0.31068279879227684
0.7714547565713509,0.0,0.32322424736789046
0.7405052719396833,0.0,0.3371315012755007
0.7239345831946147,0.0,0.3393689563236043
0.7025901182944925,0.0,0.3405857892011403
0.6866947721371247,0.0,0.34542294393670125
0.7202274876432343,0.0,0.34703975414801835
0.7031402412864586,0.0,0.3509936538070284
0.7274204934922257,0.0,0.35763547326979206
0.7274204934922257,0.0,0.34837946260082353
0.7464083673252987,0.0,0.3346730401241525
0.7460258860187626,0.0,0.3436952687462371
0.7486316772256834,0.0,0.33391103311282855
0.7486316772256834,0.0,0.3299211351030074
0.7486316772256834,0.0,0.3127028977074441
0.8015468161137683,0.0,0.2999143493394631
0.7874099088911639,0.0,0.307734713702479
0.7627802283956576,0.0,0.33136986509660366
0.7627802283956576,0.0,0.31456628193770425
0.7652098530691317,0.0,0.3436574486373539
0.7688601161572541,0.0,0.3390612697593309
0.7323035953731031,0.0,0.31404285706535595
0.7248736770298619,0.0,0.307979522251809
0.7502634069361627,0.0,0.30760352279625125
0.8350262425653133,0.0,0.30484259910169953
0.7961571700125548,0.0,0.28457685557019896
0.8297827882224134,0.0,0.2743938495712738
0.7837109853335628,0.0,0.2859004685281456
0.7947465189491059,0.0,0.3131794213166957
0.7907351656774506,0.0,0.32264301822606695
0.7948541084471396,0.0,0.34348143937226516
0.7978894748206716,0.0,0.3302940236212685
0.7458399361909539,0.0,0.3360716314367032
0.7907731193925739,0.0,0.3213257155649849
0.8374204447169273,0.0,0.307134493898846
0.8938751936486018,0.0,0.3203718759409307
0.9090539014055397,0.0,0.31811771115492926
0.880949104265477,0.0,0.28798284910085886
0.9025980477388439,0.0,0.29139318573518685
0.8917437580637854,0.0,0.33542659807711744
0.8823087073117034,0.0,0.34889201118189017
0.8764591479752584,0.0,0.3439381731921548
0.8764591479752584,0.0,0.32741558831957107
0.8596401494327314,0.0,0.3446671522403122
0.845070134855451,0.0,0.3341269374870208
0.845070134855451,0.0,0.3349451608261879
0.845070134855451,0.0,0.3176209247637663
0.845070134855451,0.0,0.3066504369521398
0.8361291838130258,0.0,0.2892933766079642
0.8365401338872349,0.0,0.29056671946053714
0.8312522681365123,0.0,0.2928818704462182
0.8220595810617455,0.0,0.28688402450738476
0.8286489556212004,0.0,0.27622846041900617
0.8437518387277997,0.0,0.29356835471024084
0.8233108223378126,0.0,0.28537605475239547
0.8484818458947361,0.0,0.28310872951458027
0.8348888358676775,0.0,0.281608396661389
0.8146524542406592,0.0,0.297610846760063
0.8548420392977105,0.0,0.3203596393455915
0.8548420392977105,0.0,0.29068669488577237
0.8548420392977105,0.0,0.28078236248203264
0.8548420392977105,0.0,0.28045496916761326
0.8574901971122215,0.0,0.28660661864007625
0.8574901971122215,0.0,0.3001203022841971
0.8574901971122215,0.0,0.276381294375949
0.861720918535481,0.0,0.3102729097255299
0.861720918535481,0.0,0.31693470245718125
0.8171387807209345,0.0,0.3340533645416933
0.8643011064242908,0.0,0.300589576311484
0.8646669057247522,0.0,0.3090421099846523
0.8647911841144821,0.0,0.3307901863812072
0.8647911841144821,0.0,0.3297004242029952
0.8647911841144821,0.0,0.3275362422919274
0.868466107563339,0.0,0.33194555818071786
0.868466107563339,0.0,0.29247662323598483
0.868466107563339,0.0,0.3087037380397085
0.8285293654421156,0.0,0.33460007273126735
0.8285293654421156,0.0,0.3381488846036304
0.8285293654421156,0.0,0.3348941204161819
0.8171495241274259,0.0,0.3354498086047185
0.8171495241274259,0.0,0.33017937324930136
0.8171495241274259,0.0,0.31991946674766203
0.8336689220011664,0.0,0.32185372140947077
0.8225544153776222,0.0,0.32338569422244784
0.8225544153776222,0.0,0.3242813182709238
0.7177520226572517,0.0,0.3088927290847839
0.7177520226572517,0.0,0.3113397541528654
0.7177520226572517,0.0,0.3557076324428297
0.6830265318121747,0.0,0.3647748545080544
0.6764667784684969,0.0,0.3511567881030674
0.6764667784684969,0.0,0.33606268353708807
0.680432904020355,0.0,0.313210051013518
0.680432904020355,0.0,0.33673898873154423
0.6565447879427141,0.0,0.32331611333149585
0.6565447879427141,0.0,0.3142555206299796
0.685514429539854,0.0,0.29252169320570864
0.7451005888903285,0.0,0.31774288448168425
0.7451005888903285,0.0,0.32508733348143537
0.7293885180998411,0.0,0.3167637993025974
0.7293885180998411,0.0,0.336302616511987
0.7401826195412545,0.0,0.3502353187333791
0.7698418715890291,0.0,0.34494931123024597
0.8082178033566548,0.0,0.33826587014561466
0.8082178033566548,0.0,0.34317217898183305
0.8187174151312867,0.0,0.3067774815485089
0.8046424508295213,0.0,0.32025922008806657
0.8040063208792655,0.0,0.34106171218519044
0.8282439198304119,0.0,0.3335773505271571
0.8282439198304119,0.0,0.34165480066538945
0.8486035528436952,0.0,0.3658675269985038
0.8764175108483255,0.0,0.338050056416394
0.8764175108483255,0.0,0.3288042272010079
0.8998474685054338,0.0,0.3491157415130268
0.884558864785442,0.0,0.34964192300705504
0.8800230800485794,0.0,0.37831789797829174
0.8707134665242263,0.0,0.3835961462953687
0.8414346264279509,0.0,0.3801778384771004
0.8510525028877021,0.0,0.3681991731245619
0.8426530566005821,0.0,0.3426251427212204
0.806071165871045,0.0,0.31814222586252716
0.8164051281788187,0.0,0.3076064154740115
0.8164051281788187,0.0,0.322259084650911
0.7872097084326974,0.0,0.2933362035544671
0.7419770112590907,0.0,0.25985463592261326
0.7419770112590907,0.0,0.23738719866746416
0.7624822438817956,0.0,0.22793408088318332
0.7467688367568529,0.0,0.2194195818298368
0.7533447318375466,0.0,0.2387121094364488
0.7146277996228595,0.0,0.26087491963199644
0.7319266904074395,0.0,0.2571552030155952
0.7319266904074395,0.0,0.2509596700731513
0.7310863848034012,0.0,0.27501760180737306
0.7310863848034012,0.0,0.274606998419116
0.8083307923578006,0.0,0.26840517754240967
0.8539413827875488,0.0,0.26259445549409594
0.866154376739435,0.0,0.2725083052633856
0.8448353907435786,0.0,0.26304588641972665
0.8455467499829704,0.0,0.26899102241676465
0.8380285817210013,0.0,0.2946459834237241
0.8350146041889238,0.0,0.31160914087067104
0.8350146041889238,0.0,0.3018753712699787
0.8350146041889238,0.0,0.28459118012424883
0.8350146041889238,0.0,0.2800022946590716
0.8660344069807663,0.0,0.2705265074253606
0.8660344069807663,0.0,0.3016833552787002
0.8305856245807017,0.0,0.30608665746748864
0.8305856245807017,0.0,0.3239270716182886
0.8305856245807017,0.0,0.31912618681182875
0.8069417300858039,0.0,0.320262574647366
0.8069417300858039,0.0,0.3372680244952116
0.8069417300858039,0.0,0.34139690425976005
0.730448987909626,0.0,0.3613404764365535
0.7797294137758706,0.0,0.3516168254592763
0.7797294137758706,0.0,0.3554107005959732
0.8527912374391218,0.0,0.30607925754158827
0.8683930101116852,0.0,0.3108062213040802
0.8683930101116852,0.0,0.2996795464382746
0.8488888002257163,0.0,0.28727726585040364
0.8488888002257163,0.0,0.2740671658025011
0.8488888002257163,0.0,0.27606922467910733
0.8488888002257163,0.0,0.2638541367598485
0.8488888002257163,0.0,0.26628390969790294
0.8488888002257163,0.0,0.28543404324563176
0.8752909373823802,0.0,0.28002950380158487
0.8752909373823802,0.0,0.25893495279608375
0.8752909373823802,0.0,0.2816158008491878
0.8880916169387508,0.0,0.28169811951655205
0.8880916169387508,0.0,0.2721193737232964
0.8835086541391122,0.0,0.2684609072732293
0.8835086541391122,0.0,0.2697324188509502
0.8428248753298087,0.0,0.26699543601746023
0.8428248753298087,0.0,0.2606477301246971
0.8428248753298087,0.0,0.2565057408265739
0.8474731120880176,0.0,0.2660587637763572
0.8474731120880176,0.0,0.28246761147085203
0.8604276175500007,0.0,0.2905789372694017
0.8604276175500007,0.0,0.28520417952688554
0.8604276175500007,0.0,0.30208000207224794
0.7947455230319677,0.0,0.3085859628376364
0.7947455230319677,0.0,0.3012200491332326
0.7947455230319677,0.0,0.3032955953240731
0.7947455230319677,0.0,0.3099731401363717
0.7947455230319677,0.0,0.31778528679997264
0.7859541791673322,0.0,0.32605746654477663
0.7859541791673322,0.0,0.3134000182668303
0.7859541791673322,0.0,0.32055075027434876
0.8472773434561036,0.0,0.31549904315301575
0.8530634948676669,0.0,0.3163635477477927
0.8530634948676669,0.0,0.3307709095009457
0.8581875377746487,0.0,0.31042640429170776
0.8564467337373434,0.0,0.29784557109580084
0.8598504445278975,0.0,0.29165746308599283
0.8483534959772199,0.0,0.27683298691883035
0.8542031164185859,0.0,0.28900512471286577
0.8519686009212409,0.0,0.33188892698039535
0.8519686009212409,0.0,0.28382320185785437
0.836126834570756,0.0,0.2706772240961103
0.788057879222237,0.0,0.2583430551552715
0.788057879222237,0.0,0.27048906525439
0.8132452528037719,0.0,0.2748415701766347
0.830456504504385,0.0,0.2886406090537046
0.830456504504385,0.0,0.30874510685988404
0.8328035130345158,0.0,0.3013161596726618
0.8216378168015664,0.0,0.2843342352662159
0.8244479938935914,0.0,0.2763831660266961
0.8244479938935914,0.0,0.2694418144251023
0.8572863800220987,0.0,0.2765895521409391
0.8712481630543882,0.0,0.3058479529775224
0.8712481630543882,0.0,0.28712373233307553
0.8809775886975725,0.0,0.2598410472819537
0.8809775886975725,0.0,0.26090545019588207
0.8809775886975725,0.0,0.2402630970590031
0.8809775886975725,0.0,0.2516665146857048
0.8585681162809355,0.0,0.25022787950404746
0.8493429858809659,0.0,0.2411383977408201
0.8490844937801729,0.0,0.22751799263142589
0.8454609091269444,0.0,0.2476750570290551
0.859671156943936,0.0,0.23485458582659466
0.8786825701763968,0.0,0.2348448116872005
0.8786825701763968,0.0,0.2352661845859256
0.8786825701763968,0.0,0.23818668094681528
0.840102315967185,0.0,0.23817104467099456
0.8485409525202829,0.0,0.24820307181344198
0.8857540675295958,0.0,0.24545699989290365
0.9163513031929543,0.0,0.24043244786681645
0.9163513031929543,0.0,0.26721074419413615
0.9163513031929543,0.0,0.26822243755353414
0.8323451004034927,0.0,0.2659233499848
0.8323451004034927,0.0,0.2662207293437625
0.8191016576354894,0.0,0.258328693273551
0.8344890856110576,0.0,0.2560573992698368
0.8344890856110576,0.0,0.2648744108508845
0.8104299474015938,0.0,0.28483674692276434
0.8640512671296144,0.0,0.31351359110745464
0.8640512671296144,0.0,0.33289473288068067
0.8427411070016024,0.0,0.3023058868771226
0.8427411070016024,0.0,0.29884395807990993
0.8427411070016024,0.0,0.3161700435536858
0.8432345577268014,0.0,0.2910594577945375
0.8234393767592434,0.0,0.2867591007780524
0.7836054681909219,0.0,0.2791804468378901
0.7836054681909219,0.0,0.27682135588336537
0.8106670451026535,0.0,0.283581555796019
0.8056789285400127,0.0,0.28669201917054793
