V,W1,W2
0.09490692739752542,0.0275131159862778,212.30808314069742,652518.5679009577
0.13259121858919357,0.018729597305787216,289.5431414459865,1079488.0615652262
0.13715868199348374,0.00863780046765861,190.78384620616598,668528.04060404
0.12893320488986793,0.014390575626568184,369.4380920049881,1147726.0625688098
0.10302272951097115,0.025958984596239274,319.55031891914166,715888.2711723463
0.08565767556518263,0.028472013611949114,283.48476670742167,1255014.202634767
0.05314753213413442,0.03602434800980953,331.3843357692816,873735.9205355429
0.08591500771959616,0.06068689538635408,315.3984628844142,659181.0950283753
0.12663035142698942,0.04485762522813575,314.31986284261484,613554.604181485
0.19538067527897043,0.0514576578227545,297.2520968895825,811854.1041649592
0.1594665322293116,0.06354875943605434,197.00491134238047,847557.5515698197
0.10525031403638922,0.08691615904512659,227.95325697784563,732288.380615695
0.08869106926912117,0.14738137830940704,213.30794302455433,487579.3097498176
0.05366520858843096,0.13131419420719292,338.27912635009733,910573.5329212707
0.04507966521560927,0.07468954227616767,214.3633026281916,726030.9248285003
0.04144339057311878,0.1044589884562946,246.7301997002925,769383.0199000981
0.035749487084900375,0.06327927842949248,304.786350552943,905972.894571157
0.05128199279665341,0.05648841428843692,330.30882750605144,945880.1154034892
0.06092000400268378,0.04970074657956586,244.46975506350464,542942.7218215948
0.10531862723716012,0.04734602795405563,298.7264630101561,519309.9085159492
0.12214325832898387,0.0698517761242781,260.03460499664044,835993.2808783714
0.15323269537962655,0.0597672691242993,216.7197951338034,595045.1865362213
0.14091699032636215,0.09472771259786672,317.6313902547132,561081.6924940323
0.12182848372521846,0.08459484542946871,250.93555439644095,696950.8305961891
0.10404450466349618,0.09308915971890067,221.76792734275543,478118.3225005315
0.08167073651446494,0.07783781140635321,215.18194655262707,767830.7014535962
0.08813507216889754,0.08373719578770904,255.6299226267391,570510.4701239315
0.10362407579572556,0.08300123216937437,235.56941600095473,722588.2807286455
0.06852964561247515,0.06374692721952682,251.73802806764775,710784.0724875483
0.06488089370182472,0.07229705172007915,214.5037338862585,929174.4767636079
0.08004531290734576,0.11356383695652546,331.4853828816113,733665.0261320627
0.06824030655077175,0.10062142136992733,273.972900390915,1234850.307127473
0.11126005342696282,0.10292483594838321,240.0231535285041,687360.080357108
0.0984530574318686,0.13242115497778317,476.1841708063458,599643.6192281438
0.13109428271510581,0.2688739441229136,284.4084845058098,693530.9833540246
0.12129473091208223,0.20210658071713272,259.3640259586002,498749.271194376
0.06729228552228994,0.15768707383087877,184.27909542553627,932228.4030272769
0.08092991172452976,0.154173103132948,235.7334269584083,516310.0106901046
0.06696286599466858,0.11242544464675569,268.57248532036334,818941.6063727507
0.08536328136331567,0.08869251403329088,212.0095593076476,505144.74210362515
0.10635221983034668,0.04653100047981256,193.21161577873275,1093891.944575848
0.11264966937050505,0.06563929383810886,267.5939574764262,826293.283752497
0.06107060900672222,0.09241681262660398,225.3157698037943,503907.8038972165
0.036291754460111174,0.1114589435515624,184.24375593007957,693403.5307994387
0.04506352965164755,0.14243862948033217,187.4485980248378,818218.6617648617
0.039186678218595505,0.2459238091589328,341.09119145815,711428.6656722935
0.06349258081264872,0.3099235344110603,225.54758219924884,963257.9638471104
0.0949631621692804,0.3609647585118459,234.84191421187992,829082.9622913385
0.0771766048042554,0.799110276226685,207.7033333661102,814171.4809728826
0.0555820765245735,1.0968004215083025,254.31696501001994,945317.0865721458
0.050908585768817384,1.0000276680993174,262.61861117201505,903179.3996481438
0.030423293558077335,0.8233650647822038,344.09222776420563,1178503.2695499957
0.04037895863880183,0.3869086148595791,148.765453880987,699977.9420106413
0.09916878541678974,0.27327307820870655,218.65475954780553,743817.0845100719
0.15382608726986402,0.34683110500832165,232.78508682115842,790367.9935687492
0.1853151356546425,0.2590160811407626,247.41778319474497,700777.452186788
0.16183636924611938,0.2439043064297631,237.42158990185345,983811.1263142315
0.12424949194912374,0.22307669133142607,337.4015280186032,664568.6984178452
0.12061876497675553,0.19154065352496655,184.81109118896262,726610.4404560117
0.08901807345817978,0.2215645580189125,210.34506287174338,1181610.9262919333
0.08720992823490649,0.33913424096039785,204.8751899261663,696339.3425902395
0.04930611980588692,0.3097521699662088,298.13400499819664,775976.1940564698
0.051545256145699825,0.35808324236882855,226.65262417462105,1002632.1662420494
0.048728403340667636,0.3614521514368306,248.84487949554955,1025855.4477343854
0.052872922613365646,0.330726369218007,295.80142648120005,491278.9390166349
0.04181212307507328,0.18565687307636428,311.5500510765752,861567.6381160376
0.02439776534491928,0.1257809547647846,224.57697146353465,754624.2482819023
0.02923551960162883,0.13579486254631418,240.03007511243962,643846.2409459449
0.030467800537452534,0.1405097809509152,249.9844890375396,907993.9445365475
0.025292021501002074,0.16136751130807087,255.7042017814991,742685.0745817195
0.03261607887102217,0.170818780065013,226.40797606609573,877107.8574154923
0.01713959643359213,0.15907892799010798,189.15644714277107,634432.6384386562
0.023828230550207604,0.10067789198622797,247.47334455066851,777832.3128616218
0.028810404022375342,0.12140086978863648,203.42173210939134,1056509.0123869986
0.020930393128283643,0.10299947781722538,258.89555631728,472653.26254435844
0.03552558756146569,0.06783636648081405,354.55710479194386,852545.127028994
0.01648791779193928,0.07675124798379603,312.1874780044701,727695.9081388892
0.026234105022353085,0.12119323191469775,218.51232124420787,670529.1611565641
0.019530378327121033,0.13479449709161395,279.1754195912458,779657.774256062
0.011143540879707219,0.1655687944514569,408.82764294430626,730379.0963198022
0.01471571651363399,0.10548042994818434,206.02431475540646,611070.1753872752
0.024642562389534016,0.06801194862101602,233.4107109917642,817484.5719560243
0.027589364870649585,0.06615893193116468,259.47377768021727,615107.5619273598
0.03245874207769203,0.1017341855483075,183.95861294055857,747987.2886573499
0.035440860304757744,0.1441020796866925,183.7036020629269,893206.2313899293
0.028587888125967662,0.1041344499715693,183.7683577843951,575815.5676780674
0.03773726281698899,0.09883911955649348,223.82174495493834,584754.9359260197
0.046723731832962,0.13818163591564286,335.6630158494895,757186.3694630376
0.05388145204092899,0.14510445972000677,396.88022164569,726452.5519219689
0.04503624411094632,0.12536031197799416,205.71145607350832,1055445.3165692084
0.045937237781943176,0.14665465123349708,198.3594100875725,640636.2836812855
0.03844815174476201,0.136325641250158,228.9420605875641,810652.5388980061
0.0328507802522917,0.1845735582345434,192.67481480410206,844507.703714603
0.030733591497861666,0.15148463917037047,294.68719520217473,557585.4985939142
0.022295005111289942,0.18081896723431987,275.66807671867116,611051.245536417
0.01985518503217026,0.11891119220745444,333.021877651082,559961.9612692714
0.021191969704385666,0.12340468437977764,240.82379014960466,754177.6297656974
0.027544994875882182,0.15478327748273826,332.6352556235001,1186639.344180248
0.019968155761495077,0.1937280874215031,246.06597064058073,922740.3235362283
0.018278648291875425,0.1764208967082829,189.3518006804353,1125641.3036237296
0.015237690833828756,0.12864583083948347,232.15624631862556,691525.4288364631
0.016707967829275687,0.09955856195400713,225.96259664675557,923891.8302726324
0.02865644990391283,0.09572137243433433,296.9077166241774,686466.3469618369
0.027622011754445893,0.12850877828081994,276.19006614598953,756070.3819595779
0.03644504846701651,0.1322841567466072,252.93520379750495,983157.7200827532
0.03840759540290108,0.1208795660681507,285.78484845977977,816491.5696503449
0.03972673784036895,0.1173539757458261,258.54597495081924,540113.0475308523
0.02313546314195083,0.102374344464538,269.2943251305421,1163329.5087569165
0.043432105240230126,0.11113874687677562,179.2644799724197,830739.6061071162
0.053908316064524925,0.0941415689973179,255.8995192346756,633817.9136495907
0.042488930921739144,0.09397121614814614,226.94279929043887,578212.870853651
0.03365521832108173,0.09353328302082577,202.02004648017427,615762.9976710321
0.030703446325122234,0.06546271266734047,394.0036269160333,815495.4908844231
0.0512943944399022,0.05770434537329358,308.0236674840932,836036.193155883
0.04052403927545487,0.05768721414576078,286.4504530287779,578427.1474322032
0.04375671298249747,0.10809602758709447,354.88503763470743,597613.883204671
0.03120605922275147,0.10741700942993106,182.47779126259599,652075.7309006873
0.034515643116299316,0.11446313620756048,200.9945430951451,577115.688138807
0.028773730544529447,0.08486750483095956,200.27484532907275,818333.5911992177
0.04651855315037912,0.08794194929058807,259.6428402579522,932778.6742156463
0.03218161046927474,0.07046707392085651,225.42875315571095,484507.9379437348
0.04614944524197409,0.08254369846134492,232.29659478784356,694367.15361778
0.04699826166438859,0.1158326855410155,186.47798686524857,788632.6299738011
0.037168499033220996,0.1300664790102649,197.77803663974578,734989.880099711
0.0335138960534217,0.0631487084915123,285.9271423784121,785979.7556233282
0.02864997935501032,0.05755015407152646,333.22243992340094,635446.9283410719
0.0306208897735949,0.05939822414185718,276.912904007887,826139.3206244657
0.02992117695474836,0.048836866809803585,195.58432244076866,829524.3775460391
0.03156712026355535,0.042223556596484295,217.1141990260173,759765.7758667873
0.025370325552971158,0.05510976636617042,314.10312375023403,1068734.2811144218
0.018852693869799562,0.07829429462762844,328.06161239778913,836346.1644345806
0.029871077540981304,0.06349856224833088,211.5513721307756,688087.6232264334
0.02878994679035303,0.042907326594134425,347.40746099294745,856784.3840470952
0.044676173519624406,0.02817710710802785,292.89526193902725,571625.243080949
0.0500246640298322,0.047764199058003866,246.56063160899078,968302.0182602969
0.06051434743522139,0.042820217016313236,261.1836683867993,877239.5373085331
0.08708162285055135,0.03929256673042041,247.15832074873288,527219.7621988306
0.06288718539774096,0.05268127807213016,242.87461739001478,862841.5399281575
0.05171990206987246,0.05981315376868725,196.24371020101916,581822.4280910742
0.04603559803209345,0.07271702712015989,245.19621071614856,663775.9777483931
0.032685215045503875,0.09691106141398767,339.15565922980267,674923.1914927694
0.03701418991701401,0.10477272741112491,270.3131607158605,671001.3298971291
0.02062756845387807,0.16422859065454254,303.7298197668874,551783.6528700159
0.020171131714258696,0.10479002613647183,288.5704099629102,854941.257902764
0.022537139327043817,0.0567244441828393,400.0139490433511,573339.0675477867
0.028038736323679727,0.05191216790771751,196.49727787742586,604181.431179785
0.05311474741830017,0.04828271486562682,219.44493647599418,672481.0865720068
0.058893920314766965,0.0767906283993044,281.857449227035,648160.0673057635
0.09191931251089172,0.07548904228998124,454.2923176019304,686555.8758158426
0.082267444732676,0.049228520183687195,271.9998891972298,406326.991709
0.06915017472597601,0.0451988407901021,223.68842768766964,590612.5312571021
0.0723434572400369,0.04764667942172817,190.04386243651788,532190.4465597857
0.056981337137502024,0.04781168506862708,246.89012709344672,603685.309933655
0.06045414379429815,0.04794447598843351,280.9373872410697,682318.816776124
0.09532701411175101,0.06710242282230287,233.18737101286257,540603.1534697594
0.18269670650002212,0.06828689455871745,201.25406214474398,670367.1313609359
0.1356456477038283,0.053742910785640405,236.09166371261443,875157.0633166975
0.1765960866408604,0.02427448314241379,351.0896575530355,744816.6344741896
0.21369337074195094,0.033042758546026695,341.1591753381904,645548.005226282
0.16932219487353475,0.031056790184790902,199.1888815666893,722516.5495318753
0.146602718723593,0.036294697508282604,269.9857692769938,1052702.3701385045
0.21461434291548337,0.04299586721031021,225.49886131050494,776331.6888697819
0.17433412191138237,0.0589470035720941,300.5875096973118,548670.1002161766
0.16081257969837848,0.06890748396820956,282.19490984996906,594334.7176093413
0.13735671499740762,0.05624264332646577,224.7976166295715,837564.5550707994
0.11616243770113516,0.046622485775991894,294.5774144483076,880956.279059647
0.14236197431910383,0.050948981594053935,221.37283062572186,857542.9960217425
0.20709116647707212,0.08501722818768276,255.54984931775442,849557.7578203954
0.18039602306020433,0.10398250813639667,229.07081348649865,730644.8698809962
0.18464643884908738,0.04789700670562394,356.1125982419462,794666.6001622535
0.12624627784741346,0.03767640630027562,209.85523721705988,574047.8155637764
0.04741533487501915,0.08239272252492585,296.96733201514076,617022.7514564184
0.037435596396252636,0.07232986582669791,333.10864632283347,606834.1465099005
0.03745305415683639,0.04476341538971128,319.7348400053496,495484.76115508255
0.03868646200387473,0.06258157236392341,253.17643338535365,800694.0937196518
0.02940689360271821,0.07373372720913249,282.39234176625166,982413.5417544966
0.03991583179965464,0.07734088045644391,254.78790177301,818704.2587407263
0.04590173060253359,0.09612665814875862,206.8111457753617,689960.6284525006
0.028154735365317887,0.12422698912809793,193.05555269296488,809547.372482567
0.031442798898148855,0.0900142326450419,239.25998558871697,793912.8666328382
0.03917376617532422,0.06692884470140559,163.8517798689273,686152.7496523606
0.026613844054216303,0.03455103760675448,269.9123178024865,801928.8493967579
0.025107521248437036,0.032655618539909205,220.51222065522154,519648.20520658273
0.037074326449774465,0.046346368412512835,196.28155015672337,478067.2028036504
0.047912404146587255,0.045822323553125835,243.7564197904299,804882.5457361797
0.06527933247792882,0.04227624971171788,268.3771671340708,603729.6150380188
0.0788370138202843,0.020951123928289447,193.97034211379173,964921.0928557615
0.1307531131896841,0.013651332192697187,279.974770264505,683247.3196179508
0.13184390642016316,0.02438875068518559,213.84940716717998,897341.5225006676
0.11406520330982184,0.026466028048813258,212.77366107604786,491216.81574922055
0.1884510005502688,0.03398671564163454,279.40738495414115,528549.8655581949
0.1195367680890684,0.04203719984366507,289.82348235448364,806509.6875985693
0.12831307617620094,0.03613829945284098,291.4521620001253,555510.0843823568
0.1521943609004976,0.04542928317201534,189.287331421521,600189.9355428763
0.17889028540429272,0.03568924413460294,253.87134363013385,642418.9036446793
0.16338256716075591,0.041976663296213496,260.86332460852435,636288.1397899125
0.15191891230795088,0.03505622339259259,239.16978459057754,741648.3326249103
0.14300572028309338,0.025875301577322794,284.3657442092908,640668.4969497371
0.15764005247363513,0.02272549024226207,180.71623654955204,666271.5749926711
0.13873792006164073,0.029705958212392167,209.69594366734069,897483.7193130874
0.10681350332636184,0.03177116182323069,201.62822111598103,873178.5808344868
0.0805077855484202,0.020317052902077297,190.7751505797687,755881.8988145274
0.07022540074564339,0.02281297954337745,180.06139614584416,640907.4187028679
0.05442093195264536,0.022191730309378165,219.834342401911,781758.7141382329
0.05736086872398305,0.03225511941666461,217.6459304050418,842158.145773508
0.04908070593560715,0.034685977792579446,265.91963348909337,554101.717922316
0.05505752427187102,0.04453510930244216,228.52441885110406,1059060.4551062128
0.045542229962759286,0.029510645736233753,223.6238501743736,673874.7860174313
0.038225591745684996,0.02552316441417965,362.2419119829912,603044.9245196043
0.04018464260325035,0.02662178030663845,330.13676189366225,823563.0977384051
0.038048218224333,0.01984598636925684,183.59884535809312,594610.7594033045
0.039075803146532626,0.029714928497324756,257.71049100953576,768515.2005249014
0.03265868266947171,0.02020972483193864,330.1516531666681,972842.3001210963
0.034178572243440355,0.019393688224067,229.1586391308825,773879.7955177042
0.040410973613350235,0.016361168790975603,308.9764571073585,540521.8120028981
0.05069090574072486,0.020712239879837523,269.2924984464894,529777.1879003168
0.03583306950375409,0.02316160838190895,374.77552756696485,492738.10106032
0.05039703928850365,0.05832090967972101,180.85875276254527,482287.99878984434
0.061138536914635604,0.04933922150350836,254.28576858779675,743548.7878762416
0.039749542344651674,0.03950739913527282,242.05170578109278,706187.2044622303
0.0700282774563824,0.04232812301687309,399.8348864431505,789246.9833229608
0.07324047430443557,0.031483730768060283,299.53995937855706,1101248.7416353894
0.08412387582323665,0.023893422491526387,349.7781028236773,609536.9102067227
0.05280033239724051,0.03205651553220314,367.1829832013493,675421.5650449968
0.08197446254709494,0.04206843732672796,216.7502421619812,665169.483638423
0.0741710878136381,0.05880918166993932,287.366328274559,603412.7376222718
0.10947880729810773,0.07348030891462017,198.8251291509587,506876.9473867754
0.14398009959606606,0.07546780354540371,208.4277161255211,898156.857194236
0.08917843013369164,0.06705255815852611,249.13405118016124,788600.2928944273
0.060216646068364986,0.07055296344679621,257.7611179130466,624161.1887539075
0.03890825062546399,0.07526236217632341,250.6037904555164,556619.9148713693
0.04304642854082869,0.07547478478633884,324.3671486988057,531926.8096957174
0.06895806772441906,0.09582295057771534,259.7782335928932,572320.0328285537
0.07027290746421097,0.09785633910210385,401.0098067433163,662987.980674921
0.0397269340354224,0.06194014108149591,256.09066800038863,578992.7103537729
0.03195071291858465,0.06079709956654052,283.9244658347971,553664.32703805
0.03333484463260781,0.050461174460953696,350.0084722435113,696611.8858499406
0.03726297345825366,0.04277321690765938,219.2676347546491,1152302.140965483
0.0699261871610162,0.046691621497511125,243.930703618597,754188.5787908012
0.06980591688526948,0.03424870905790036,272.4995433409622,742906.8744956935
0.05276600189801328,0.03288509676318111,249.8964118258308,661498.6598453287
0.04120326367399141,0.03910095575245134,247.24972008636945,1011861.5679066969
0.02536085408031859,0.042605075516273336,271.70540632554935,740680.372136671
0.027673365718031383,0.047757364707786416,246.91684678866713,689456.9491725944
0.03061450026228137,0.07376373773292551,292.07406641516815,826026.9666566341
0.040062903062948844,0.05312086063766044,195.3249340484154,744789.2245653897
0.027782116310356018,0.05832713828999734,247.09662568162778,520754.34193814464
0.037801131984965056,0.047559143463032624,466.2077218763563,754073.280565444
0.04895494929103478,0.06936295520134875,273.86799865258456,762556.1587268581
0.035690390004104046,0.04299249027534216,165.8190384525091,477738.63695282827
0.043736518451601855,0.032348715549996035,412.030029711784,666766.3764083158
0.0493654003386543,0.035830484121480564,332.5680408058188,953343.0406417861
0.037992766575320344,0.03446653154002571,206.40912855413498,704648.9089153231
0.05525903635559075,0.03651294626732168,287.1621904175254,913795.0270538973
0.04102563869504319,0.07332449917881227,185.13167045674226,699682.9924115903
0.059420115176304626,0.05448652425755894,209.10232653789598,753447.2116545732
0.109372486134817,0.06435134066528243,175.46596573426788,660275.7963895447
0.12316406226063338,0.065889018481569,483.5281252955702,679374.5712208841
0.0859648586827885,0.09404017097771983,241.14045394545738,717816.3169641829
0.10760835618490765,0.09666214073249085,205.70470015813413,594487.7126368715
0.12640517872256135,0.09686020496976798,308.13130025544245,771193.6967663595
0.09752681060931609,0.09834242219930418,200.61722980325916,981048.2980767122
0.07064129317943822,0.16195971718745025,173.75256586734307,680556.4055163728
0.0616623679823034,0.10175333918209244,228.30333869971065,627569.32311903
0.03540931537334708,0.12407168609212055,209.36905529125917,575905.6495178322
0.03892184822500546,0.2075007096791614,172.80105174319553,742272.3517946261
0.036067611575725446,0.23846480442864568,269.4391751220365,550235.0060639417
0.038148894358590854,0.20497665752225258,244.82379134320362,753240.074705296
0.029369297475176977,0.2201663295037442,285.37772863098104,679739.5232454429
0.034126613885768986,0.44958827145570346,265.64235492923893,561037.3099081643
0.0245934269907577,0.4864955108249162,216.67482387561535,1002074.5306442503
0.03475449704568447,0.4393361827175212,258.52841627671575,1114189.906857067
0.022073490335643448,0.4834381008648901,240.07660851003354,539463.7741243754
0.025794533980598545,0.36035558108869964,377.4329723010392,781301.8973800571
0.02835117119770729,0.3025688840004317,223.78664146179355,871632.0005013971
0.032114110170441364,0.3426650385185195,359.37645509207914,728976.3953177739
0.04165299733358884,0.32479082391750813,236.99992276955354,770110.5475753341
0.05823663429622358,0.3037674565325287,181.76869229623202,827452.1354255266
0.039676113794092395,0.26319196017414787,276.9705882105579,828969.563965292
0.040821752495742825,0.23361061450708623,191.44626208720834,835935.7351448548
0.03571975759275816,0.18760437273655242,262.6194582620053,1159976.1082661871
0.05537575656671794,0.10191289122577805,327.1983182057642,889846.9366232349
0.06266407537561162,0.08351634526995387,221.37117135831556,495105.11030934565
0.0523354871486956,0.06848852757708762,376.2323809519347,617580.3036243947
0.05039449992929133,0.05638104470194987,216.99084568699587,519886.18869121367
0.04445666178078816,0.04556982930764715,264.96881551318756,758817.5964867014
0.03595054961025555,0.03277952892325739,326.9679405778716,852207.3348700624
0.04844206125483583,0.04699044611576742,273.02131525147,617040.9532602021
0.037714867441259126,0.057092570511160984,206.25974266845319,807482.8668413914
0.029717958027647044,0.04512696893042256,310.02072471599547,602008.0170013695
0.02993429162890395,0.030407085129706815,190.52727203276592,842607.330248359
0.03333417416118188,0.030813725383472747,322.8878065434182,623002.879353409
0.03142944933222117,0.029391531877727597,241.48271429068075,618226.0316881518
0.05495219131765332,0.03977591940844965,274.7999891241521,782775.5307986508
0.030258657132374328,0.03838848992985997,255.8216892318878,636261.5998517486
0.022607321090068435,0.03933017504054613,196.54084178730113,700155.6829787361
0.021430330345589024,0.04604888334615802,254.6925048563531,1043976.0096117483
0.0258661897430963,0.0384991239706521,214.2370145071441,720095.4472999282
0.02095212498093501,0.03136908225064194,240.650562141832,928004.5206597745
0.026096162270646244,0.0262682446859416,237.05892871737328,848766.8096026859
0.04025124835397839,0.027899864169286474,203.64811642016554,652113.1635310667
0.026875120278501568,0.04323860186401012,233.99327687155494,629679.1076317822
0.03597462216315415,0.031343697908601906,268.51593116172904,604191.585946025
0.0502839079615687,0.020563229194795894,394.54939715971443,806154.2506011709
0.0419134112673564,0.031318171392967824,300.7659648672997,907048.4462193748
0.03348163989929358,0.03596589470120908,155.50160544990825,637962.2274530975
0.04389824045635088,0.05123744915573735,237.19388483808464,878455.2161419755
0.037928513784094155,0.06543267956854945,386.74442598491135,504723.3893840199
0.04487944151464799,0.08380276975334039,234.05175828674564,751196.1919050311
