nu,scale,W
3.0,3.79176417429583,0.09977252560222755
3.0,3.6653612516068512,0.09380599706862564
3.0,3.4637025074510173,0.10481847650859524
3.0,3.5675028321572313,0.09963466691115616
3.0,3.6666740931469257,0.10257097338170924
3.0,3.8137720935365658,0.09135668202396313
3.0,3.7849160694217074,0.10617134983116726
3.0,3.66590756130755,0.09527123383780171
3.0,3.735933809133023,0.09917622529588528
3.0,3.6908416161415962,0.09333352442385692
3.0,3.814670231800216,0.10951688493855502
3.0,3.9902956510363965,0.10106355857912853
3.0,3.6405793496330774,0.09430897610090162
3.0,3.7459027029004006,0.09667256074677308
3.0,3.7023579765471686,0.09139191602109781
3.0,4.036807684467607,0.09232553174816052
3.0,3.6450407660093163,0.09183141596473754
3.0,3.583419030967743,0.10989046089572492
3.0,3.724448663821002,0.09465637180729654
3.0,3.6221066094240792,0.10871278488138171
3.0,3.655744411746091,0.10368342025446031
3.0,3.8006462004387065,0.10983579395984537
3.0,3.9173218156047627,0.10639693854682665
3.0,3.7060726688818875,0.09373263854935023
3.0,3.6826406053573586,0.10206277628807296
3.0,3.716132872626922,0.09971481234248639
3.0,3.626190289060305,0.09768538708724293
3.0,3.780870230805999,0.1103454965293096
3.0,4.03086113749715,0.10177181047559108
3.0,3.8410007809515325,0.09520306174262004
3.0,3.83149085706165,0.10729112930314076
3.0,3.597865755393398,0.0978054369823406
3.0,3.7560090770475822,0.10585481638977878
3.0,3.776445384752474,0.10220618534147896
3.0,3.5385170278259235,0.09003714517898168
3.0,3.825703053471911,0.10572328024856258
3.0,3.671685424973504,0.09640136162442015
3.0,3.8969573016216175,0.09355064708376641
3.0,3.6957494568851326,0.0985413159406389
3.0,3.7048223181872957,0.10619448453622045
3.0,3.8431426712065453,0.10030982061658643
3.0,3.7649478396292273,0.09240569057043789
3.0,4.036305875331007,0.09609096702475625
3.0,3.670249183384949,0.1075670452817937
3.0,3.5844382259608736,0.09905290102109172
3.0,3.753417081789779,0.10259864970429262
3.0,3.851789339692806,0.09606835991307795
3.0,3.508662553464148,0.10456036696064855
3.0,3.7354371487604974,0.09742444925192581
3.0,3.838265485478479,0.10029774144218191
3.0,3.961630689644218,0.10332341280658772
3.0,3.925268123083216,0.1041936405941815
3.0,3.6720544166675664,0.10185745316856665
3.0,3.9276718418688272,0.09933639987206787
3.0,3.7281448060150515,0.09648540200522816
3.0,3.6847833822315295,0.09890309884907846
3.0,3.757049857345111,0.09941912001487788
3.0,3.787032428359555,0.10197363694973743
3.0,3.8796804980248907,0.11063708528740852
3.0,3.557378637269043,0.10324270242553935
3.0,3.6138878739347655,0.11685063223295789
3.0,3.6542055404036757,0.09868074193336795
3.0,3.66839879813818,0.09630720037085637
3.0,3.7431856597778865,0.09388800084257112
3.0,3.7532656094517964,0.09125615415350427
3.0,3.651012782904409,0.09598832457498901
3.0,3.6834212806765985,0.09696338558194452
3.0,3.908934275338568,0.09323614096358153
3.0,3.8721089671920557,0.09993379833755003
3.0,3.760693462858383,0.10452785158918042
3.0,3.7686249451440137,0.10392214831946564
3.0,3.5739367640403694,0.10503971834338945
3.0,3.7611943904890954,0.10538230641540253
3.0,3.5038964187162795,0.10090599603850861
3.0,3.7056844137372686,0.09911132984878304
3.0,3.7085346527955267,0.10654948356985693
3.0,3.791067953409996,0.09694065592529903
3.0,3.5169161267427103,0.09842547845847666
3.0,3.4044144753432577,0.09981684315072693
3.0,3.891099619919237,0.10134163008264502
3.0,3.876289533414697,0.09370470664708559
3.0,3.748070650664298,0.10575198934270194
3.0,3.7318185632304477,0.11239404604639935
3.0,3.607214535821554,0.10521110211793055
3.0,3.969191921232889,0.1020315790519207
3.0,3.8372848652259366,0.10016590020628217
3.0,4.027536917372102,0.10316439095042079
3.0,3.8648817105228876,0.10952511798608355
3.0,3.703327864291722,0.10327884889236721
3.0,3.6595056209045715,0.097017749076798
3.0,3.8268787608395534,0.09396814199371141
3.0,3.428063281339799,0.10575808969696568
3.0,3.8560149699354183,0.11209907947154069
3.0,3.654728481722335,0.10252997187092457
3.0,3.871482932139134,0.0977159356602437
3.0,3.6282381064222333,0.11085496888334727
3.0,3.649928832327066,0.1087680997126423
3.0,3.911342090211375,0.10508135576852727
3.0,3.7303724883583107,0.09571867033266247
3.0,3.6267215098429855,0.10527599124001721
3.0,3.7430341371917972,0.10340479500732869
3.0,3.651739496888732,0.1052581499410972
3.0,3.899653145519071,0.10037176170525394
3.0,3.6476291146091633,0.10230876388278567
3.0,3.5601767386080643,0.10817039006933504
3.0,3.8261385603216915,0.09739825520836595
3.0,3.669714547386798,0.09182231404069328
3.0,3.7825911854240655,0.09962178025959037
3.0,3.9529625696039985,0.10392838991619514
3.0,3.6288250762125522,0.09844938410554317
3.0,3.8207851419639614,0.10718327417941945
3.0,3.4772176016022205,0.09117562505459552
3.0,3.6379596411343407,0.09906273569003614
3.0,3.6404479582275426,0.10220808827230247
3.0,3.6176067186018273,0.11587857751094666
3.0,3.7561799618974216,0.10158307086355525
3.0,3.7119684185136,0.09965279794171655
3.0,3.947380722610308,0.10425455450687368
3.0,3.9085678268034245,0.10028312899987099
3.0,3.7002933573215397,0.09733268010656126
3.0,3.6849829117917188,0.10014360971607847
3.0,3.7938173553799137,0.11313195468524646
3.0,3.6388737444354167,0.10312917880198812
3.0,3.6706736498047325,0.09008599896426042
3.0,3.728343068373455,0.09872121772235963
3.0,3.7305536096561864,0.09079312794091982
3.0,3.6766888699320663,0.10743881388315565
3.0,3.876303758746027,0.09776971330721436
3.0,3.634039030335242,0.10484330492805062
3.0,3.6399531112834427,0.10035555058457923
3.0,3.5273559563409225,0.0993506542146965
3.0,3.5430386925868516,0.10718769979166493
3.0,3.5438213345483867,0.09710960880860685
3.0,3.709475505416506,0.10857053689131596
3.0,3.7098310684997067,0.10630964673322085
3.0,3.7661566905429886,0.09103291313818455
3.0,3.6921204303809327,0.09949771729577306
3.0,3.842206922487443,0.09425705493058655
3.0,3.9019979531862203,0.1006873394968751
3.0,3.6158464795786016,0.09829519320110174
3.0,3.9676640750989507,0.09736834817841385
3.0,3.6260237126867225,0.10344627266814067
3.0,4.018431678403692,0.09708103036118429
3.0,3.722494517290371,0.10396370326249903
3.0,3.7434447975187974,0.11252828776077654
3.0,3.733502656352102,0.10351394387451357
3.0,3.612026974339437,0.10424307292515657
3.0,3.5945705693767205,0.10125756286001833
3.0,3.825532982447224,0.10303225913586823
3.0,3.879549750062032,0.09098061217008298
3.0,3.935109762573112,0.11182929195317891
3.0,3.730358278627424,0.09131891044160972
3.0,3.610604024851623,0.09922726050247214
3.0,3.9574003018420445,0.09566368543504794
3.0,3.9182022895158997,0.11429616934714248
3.0,3.8059076048583056,0.09933051000018696
3.0,4.013000984368948,0.10286439948841505
3.0,3.5109666479708515,0.10383006726154068
3.0,3.811433427453765,0.10099875194107052
3.0,3.697613731777833,0.09489859430139758
3.0,3.5444308859623668,0.10411178778129065
3.0,3.6754920023918727,0.09990729412992537
3.0,3.80214470204905,0.10763576683689915
3.0,3.607945820575107,0.09479241352280675
3.0,3.777943449245436,0.09585165262272038
3.0,3.969376077834362,0.10361426296728365
3.0,3.757778726156159,0.09425499467578105
3.0,3.502869975458394,0.09003884763254623
3.0,3.6040714487856675,0.09830323009486006
3.0,3.6495086254588998,0.09801709803297597
3.0,3.776436834199243,0.09088118636940072
3.0,3.545525163623593,0.1007158165933826
3.0,3.934342669460082,0.10668516379663501
3.0,3.7005920770268745,0.09834093491090519
3.0,3.678432914696636,0.08934852582373078
3.0,3.6551773716469573,0.09632016876211325
3.0,3.7505269160424595,0.10559398835952256
3.0,3.6380348209552493,0.09107278318714478
3.0,3.712076641401304,0.10907119158522344
3.0,3.6676618072454903,0.09775838824976797
3.0,3.834466502214538,0.10524794272536955
3.0,3.7065993244050226,0.10323259463782508
3.0,3.7464511568455867,0.09699032743409805
3.0,3.855833898963981,0.08890030583823343
3.0,3.4726787236757346,0.10769764299339848
3.0,3.7626816383861055,0.09968899267311186
3.0,3.632882690786758,0.10551015742336468
3.0,3.5939392983009038,0.0930660663047713
3.0,3.931889141354117,0.09736301391903646
3.0,3.4856242421738064,0.09928258583716758
3.0,3.7551634874205435,0.1037777720707657
3.0,3.6993275718478964,0.10457816709776666
3.0,3.7913761172895346,0.10504067596749196
3.0,4.0383402623709586,0.09873308375896045
3.0,3.817553860452678,0.10097522895039213
3.0,3.87157455047398,0.09669714066234379
3.0,3.6232344665737872,0.11291262789565377
3.0,3.7192550241741213,0.10861969462312956
3.0,3.892492320662609,0.11029650745538103
3.0,3.979203588217788,0.09688434959881405
3.0,3.759740337498573,0.10564896667151488
3.0,3.6623850166502816,0.09934002554347658
3.0,3.6611499948097084,0.09698955384270454
3.0,3.6981446975264434,0.09151454544425855
3.0,3.5425706266338723,0.11214930188061142
3.0,4.002211445985983,0.09771623054468495
3.0,3.7660660474082586,0.09907610876694627
3.0,3.6484833319705956,0.10035300249239291
3.0,3.7164074911887233,0.09753243012455014
3.0,3.809793430879054,0.10381330408191947
3.0,3.954962938677578,0.10539440934290363
3.0,3.816951306572164,0.11463444043956889
3.0,3.636663896087865,0.10429332620764636
3.0,3.65811294365227,0.10644933638503352
3.0,3.83067211722219,0.1013852976355659
3.0,3.6267334347972877,0.10168273201470758
3.0,3.6887499293979698,0.10293718866573734
3.0,3.807806278521613,0.11327108062357243
3.0,3.9279755409822057,0.10103286336278781
3.0,3.8881565706925363,0.10430695780063601
3.0,3.8397340122277717,0.12120453534298463
3.0,3.9704959145221292,0.10918141533576838
3.0,3.787660487791758,0.09613136900759088
3.0,3.8643357860369174,0.10236323635341235
3.0,3.549212734275483,0.1028410003022401
3.0,3.712032574672559,0.09613751063671197
3.0,3.882407364224028,0.10234203019467773
3.0,3.5396509078287486,0.10729132894119967
3.0,3.7006156751409023,0.10286591422991732
3.0,3.7149477957646493,0.09406350316098629
3.0,3.7036141601380574,0.09857722853984821
3.0,3.5367748771601155,0.11156536952293046
3.0,3.699580270279859,0.09946577999847668
3.0,3.6746597404141528,0.09874589911935101
3.0,3.932972882534192,0.10827235467577254
3.0,3.7583428045153187,0.11626155267459239
3.0,3.4413485282026985,0.10350604777203824
3.0,3.7533176145798963,0.09545477964851162
3.0,3.7687311823088656,0.1044247677426549
3.0,3.5807191283617974,0.10409891747159743
3.0,3.4861083733292317,0.09705573902341005
3.0,3.8778739270980025,0.0973672048556011
3.0,3.7939146516545263,0.09942281821816669
3.0,3.8551200870263345,0.1036527499564333
3.0,3.737778824083122,0.100405914109325
3.0,3.684372979278575,0.09892496621625345
3.0,3.861601427768265,0.10167353849160653
3.0,3.7740188261550855,0.09486255446687986
3.0,3.9156935666238084,0.09582670678016081
3.0,3.4891806427896355,0.09990073464190853
3.0,3.4579707190898614,0.0982167442190101
3.0,3.755558249156849,0.09650738788545565
3.0,3.666128374920114,0.10133811424605384
3.0,3.558243348109649,0.09892997527162205
3.0,3.567017438968432,0.10273535129613305
3.0,3.532910779456754,0.10159645855134665
3.0,3.654076083115493,0.09801575794433516
3.0,3.7876786735875196,0.10820080663307863
3.0,3.8551431639872322,0.10205040634001059
3.0,3.659627117068093,0.09734300731164532
3.0,3.607189388036557,0.08891626590230647
3.0,3.820945076254376,0.09375905702896643
3.0,3.668117268548793,0.10185111577829616
3.0,3.736126511567514,0.095535035074451
3.0,3.6869234566680302,0.0955408262475131
3.0,3.444656340633212,0.11946298517618563
3.0,3.7572113487001304,0.10407768960205593
3.0,3.8539142645525346,0.09179057701647801
3.0,3.708250413349375,0.10168767441511052
3.0,3.8046468209913824,0.09634547587481981
3.0,3.5142834468535384,0.10087810185297022
3.0,3.8160567317424046,0.10116311429494461
3.0,3.856617643103827,0.09928726722169764
3.0,3.7975055917693386,0.10296077249857975
3.0,3.8257342718743317,0.09800758794764415
3.0,4.006689373817322,0.0983688047450831
3.0,3.7064361596435402,0.09966525759808367
3.0,3.5958486679711354,0.1042199957080558
3.0,3.617511423325194,0.0975470500453322
3.0,3.9072581752979945,0.09099697740006216
3.0,3.561831902268757,0.10842988077441089
3.0,3.6090967583541103,0.10943560405492271
3.0,3.7186556869347243,0.10079418382512104
3.0,3.794513798564119,0.10845712419138531
3.0,3.609538881514477,0.0949064255963649
3.0,3.7033078785758993,0.09488543405552867
3.0,3.710830586765211,0.10380156944752947
3.0,3.78949052463703,0.09882139410755701
3.0,3.7044832083920123,0.10691927622550944
3.0,3.6300117228435353,0.10895103863783663
3.0,3.521258697554705,0.09245880795010016
3.0,3.527267606068818,0.10527084404501631
3.0,3.639993415585466,0.09706853072155155
3.0,3.623750064611345,0.0990763291182966
3.0,3.6605760536939775,0.10089803246182454
3.0,3.9022910452687154,0.11038867275970625
3.0,3.5806901768499153,0.1194077245919427
3.0,3.7867641505870706,0.10515171704862371
3.0,3.652741522603117,0.10184439837716547
3.0,3.7486443626044803,0.10312749972417762
3.0,3.8097085530789254,0.1014643639584085
3.0,3.7239383445040906,0.10026379981472267
3.0,3.836578012319373,0.10913733474129046
3.0,3.752003651601419,0.0975913916121089
3.0,3.758811065292503,0.09584865583651922
3.0,3.804347083000017,0.10752465912163374
3.0,3.6517180371573623,0.10446816047746119
3.0,3.6903875757858042,0.10628264320216059
3.0,3.735663318063121,0.1028480165641183
3.0,3.747657716512295,0.09654630942340744
3.0,4.051384502983395,0.10927909939745187
3.0,3.944014912263673,0.09277905434198266
3.0,3.7816020897216176,0.08720343692658078
3.0,3.8071608418524527,0.1062613404862566
3.0,3.419984074399978,0.09904216075877252
3.0,3.7043710530870433,0.09681137448786822
3.0,3.9100479267874397,0.1063943343776953
3.0,3.510366771219844,0.10316000218787177
3.0,3.6266162055583147,0.09925806300968273
3.0,3.69375743990831,0.10302448370907696
3.0,3.7470867151438125,0.1017241233522756
3.0,3.522902219504546,0.1137293393014462
3.0,3.888115718464585,0.09356393708255915
3.0,3.8110907429461327,0.09020160672140881
3.0,3.717715271796784,0.10328165201314468
3.0,3.420555895844375,0.1082369383601821
3.0,3.8259176344159114,0.10328221461287157
3.0,3.8147608556303383,0.10430935895474715
3.0,3.6852689529947456,0.10075394052486047
3.0,3.647124868291805,0.09596349241297507
3.0,3.572408801526323,0.10805655054057876
