time,observation,state,log-variance
37.0,-5.254928308004711,-4.386681862388967,-0.3701171145548351
38.0,-2.604264097183779,-2.774115170071364,-0.10151779634528335
39.0,-4.6013319809988396,-4.9106333654266106,-0.5320384968779697
40.0,-7.104852631035926,-6.689405705551731,-0.7769262418870382
41.0,-3.8544524065268515,-2.9332836299645733,-0.5718597797041366
42.0,-3.2419616111396996,-4.967337188446197,0.06218438199370735
43.0,-2.863971704622423,-2.788483418673812,-0.7929445639511516
44.0,-1.2548983816109458,-1.4404596897939652,-0.4111702878088098
45.0,-1.2199195600028598,-1.2891134585443955,-0.25217589726357575
46.0,0.35581479946366845,-1.839817144950149,-0.3820252262712976
47.0,-3.2797477820271776,-2.6787801067364976,-1.1818590250564855
48.0,-1.2917159249987344,-0.05166481824787583,-0.7849816022140448
49.0,-2.4206535403058496,-3.155281703537046,-0.831824101381669
50.0,-3.5559264115505007,-3.0942736805499225,-1.5323963530934601
51.0,-4.589150777210383,-3.7818496208424595,-1.7070093165018223
52.0,-3.154244046257335,-3.518671251571978,-1.5922710832532236
53.0,-7.199051507432586,-5.862308435728456,-1.1692748752448618
54.0,-8.002171793284823,-7.242954940895412,-0.7319925774758058
55.0,-5.404587042286904,-5.929219725716178,-0.3292142382057565
56.0,-5.325152681912553,-5.933056073740141,-0.19634869009096012
57.0,-7.5105502665538015,-7.531018666969534,-0.4691209732516388
58.0,-9.383122140980259,-10.1833461837151,-0.2611545844894777
59.0,-8.757330068762563,-9.355000774271206,-0.9343760754809881
60.0,-11.058098438303421,-10.238582032729749,-0.7859067186053279
61.0,-10.582498781618451,-10.615233714959137,-0.38827413065243876
62.0,-12.890491092972047,-12.396925317707577,0.4169566289461935
63.0,-11.65387908592417,-11.618103671130205,0.5892316773907311
64.0,-7.811890846820931,-11.937004731475467,1.1565904254549815
65.0,-12.725818281380262,-10.955298915239736,1.7408248358606406
66.0,-12.400507983571897,-12.581841381384752,0.9080418143825908
67.0,-10.06863695072348,-9.576429234022957,0.9260642524173488
68.0,-12.58482057160054,-9.362098482759325,1.0767943653337742
69.0,-11.21244775598228,-10.621555095860032,0.5187255357248806
70.0,-8.229690814935019,-10.064154284672364,-0.32958873620896434
71.0,-15.845412660905913,-14.901356666742295,-0.6767000642661696
72.0,-16.748413326565736,-16.071295552657805,-0.6578023549170585
73.0,-17.267664061919138,-16.321032767964393,0.4286230604953999
74.0,-18.014641485919338,-19.848562503176467,0.582926005377779
75.0,-20.546506301665204,-19.02125482485358,-0.1069948895322772
76.0,-16.426589764717015,-16.1810271369598,-0.4948781618764907
77.0,-18.01578449878538,-17.23895934624189,-0.22726945801972498
78.0,-16.29392712209358,-17.18084233064049,-0.47925431724355155
79.0,-18.242039776885125,-17.708108423080184,-0.39283279830253454
80.0,-16.93479805769769,-17.77335147523626,-0.8201502598282912
81.0,-17.882152327720934,-17.776985865482366,-1.5733763986920088
82.0,-17.262033486413095,-17.19158504302443,-1.1674660900586327
83.0,-16.958003753067327,-18.344825741608783,-0.9311693115032535
84.0,-20.88857828829368,-20.529785271277248,-1.0381725060088067
85.0,-20.440894112496,-20.205199262133018,-0.9837355175159546
86.0,-20.936850661045533,-20.411843818986306,-1.1251096733987733
87.0,-22.077712761925316,-21.41713642803662,-0.9048298361676074
88.0,-21.05828844038581,-21.06029075942993,-1.1593851057996913
89.0,-19.45464051974078,-19.69239234858803,-1.836533461849823
90.0,-18.79749637773489,-19.158476977619554,-1.0907165734201987
91.0,-18.68465482709988,-18.519129181130907,-0.3202458198747399
92.0,-20.097245811911268,-21.56092280357725,-0.41074801887224255
93.0,-23.79369425846459,-23.01016588001137,-0.021586404496603318
94.0,-26.611833577122056,-26.413633783616845,0.3972373326265238
95.0,-26.775812210898096,-27.12540275294358,0.928387884415258
96.0,-24.45528669185239,-25.32205199362258,1.320529109069708
97.0,-22.136645966315974,-24.66335438564315,0.6743726826829919
98.0,-23.36941781489204,-22.44905870710786,0.3108437692103714
99.0,-22.49012482697931,-24.271145007430718,0.6498057934954027
100.0,-25.978050400838004,-25.83334800541859,1.1072107741065778
101.0,-28.808528123871785,-26.046984081929434,1.8141393396113714
102.0,-31.41995403868406,-29.77024486598405,1.4621377798323387
103.0,-28.30200643727785,-28.36055937876098,0.7015947768576909
104.0,-26.116082522449645,-28.188321829978072,0.6329799318539506
105.0,-29.754067595752407,-29.815467034529398,-0.11885718261788103
106.0,-28.753008403291926,-28.722825151837625,-0.8455011444889836
107.0,-32.37346489468666,-30.639017396988834,0.08056337835656913
108.0,-29.914772417977744,-31.31563406032781,0.25210386695808323
109.0,-32.63109432972946,-30.578069721776707,-0.33595094100059597
110.0,-32.28994114238994,-31.574082260816372,-0.44501058521918346
111.0,-32.297856847568234,-31.635666943456386,-0.037784288512635045
112.0,-31.35482723414412,-31.682202333264886,-0.8515759908907178
113.0,-29.48261748409261,-29.37538983277547,0.2428000495736714
114.0,-30.109499103357983,-28.345928552907576,1.0185337970102215
115.0,-25.840075762731722,-27.116503067099234,0.4374772897934398
116.0,-26.521639517919834,-27.936032386024753,0.4087332501674635
117.0,-29.159806840980494,-28.457242140196403,-0.8497202467860057
118.0,-28.09946186826949,-28.386190603478816,-0.9146134210939206
119.0,-29.96026349507074,-29.742700849803597,-1.08083779655548
120.0,-29.353343735124263,-29.79471837833888,-1.0949729868150535
121.0,-32.41928169935286,-31.05751805193575,-0.7209210388348861
122.0,-30.33545569372574,-30.20274596810328,0.2307530009378057
123.0,-32.59332783060695,-33.14407764680183,-0.4090049838704586
124.0,-32.215426110239164,-32.77697121706578,-0.07055925608715424
125.0,-34.8005872357888,-34.36859404289142,-0.5003128722413698
126.0,-32.295403324311664,-32.55092586291462,-0.5067261029101334
127.0,-31.463853398818454,-31.41506657106317,-0.40245468846206695
128.0,-31.068710219177202,-31.763660077989865,-0.8880280981956497
129.0,-29.20452758093444,-29.86535294775594,-1.0920450269624076
130.0,-29.08067939087269,-28.980223084269547,-1.3403578487855015
131.0,-29.219330497167494,-29.302332912532773,-1.2458081548433977
132.0,-32.221952770046954,-31.58101077600906,-1.8378166513936827
133.0,-30.158944998312315,-30.4988631705924,-1.5779966312141778
134.0,-28.545254927552264,-28.51949617473081,-1.686748217061238
135.0,-31.313137279929755,-31.25054957458547,-1.981007008675003
136.0,-30.254019665150373,-30.12700619158096,-1.6252665539133855
137.0,-31.43365895572501,-31.392408548008017,-0.9469649503038113
138.0,-33.61202511011166,-30.704174197295316,0.4279027826035233
139.0,-29.235396911079015,-32.32408353104233,0.5171448701520781
140.0,-35.39497273847229,-33.544559819904144,0.6387258144386685
141.0,-34.9069466697913,-34.858065769913914,0.25388810848405724
142.0,-36.093876328955105,-36.14121064992533,-0.47111360597844193
143.0,-36.66139980712214,-37.72224566535606,-0.7233815403684736
144.0,-36.29595164492152,-38.25241169441313,-0.31455054391559345
145.0,-33.74002260056812,-33.40471970931261,-0.26551037080754625
146.0,-35.332465629904284,-35.82862142678967,-0.3582130713953643
147.0,-32.6060136218367,-32.65156928727756,-1.107896194427521
148.0,-36.1295139477952,-35.91874790187012,-0.808964387529803
149.0,-36.624946669875605,-36.84888308372347,-0.6416293640627923
150.0,-36.10116365532366,-36.73969706916533,-0.8667499928590252
151.0,-36.86694907987584,-35.890618240906285,-1.3968849905673568
152.0,-33.233398084849,-32.4436346245268,-1.504772089776115
153.0,-33.45801141051334,-33.78331893334029,-0.9072567186437798
154.0,-30.844252707893578,-30.29367049473182,-1.4910647842619458
155.0,-29.647081618380007,-29.424617524148772,-0.6891650512219429
156.0,-29.410972737308978,-28.772046562750255,-0.7907743899600026
157.0,-26.36810731447681,-27.294583848302178,-0.9213800846712097
158.0,-25.68084281005856,-25.38936421355787,-0.5534109306573312
159.0,-22.888946255808307,-23.23407429158117,-0.9289381292892043
160.0,-23.702663183164027,-23.23249732201283,-1.0263554070624061
161.0,-24.070339505961815,-24.78906723865791,-1.2428382276036336
162.0,-26.097635947626397,-25.979368276188367,-1.0635020089776712
163.0,-27.33057737370691,-27.011353742645248,-1.293620528954009
164.0,-24.97703480150018,-24.802745761173302,-0.8353462770326654
165.0,-24.359106898721375,-24.771402141136953,-0.7181317150077732
166.0,-23.590325891761807,-23.598763100324902,-0.9400593993294026
167.0,-24.286986973430537,-25.127616100928137,-0.8672323542846687
168.0,-25.918918119362534,-25.516123729056158,-0.7691338757793719
169.0,-26.628289200657832,-26.054554784034703,-0.5747529420243216
170.0,-24.850811563674778,-23.13430173665374,-0.7124498155913903
171.0,-23.22268912345755,-22.980991620793898,0.4487618216550687
172.0,-25.26436251868552,-25.363840195671706,0.8019826263265996
173.0,-24.4453686320842,-25.510156342230868,0.4602015431884635
174.0,-23.185076630444605,-23.990364929923032,0.9180322315253273
175.0,-24.268485297855957,-25.085955626420738,0.515234180721142
176.0,-24.83158604752378,-25.08268067506451,0.6247928455250327
177.0,-22.13436730362094,-25.06808934903075,0.5837124988710044
178.0,-24.271158495915515,-23.530401101588367,0.3781355783560052
179.0,-24.605945388344537,-22.970093494484416,0.4552442406956533
180.0,-23.638796192743865,-21.24132748512679,0.9673547537071079
181.0,-18.322252241564595,-17.94712658471731,0.8687096142693229
182.0,-18.287866363132125,-16.781980426294908,0.6553097321421829
183.0,-16.337531615292445,-19.065159647479277,1.3800720969336586
184.0,-14.181167426293147,-19.081067130959912,2.2694424733405123
185.0,-22.449346336236125,-18.96138769965179,2.334360997751805
186.0,-22.331668352369714,-19.22479305215182,2.3381180740097807
187.0,-18.288780987754965,-19.716218505601237,1.8580182751119074
188.0,-21.925727648876766,-21.79377613787419,0.8389696428628222
189.0,-22.61090573912773,-22.397483078262102,0.5616453637044925
190.0,-24.641736811006627,-23.976032559225327,0.41400751438062866
191.0,-23.34205519002364,-22.666559901656598,-0.0665937528526947
192.0,-22.69335149719233,-23.851169719699254,-0.17135487395112634
193.0,-24.58631370739476,-25.418285445528873,-0.4234256090322202
194.0,-25.671914778398516,-26.68466012449201,-0.17575413831759973
195.0,-26.439421072761732,-24.0402667796872,0.6916811141197966
196.0,-23.810737772736164,-22.49346713145816,0.38951234051544287
197.0,-25.121493405629405,-21.868805690975492,1.0242174291383435
198.0,-20.834754310714366,-22.06588257143911,0.9482918174247214
199.0,-22.76394461239835,-20.461230051716562,0.4897425841921986
200.0,-19.423301155464607,-19.014405899514095,0.20982044463849428
201.0,-20.3913257875302,-19.519116190737243,0.6841771411653741
202.0,-20.304467714345247,-19.20850335489004,-0.3228035208199119
203.0,-18.67717018928972,-18.615975647327815,-0.37422959678725665
204.0,-14.99134089130067,-16.17536491639938,-0.6318835983474074
205.0,-18.883446188591495,-19.352860809818093,-1.3096445792669151
206.0,-18.02923226383425,-18.426676356150995,-0.3881606068521305
207.0,-19.029025872534586,-18.93685734590873,-0.3395624305838424
208.0,-18.18998711653944,-18.738475323045076,0.49946494494847515
209.0,-17.78026114979261,-17.271869044308833,0.22451647704448596
210.0,-15.263035169561245,-17.47149732073621,-0.17745033849056954
211.0,-14.14415541609601,-16.60170180250637,0.32866363711133406
212.0,-13.438366657197975,-15.031780784126155,0.5359786569154569
213.0,-19.41372022027184,-16.87490243631896,0.9662707736818289
214.0,-15.785908304209242,-14.536899568603438,0.063281625346156
215.0,-13.13808446938572,-13.647790191598078,0.38314043813551185
216.0,-13.57733992521002,-13.063476028887079,0.3260298712858386
217.0,-15.239143369036551,-14.514949397898954,0.11005995814239547
218.0,-10.29796109167889,-11.909921625895583,0.15667230112906594
219.0,-16.24403912621383,-16.389025996203998,0.041803857668912744
220.0,-14.230196761414533,-15.511465486642662,-0.01611544177192544
221.0,-14.73500945418011,-14.23901281150183,-0.19410274991017462
222.0,-12.254938573595515,-12.859085831625068,-0.39109268680301607
223.0,-13.856506808565268,-14.982541235725447,-0.3120587503087383
224.0,-13.93692395166266,-13.750791444197482,-0.6696927712010765
225.0,-12.015271319873037,-11.676557715149016,-0.2302334558181518
226.0,-12.923230245314889,-13.206961837348224,-0.3571468638579349
227.0,-15.348330102698203,-15.917527169871036,-0.5569649847088005
228.0,-16.47159151403201,-15.932133977696878,-0.9816375089391638
229.0,-16.89538819657509,-17.56440894127694,-0.1382906070698724
230.0,-15.17159194756189,-16.328691883404947,0.7665876557282203
231.0,-20.71352947962439,-18.26031966070017,-0.016461136907042984
232.0,-17.754866703464668,-17.320198175979964,-0.4762217533441344
233.0,-15.531085807091202,-16.128516015960418,-0.021903604943915134
234.0,-15.079354792096712,-15.748760693874168,0.205012159861135
235.0,-14.056204355395161,-13.913010432099686,-0.10488568130171905
236.0,-13.944701767564583,-12.02589090936377,0.5612296866590195
237.0,-10.410733989834926,-9.556091040908013,-0.10820376639055096
238.0,-10.558539064049006,-10.677823820243075,-0.1939489730087246
239.0,-9.87470178773009,-9.606507508292992,-0.14082719643578986
240.0,-6.078105455144437,-7.251016740282417,-0.09933492594410358
241.0,-7.577057101842175,-6.31626545802823,-0.49856753194308057
242.0,-4.532451917075124,-5.219961081117263,0.04637302269949317
243.0,-2.3370037187148185,-3.4546635426810095,0.284671242908068
244.0,-1.3253091256108678,-1.7362513872052654,-0.15625520986360483
245.0,2.20165246960402,1.151049747478635,1.0472184820584625
246.0,1.2612704497584633,-0.14070723513396133,0.8565045395042888
247.0,0.30250822427134727,1.9805926641296014,-0.018717471205009106
248.0,2.1860353249130267,2.801867183472819,-0.15329051921816284
249.0,5.754661258343663,3.41129893794183,0.7936395532920365
250.0,2.367531470013136,2.5218087454034706,0.8560771592664989
251.0,5.989101647100979,4.445539947874133,1.0411820801938698
252.0,7.513874035666921,5.124174277636275,0.7640427711118991
253.0,6.226133796615364,5.88952784612778,0.8434919491198456
254.0,3.4490467330827936,3.4383053287047516,-0.07101399505903483
255.0,3.6058348387985992,5.388653480871242,0.08300308918014063
256.0,8.163474833377927,6.986815945219838,-0.5331591662728697
257.0,2.983014949102246,3.790657272578205,-0.4058163839950117
258.0,5.469416056142617,4.718197535163076,-0.2876939934927163
259.0,7.353489643384961,6.99129060872583,0.07595649149651004
260.0,5.0360824438404,6.671062457519655,0.47188838087353596
261.0,6.028610943599651,6.361528887528393,0.8994961120380291
262.0,3.9135662865566023,5.152640643186813,1.314450883883795
263.0,1.0365298977916595,4.381764925783583,1.3284142787451303
264.0,4.895603544471487,3.8831020633128723,1.4505658384050202
265.0,6.7903477009402735,5.502815887173378,0.8725984032042522
266.0,8.669740571075572,8.130689863672737,1.0577225871555294
267.0,7.423592626501845,7.991508957693643,0.43955455644760855
268.0,9.832217562410904,7.86814756413017,1.0243807946351242
269.0,8.78920680970388,8.249245844456533,1.3613267656561219
270.0,11.535328924418783,9.589120530346515,0.8434398322127796
271.0,12.248721582357165,12.819818994358803,-0.040871019673613174
272.0,13.058627461288653,13.921883639423632,-0.37553484149499544
273.0,12.512778283147702,13.333771702737394,-0.6939550071311278
274.0,13.34914034872797,12.339016421064432,0.25885041030274447
275.0,12.250482117506666,12.281253098056954,0.229076424690353
276.0,13.889765527394223,14.111368583770465,1.0801413171619163
277.0,13.830976946849363,12.818763358696359,1.2765288324834572
278.0,14.525736894926272,14.843089307704874,0.567183425152105
279.0,12.249800912533402,13.07599086982236,0.2643470099108051
280.0,14.384691205358806,12.47823732739257,0.2746914140800596
281.0,9.977782005012179,10.483518993722038,-0.37444127592646104
282.0,10.762527217541752,8.783522694031072,0.3227987334681759
283.0,12.838687256627733,11.812994158599661,-0.1945882355434757
284.0,13.470227134044475,13.688451102895149,0.10115361490551508
285.0,13.444731865812363,13.085111202014264,0.18383579906342662
286.0,15.417463813374889,15.555858701200375,-0.04382500005163237
287.0,14.542499960125564,14.05313342527022,-0.1332140126206251
288.0,15.42931124196837,13.917767462223708,-0.06108581899694264
289.0,18.83108064482615,16.558441626980084,-0.1690545250567519
290.0,16.383222405728898,16.413956230403027,-0.5870651138727236
291.0,17.996714768840135,17.389477453237753,-0.1499788840193741
292.0,18.410098725505062,19.035994846360598,0.4212153467075817
293.0,15.699515422569934,18.18516925422306,0.6844738651437017
294.0,18.49193833805504,18.430617923425004,1.2128716180722683
295.0,19.75496745538547,19.3374039731889,1.019442897552055
296.0,15.97002877575473,16.11818938665239,0.3548430663250203
297.0,14.60438082158641,15.30101475627244,0.42544715554941215
298.0,16.749210642204908,15.744822154358499,0.22599123232610463
299.0,15.850785442138212,15.502551984540988,-0.03213155901278833
300.0,18.014789559576972,16.20885759912202,0.354251684358765
