V,W,phi,sigma
2.0,2.7155560447670903,2.468408726758406E-6,6.851393091106808
2.0,2.7091837050812893,2.468408726758406E-6,6.542262544736817
2.0,2.448161416656415,2.468408726758406E-6,6.053163460519897
2.0,2.2448446788360177,2.468408726758406E-6,6.408079449509342
2.0,2.5265428291095264,2.468408726758406E-6,7.882664272595351
2.0,2.2284873576658084,2.468408726758406E-6,6.914305680708424
2.0,2.4325891834582154,2.468408726758406E-6,6.465561972896109
2.0,2.3913122239892917,2.468408726758406E-6,7.118105778294775
2.0,3.531984434980823,2.468408726758406E-6,6.622577265219134
2.0,2.4383757133927406,2.468408726758406E-6,8.083646165908347
2.0,2.9282890643490993,2.468408726758406E-6,7.137905516167444
2.0,2.552232703174832,2.468408726758406E-6,5.74774122358407
2.0,2.6516115480015854,2.468408726758406E-6,8.223052566548981
2.0,3.014353754120712,2.468408726758406E-6,8.11454412895582
2.0,2.32742984616115,2.468408726758406E-6,7.065352612331124
2.0,2.590486680030221,2.468408726758406E-6,7.2321084969614535
2.0,2.7084371989569327,2.468408726758406E-6,6.63307416981916
2.0,2.3858989599352025,2.468408726758406E-6,6.478490422136799
2.0,2.735107764051332,2.468408726758406E-6,6.530884341344616
2.0,2.6642476362645064,2.468408726758406E-6,6.57892649511467
2.0,2.817088983683026,2.468408726758406E-6,6.968074001822762
2.0,2.5627559472880868,2.468408726758406E-6,6.73009635964748
2.0,2.6849231209762605,2.468408726758406E-6,6.975574896089492
2.0,2.666003349561401,1.0042590424111017E-6,6.187935284699777
2.0,2.4673954440110464,1.0042590424111017E-6,6.978022905896329
2.0,2.4174417667127748,1.0042590424111017E-6,6.40596774628128
2.0,2.756513499091904,1.0042590424111017E-6,7.117543041326163
2.0,3.2482351160105147,1.0042590424111017E-6,7.8863424686857035
2.0,2.5698203126978925,1.0042590424111017E-6,7.34762605646813
2.0,2.5817965439575,1.0042590424111017E-6,5.259685443826208
2.0,2.63444261114098,1.0042590424111017E-6,8.174991895934726
2.0,2.5201269546835112,1.0042590424111017E-6,6.389858197026433
2.0,2.9423727748663073,1.0042590424111017E-6,6.939618870164917
2.0,2.3069951688037653,1.0042590424111017E-6,7.213119921297376
2.0,2.5099514317986626,1.0042590424111017E-6,5.816631619529639
2.0,2.7822275279424966,1.0042590424111017E-6,7.5192609013058815
2.0,2.4843460556364323,1.0042590424111017E-6,8.344170093910215
2.0,2.3426104292382113,1.0042590424111017E-6,7.146140790056734
2.0,2.718325298234072,1.0042590424111017E-6,7.154432843760393
2.0,2.8391396252793304,1.0042590424111017E-6,5.764699345112551
2.0,2.6475732341374614,1.0042590424111017E-6,6.579440225800323
2.0,2.696626182578054,1.0042590424111017E-6,8.876406739549731
2.0,2.39610520985641,1.0042590424111017E-6,6.700149796541223
2.0,3.384630691911819,1.0042590424111017E-6,7.802136709231553
2.0,2.750514147815644,1.0042590424111017E-6,6.5816452168447475
2.0,2.8625282175191473,1.0042590424111017E-6,7.110665265760242
2.0,3.017945689610883,1.0042590424111017E-6,7.5700890232149325
2.0,2.547101248938615,1.0042590424111017E-6,7.5317273083718135
2.0,3.000119574782413,1.0042590424111017E-6,6.5284188833833054
2.0,2.8838370553563353,1.0042590424111017E-6,6.255533616447688
2.0,2.7953915784042005,1.0042590424111017E-6,7.829225842615634
2.0,2.4288818085424424,1.0042590424111017E-6,6.897963641369267
2.0,2.746817617688387,1.0042590424111017E-6,7.283259677880947
2.0,2.616250793925453,1.0042590424111017E-6,6.9681634918438204
2.0,2.118698068438807,1.0042590424111017E-6,7.646104814573746
2.0,2.0836406283802433,1.0042590424111017E-6,7.577443050891206
2.0,2.430471111642861,1.0042590424111017E-6,7.165040429517526
2.0,2.3754553042607984,1.0042590424111017E-6,7.627359439275338
2.0,2.5064542730205055,1.0042590424111017E-6,7.1890155693897375
2.0,2.314047426954614,1.0042590424111017E-6,6.282024932054657
2.0,2.825943685358229,1.0042590424111017E-6,7.240030219608861
2.0,2.1561654266876573,1.0042590424111017E-6,6.993847707281917
2.0,2.860375682083162,1.0042590424111017E-6,6.616313564441652
2.0,2.659847276193405,1.0042590424111017E-6,6.372521961182606
2.0,2.712206726818649,1.0042590424111017E-6,7.663621085403747
2.0,2.31157454535635,1.0042590424111017E-6,7.353712494181738
2.0,2.667231165610583,1.0042590424111017E-6,6.543462183138491
2.0,3.0025697608300486,1.0042590424111017E-6,5.312753535785994
2.0,2.278785962800323,1.0042590424111017E-6,6.5799094810791585
2.0,2.5709163237019403,1.0042590424111017E-6,7.766914190747017
2.0,2.7011362554754923,1.0042590424111017E-6,6.9956067046964945
2.0,2.358457825752756,1.0042590424111017E-6,7.634431101963147
2.0,2.816246213140413,1.0042590424111017E-6,6.717755111916489
2.0,2.5027134146105197,1.0042590424111017E-6,6.324164832469536
2.0,2.516696884758954,1.0042590424111017E-6,6.433413449333306
2.0,2.9641427930068915,1.0042590424111017E-6,6.6726018457421405
2.0,3.232684987036309,1.0042590424111017E-6,7.6837352298925525
2.0,2.9931331617167487,1.0042590424111017E-6,7.022425260926609
2.0,2.168371914076764,1.0042590424111017E-6,7.889714924613845
2.0,2.57612439247732,1.0042590424111017E-6,6.705230275872516
2.0,2.622318563258385,1.0042590424111017E-6,6.075980773257932
2.0,2.5314347321962565,2.17302148177189E-6,6.245002543846087
2.0,2.519300746361616,1.7774616175211289E-6,6.423176892318631
2.0,3.007842770260692,1.7774616175211289E-6,6.885639603597235
2.0,2.667986876834701,1.7774616175211289E-6,6.147127658724607
2.0,2.5935230294895626,1.7774616175211289E-6,6.526673388989501
2.0,3.490527620417201,5.089163653673531E-7,6.7327373896241935
2.0,2.137371785432126,5.089163653673531E-7,7.184885801243887
2.0,3.034682276177972,5.089163653673531E-7,7.201867895609022
2.0,2.5409729660281055,5.089163653673531E-7,7.42379515589464
2.0,3.1330616971175944,5.089163653673531E-7,6.274282626800131
2.0,2.740161322091692,5.089163653673531E-7,6.561494880660241
2.0,2.4595308847456057,5.089163653673531E-7,7.011725283349809
2.0,2.421443078026047,5.089163653673531E-7,7.746745557844091
2.0,3.3008750426215157,5.089163653673531E-7,6.504154902876077
2.0,2.4329137743132456,5.089163653673531E-7,6.570114506501049
2.0,2.143430816182081,5.089163653673531E-7,6.926378323209345
2.0,2.7104831654401584,5.089163653673531E-7,6.5235679256895285
2.0,3.318844694124932,5.089163653673531E-7,7.525172414898771
2.0,2.7681276769778704,5.089163653673531E-7,6.407876288431274
2.0,2.914953961851079,5.089163653673531E-7,8.478219557707865
2.0,2.7599564925611055,5.089163653673531E-7,6.529964700196158
2.0,2.5791977690771706,5.089163653673531E-7,7.080783366148736
2.0,2.983478547197193,5.089163653673531E-7,6.211284724991296
2.0,2.806149128785279,5.089163653673531E-7,7.173233430912574
2.0,2.2354899306376943,5.089163653673531E-7,7.4034244185649465
2.0,2.5702308177364466,5.089163653673531E-7,7.130501124596726
2.0,2.1055908037601556,5.089163653673531E-7,6.675020761524727
2.0,2.4869123346745923,5.089163653673531E-7,7.06655613872224
2.0,2.650655277244112,5.089163653673531E-7,7.505242489295698
2.0,2.7726512077018834,5.089163653673531E-7,8.028279298381676
2.0,2.4670979899791985,5.089163653673531E-7,6.38011282007656
2.0,2.9497766201075835,5.089163653673531E-7,7.281228137777294
2.0,3.149828886241224,5.089163653673531E-7,5.886187901736905
2.0,2.4446433570423522,5.089163653673531E-7,7.107717414008253
2.0,2.8236031556859236,5.089163653673531E-7,6.493812762618574
2.0,2.309657077674486,5.089163653673531E-7,5.8403431598680795
2.0,2.9151205696978595,5.089163653673531E-7,6.34935031971153
2.0,2.509150503596719,5.089163653673531E-7,7.691221609901414
2.0,2.1618764593417885,1.0597153155972245E-6,6.510723918253035
2.0,2.7190603328032776,1.0597153155972245E-6,6.8128799117029395
2.0,2.7423718953857525,1.0597153155972245E-6,8.320606372031595
2.0,2.4578484381236527,1.0597153155972245E-6,6.561286722674842
2.0,2.5712157262843207,1.0597153155972245E-6,7.168220996493821
2.0,2.5801538237996775,1.0597153155972245E-6,6.5470272727786964
2.0,2.4955981252448782,1.0597153155972245E-6,8.087037186692626
2.0,2.730151366907885,1.0597153155972245E-6,7.080686683297482
2.0,2.7358471728053915,1.0597153155972245E-6,7.46204741610798
2.0,2.8546057931865327,1.0597153155972245E-6,7.879071247613804
2.0,3.059372823811563,1.0597153155972245E-6,6.287609898718261
2.0,2.7391062724203006,1.0597153155972245E-6,6.020040387535771
2.0,2.3752444064129272,1.0597153155972245E-6,7.158631028272613
2.0,3.3175442519701774,1.0597153155972245E-6,6.320681191026045
2.0,3.146631886491966,1.0597153155972245E-6,6.454189387421757
2.0,2.6965667718457045,1.0597153155972245E-6,5.9942816812644155
2.0,3.159565262020212,1.0597153155972245E-6,7.0706783689428585
2.0,2.8249320931573667,1.0597153155972245E-6,7.178265750963623
2.0,2.265920047723171,1.0597153155972245E-6,5.78480389471255
2.0,2.2444307689775624,1.0597153155972245E-6,7.080732077044096
2.0,2.1407678199289593,1.0597153155972245E-6,6.879894059248207
2.0,2.863847385896166,1.0597153155972245E-6,6.3164025478977175
2.0,2.9654154611367445,1.0597153155972245E-6,8.195029736842919
2.0,2.895002211112794,1.0597153155972245E-6,7.949974098912216
2.0,2.9840457587454163,1.0597153155972245E-6,6.678734881475356
2.0,2.4225617193496825,1.0597153155972245E-6,6.805239563065236
2.0,2.7762521888020952,1.0597153155972245E-6,7.267350774482131
2.0,2.9538346589996443,1.0597153155972245E-6,6.97355368586426
2.0,2.8054333706709724,1.0597153155972245E-6,7.31789277166648
2.0,2.6224325389652843,1.0597153155972245E-6,5.862884352794468
2.0,2.372028378951276,9.851754912565026E-7,7.98089314263404
2.0,3.1402735245321214,9.851754912565026E-7,6.899658519236571
2.0,2.5709594768840183,9.851754912565026E-7,6.485537860585774
2.0,2.5241476828326364,9.851754912565026E-7,7.001884457243023
2.0,3.054652173948071,9.851754912565026E-7,7.208785627123343
2.0,2.62087796457474,9.851754912565026E-7,6.7228838713570465
2.0,2.639553390262817,9.851754912565026E-7,6.266777949528602
2.0,2.668354594850302,9.851754912565026E-7,7.667171808151251
2.0,2.9864985369197066,9.851754912565026E-7,8.289982503425765
2.0,2.916418879094669,9.851754912565026E-7,6.563788750129684
2.0,2.31038576308148,9.851754912565026E-7,7.340758447592755
2.0,2.4407152641496657,9.851754912565026E-7,5.762812174598435
2.0,2.8535994563095706,9.851754912565026E-7,7.873860446146961
2.0,2.6969839368124253,9.851754912565026E-7,7.873936484358358
2.0,2.221172974465387,9.851754912565026E-7,7.1239705618894495
2.0,3.4661526177221575,9.851754912565026E-7,7.453226079783806
2.0,2.7647298015916926,9.851754912565026E-7,6.754595221121634
2.0,2.9252526487537702,9.851754912565026E-7,7.269853281377699
2.0,2.9173678152321996,9.851754912565026E-7,5.908328961415373
2.0,2.293324553531049,9.851754912565026E-7,6.778879850527416
2.0,2.3810059308932483,1.9830845570468273E-6,6.673042680780295
2.0,2.4450573141178733,1.9830845570468273E-6,6.363136552023918
2.0,2.6133286640877884,1.9830845570468273E-6,7.800088538848478
2.0,2.930222259015288,1.9830845570468273E-6,9.003509927181677
2.0,2.7751063378854726,1.9830845570468273E-6,6.415506795402025
2.0,2.5683126371529696,1.9830845570468273E-6,6.564145357679715
2.0,2.798761317663591,1.9830845570468273E-6,5.475421131427732
2.0,2.741490405809867,1.9830845570468273E-6,6.7875628813013495
2.0,2.795227777126817,1.9830845570468273E-6,6.5710175559475825
2.0,2.7462966227539924,1.9830845570468273E-6,6.356671559141488
2.0,2.6229702776720023,1.9830845570468273E-6,5.871232436420172
2.0,2.4113063708801574,1.9830845570468273E-6,6.557237069120242
2.0,2.6401011414529174,1.9830845570468273E-6,7.597495622234216
2.0,2.399733919362385,1.9830845570468273E-6,6.59402068313083
2.0,2.338792942346029,1.9830845570468273E-6,6.434943593406141
2.0,2.2765454738115145,1.9830845570468273E-6,6.759369391208399
2.0,2.5545105363414393,1.9830845570468273E-6,6.835828730680926
2.0,2.984922781120462,1.9830845570468273E-6,7.372317688600508
2.0,3.174422464844185,1.9830845570468273E-6,7.223042735476684
2.0,2.8584523254720358,1.9830845570468273E-6,6.504722252759962
2.0,2.6072224693736423,1.9830845570468273E-6,6.476292939202081
2.0,2.861931386777675,1.9830845570468273E-6,7.466252743903037
2.0,2.29084222697106,1.9830845570468273E-6,6.833725221404503
2.0,2.625573612649061,1.9830845570468273E-6,7.167913912668161
2.0,2.1461332235987456,1.9830845570468273E-6,6.733793160485492
2.0,3.3405382981635676,1.9830845570468273E-6,7.096869432960034
2.0,2.7189270332680744,1.9830845570468273E-6,8.001764808068637
2.0,3.3185127783538704,1.9830845570468273E-6,6.481274293886248
2.0,3.243418593061073,1.9830845570468273E-6,6.295861733911294
2.0,2.916120118335693,1.9830845570468273E-6,7.542737320615595
2.0,2.619869477941828,1.9830845570468273E-6,7.506047261899565
2.0,2.4275017746155423,1.9830845570468273E-6,6.968175881350299
2.0,2.9114075871213174,1.9830845570468273E-6,6.697487016272765
2.0,2.757486432125294,1.9830845570468273E-6,6.872287854997505
2.0,2.5708863665145496,1.9830845570468273E-6,6.671197974417251
2.0,3.0610369144306535,1.9830845570468273E-6,6.94223462512683
2.0,2.678072808295821,1.9830845570468273E-6,5.982906558435614
2.0,2.8106704547837826,1.9830845570468273E-6,5.980295074054954
2.0,2.5492578305588105,1.9830845570468273E-6,7.424754228816043
2.0,3.323261108326666,1.9830845570468273E-6,6.613116283845215
2.0,2.550711575604288,1.9830845570468273E-6,7.044451273537247
2.0,2.4257132713825365,1.9830845570468273E-6,6.057290031983403
2.0,3.1839360878407783,1.9830845570468273E-6,9.324678793925315
2.0,2.4136644620079086,1.9830845570468273E-6,6.483986361062288
2.0,3.1119359740036616,1.9830845570468273E-6,7.124030526226166
2.0,2.321884524239226,8.512432543412222E-7,6.59726711928811
2.0,2.3549736837787063,8.512432543412222E-7,7.760761982765025
2.0,2.598049601732196,8.512432543412222E-7,6.744932592734395
2.0,2.704401073511755,8.512432543412222E-7,6.85637397275804
2.0,2.742558414415846,8.512432543412222E-7,7.3049655229064046
2.0,2.2317629956221916,8.512432543412222E-7,6.001482151163873
2.0,2.8685035166810464,8.512432543412222E-7,7.1298537162816
2.0,2.6797572721156864,1.5550170578176982E-6,6.2141220702023245
2.0,2.470508748141832,1.5550170578176982E-6,5.943765368900985
2.0,2.3726242000435436,1.5550170578176982E-6,6.59885468577423
2.0,2.1502257634179216,1.5550170578176982E-6,6.021167264813044
2.0,2.917299046336113,1.5550170578176982E-6,6.3683058615364825
2.0,2.422625272943637,1.5550170578176982E-6,6.4776960930873155
2.0,2.7634796453680273,1.5550170578176982E-6,6.777164135452202
2.0,2.4839941523969618,1.5550170578176982E-6,5.997291828092332
2.0,3.0463821867420697,1.5550170578176982E-6,6.464309153731679
2.0,2.6176453434045106,1.5550170578176982E-6,7.548164463794149
2.0,2.3614155699324915,1.5550170578176982E-6,7.273301217390362
2.0,3.1068463330708314,1.5550170578176982E-6,6.575323043036843
2.0,2.486425172087177,1.5550170578176982E-6,5.694244569401027
2.0,2.1004489395343113,1.5550170578176982E-6,5.761052656389275
2.0,2.2303142915417387,1.5550170578176982E-6,7.356226430155156
2.0,2.7239829061793133,1.5550170578176982E-6,7.167990653700252
2.0,2.569574482333177,1.5550170578176982E-6,5.945401860576233
2.0,2.464522911508669,1.5550170578176982E-6,7.763476469683407
2.0,2.3439938694360176,1.5550170578176982E-6,7.574538695902418
2.0,2.201029837464118,1.5550170578176982E-6,8.356114770894441
2.0,2.1876650531601194,1.5550170578176982E-6,6.18075109686992
2.0,2.4755024322417074,1.5550170578176982E-6,7.943561210904524
2.0,2.8033801481162564,1.5550170578176982E-6,5.3768023124365545
2.0,2.7160644389341493,1.5550170578176982E-6,7.526091111480428
2.0,2.364362331686395,1.5550170578176982E-6,6.819989136842194
2.0,2.413679962796757,1.5550170578176982E-6,6.492463196902314
2.0,2.6651273210136606,1.5550170578176982E-6,6.659189448350169
2.0,2.613683992297389,1.5550170578176982E-6,7.020072200199228
2.0,2.9950053447593814,1.5550170578176982E-6,7.28422147330668
2.0,2.440840975955372,1.5550170578176982E-6,6.695418717113951
2.0,2.2393824824286233,1.2525594101971757E-6,5.939426125406104
2.0,2.241733126234833,1.2525594101971757E-6,7.680209023949158
2.0,2.8839132239690715,1.2525594101971757E-6,7.407862266520645
2.0,2.892475670029533,1.2525594101971757E-6,7.47335584625634
2.0,3.1391223422196446,1.2525594101971757E-6,7.03249478741775
2.0,3.082037473877698,1.2525594101971757E-6,6.729995333339805
2.0,2.210808545496575,1.2525594101971757E-6,6.9517867063257555
2.0,2.3532615646584527,1.2525594101971757E-6,6.97327224702441
2.0,2.280668349497403,1.2525594101971757E-6,7.150796893487985
2.0,3.755942366367448,1.2525594101971757E-6,6.519101126114869
2.0,2.5468044817174826,1.2525594101971757E-6,7.1498095145204745
2.0,2.857576499016417,1.2525594101971757E-6,7.185340640738168
2.0,2.9865356438858304,1.2525594101971757E-6,6.335853885555661
2.0,3.035205723698769,1.2525594101971757E-6,6.764200457415922
2.0,2.7088199011328733,1.2525594101971757E-6,7.106957632388572
2.0,2.6064924264754574,1.2525594101971757E-6,6.159705108383874
2.0,2.9478219246415547,1.2525594101971757E-6,6.699319987262318
2.0,2.99481071026011,1.2525594101971757E-6,6.6162096786245765
2.0,2.4831945875018593,1.2525594101971757E-6,7.27915061216134
2.0,3.0123213980086487,1.2525594101971757E-6,6.104986882892226
2.0,2.5876871964692643,1.2525594101971757E-6,8.16322231263139
2.0,2.5511475194424564,1.2525594101971757E-6,7.874412142937973
2.0,2.4009455412778924,1.2525594101971757E-6,7.872712865816082
2.0,2.992258134497046,1.7587000343787168E-6,6.835630205103746
2.0,2.5193596459502476,1.7587000343787168E-6,7.221664666767574
2.0,2.6845591199141676,1.7587000343787168E-6,7.08668740009955
2.0,2.473026413204206,1.7587000343787168E-6,6.706978476876284
2.0,3.049524046970366,1.7587000343787168E-6,6.010254952683112
2.0,2.807249710869213,1.7587000343787168E-6,6.554587589828644
2.0,2.6166342832057117,1.7587000343787168E-6,6.478071801867163
2.0,2.291731957683099,1.168722039281297E-6,6.753721037510568
2.0,2.6747983045903374,1.168722039281297E-6,8.389763227339312
2.0,2.750146696829847,1.168722039281297E-6,6.588016727625739
2.0,2.3870088645811673,1.168722039281297E-6,7.460796606888309
2.0,2.4938289386116828,1.168722039281297E-6,6.6878508243765245
2.0,1.9150823181134522,1.168722039281297E-6,6.5855968666456155
2.0,2.566291694718788,1.168722039281297E-6,7.152789841503496
2.0,2.472691588111591,1.168722039281297E-6,6.77555973049567
2.0,2.9894111269704164,1.0655981727695116E-6,6.621013195329657
2.0,2.7551565678077856,2.4870437690551024E-6,7.069905079867033
2.0,2.8188018063086524,2.4870437690551024E-6,6.713813081659702
2.0,2.2351090733985948,2.4870437690551024E-6,6.403499013729203
2.0,2.378781137221535,2.4870437690551024E-6,6.097073546463307
2.0,2.58515497102818,2.4870437690551024E-6,7.613222668974384
